更新日,名称,業界(小分類),求人有無,事業内容,所在地,設立,従業員数,資本金,平均年齢,企業URL,上場市場名,代表者
2024-08-01,学校法人一川学園,公社・官公庁・学校・研究施設,求人なし,,埼玉県入間郡越生町上野東1-3-2,1980,,"5,341 百万円",,,,理事長 一川 高一
2024-08-01,学校法人椙山女学園,公社・官公庁・学校・研究施設,求人なし,,愛知県名古屋市千種区星が丘元町17-3,1929,,"36,684 百万円",,,,理事長 椙山 泰生
2024-08-01,株式会社ときわ研究場,公社・官公庁・学校・研究施設,求人なし,,埼玉県比企郡吉見町大字田甲1087,1964,,10 百万円,,,,代表取締役 小田 篤
2024-08-01,学校法人市邨学園,公社・官公庁・学校・研究施設,求人なし,,愛知県名古屋市瑞穂区高田町3-28-1,1951,,"19,858 百万円",,,,理事長 末岡 仁
2024-08-01,学校法人至学館,公社・官公庁・学校・研究施設,求人なし,,愛知県名古屋市東区大幸南2-1-10,1919,,,,,,理事長 谷岡 郁子
2024-08-01,学校法人名古屋学院,公社・官公庁・学校・研究施設,求人なし,,愛知県名古屋市東区砂田橋2-1-58,1938,,"6,356 百万円",,,,理事長 盛山 利夫
2024-08-01,学校法人名古屋技芸学園,公社・官公庁・学校・研究施設,求人なし,,愛知県名古屋市北区上飯田西町3-33,1951,,,,,,理事長 市原 康雄
2024-08-01,学校法人国風学園,公社・官公庁・学校・研究施設,求人なし,,愛知県名古屋市西区宝地町350,1966,,"1,053 百万円",,,,理事長 磯野 正和
2024-08-01,株式会社トヨタコンポン研究所,公社・官公庁・学校・研究施設,求人なし,,愛知県名古屋市西区則武新町4-1-35,1996,,100 百万円,,,,代表取締役 菊池 昇
2024-08-01,学校法人文理学園,公社・官公庁・学校・研究施設,求人なし,,大分県大分市大字一木1727-162,1954,,"34,199 百万円",,,,理事長 菅 貞淑
2024-08-01,学校法人善広学園,公社・官公庁・学校・研究施設,求人なし,,大分県大分市東春日町17-21,1986,,313 百万円,,,,理事長 田野上 泰司
2024-08-01,株式会社天白ドライビングスクール,公社・官公庁・学校・研究施設,求人なし,,愛知県名古屋市天白区井の森町135,2001,,45 百万円,,,,代表取締役 大脇 始
2024-08-01,学校法人梅光学院,公社・官公庁・学校・研究施設,求人なし,,山口県下関市向洋町1-1-1,1941,,"9,213 百万円",,,,理事長 樋口 紀子
2024-08-01,学校法人志学会学院,公社・官公庁・学校・研究施設,求人なし,,埼玉県北葛飾郡杉戸町大字並塚1643,1974,,817 百万円,,,,理事長 中川 輝彦
2024-08-01,株式会社名古屋自動車学校,公社・官公庁・学校・研究施設,求人なし,,愛知県名古屋市天白区井の森町135,1967,,48 百万円,,,,代表取締役 大脇 始
2024-08-01,学校法人香川学園,公社・官公庁・学校・研究施設,求人なし,,山口県宇部市文京台2-1-1,1939,,"5,656 百万円",,,,理事長 長坂 祐二
2024-08-01,大分県土地開発公社,公社・官公庁・学校・研究施設,求人なし,,大分県大分市城崎町2-3-32,1960,,30 百万円,,,,
2024-08-01,学校法人宮城学院,公社・官公庁・学校・研究施設,求人なし,,宮城県仙台市青葉区桜ケ丘9-1-1,1941,,"19,830 百万円",,,,理事長 佐々木 哲夫
2024-08-01,学校法人東北学院,公社・官公庁・学校・研究施設,求人なし,,宮城県仙台市青葉区土樋1-3-1,1929,,"96,027 百万円",,,,代表理事長 松本 宣郎
2024-08-01,学校法人菅原学園,公社・官公庁・学校・研究施設,求人なし,,宮城県仙台市青葉区本町2-11-10,1960,,"14,150 百万円",,,,理事長 菅原 一博
2024-08-01,千葉県道路公社,公社・官公庁・学校・研究施設,求人なし,,千葉県千葉市中央区中央2-5-1千葉中央ツインビル2号館 7Ｆ,1971,,"16,377 百万円",,,,理事長 吉田 行伸
2024-08-01,学校法人野田学園,公社・官公庁・学校・研究施設,求人なし,,山口県山口市野田56,1943,,"2,048 百万円",,,,理事長 牛見 正彦
2024-08-01,学校法人別府大学,公社・官公庁・学校・研究施設,求人なし,,大分県別府市大字北石垣82,1951,,"25,776 百万円",,,,理事長 二宮 滋夫
2024-08-01,株式会社千葉水道センター,公社・官公庁・学校・研究施設,求人なし,,千葉県千葉市中央区中央港2-5-15,1974,,30 百万円,,,,代表取締役 新井 光雄
2024-08-01,学校法人国際理工学園,公社・官公庁・学校・研究施設,求人なし,,千葉県千葉市稲毛区穴川3-8-11,1991,,"1,833 百万円",,,,理事長 竹井 透
2024-08-01,学校法人千葉経済学園,公社・官公庁・学校・研究施設,求人なし,,千葉県千葉市稲毛区轟町4-3-30,1944,,"14,670 百万円",,,,理事長 佐久間 勝彦
2024-08-01,学校法人千葉敬愛学園,公社・官公庁・学校・研究施設,求人なし,,千葉県千葉市稲毛区穴川1-5-21,1926,,"12,607 百万円",,,,理事長 三幣 利夫
2024-08-01,学校法人須賀学園,公社・官公庁・学校・研究施設,求人なし,,栃木県宇都宮市睦町1-35,1951,,"46,066 百万円",,,,理事長 須賀 英之
2024-08-01,学校法人東北外語学園,公社・官公庁・学校・研究施設,求人なし,,宮城県仙台市青葉区五橋2-1-13,1980,,"4,500 百万円",,,,理事長 橋本 綱夫
2024-08-01,学校法人正則学園,公社・官公庁・学校・研究施設,求人なし,,東京都千代田区神田錦町3-1,1933,,"2,297 百万円",,,,理事長 塩澤 天
2024-08-01,学校法人リリー文化学園,公社・官公庁・学校・研究施設,求人なし,,茨城県水戸市南町2-3-14,1976,,619 百万円,,,,理事長 大久保 博之
2024-08-01,公益財団法人福島県下水道公社,公社・官公庁・学校・研究施設,求人なし,,福島県福島市大町5-6日本生命福島ビル 2Ｆ,1988,,,,,,代表理事 杉 明彦
2024-08-01,公益財団法人千葉県下水道公社,公社・官公庁・学校・研究施設,求人なし,,千葉県千葉市美浜区磯辺8-24-1,1992,,,,,,代表理事 保坂 隆
2024-08-01,学校法人ザベリオ学園,公社・官公庁・学校・研究施設,求人なし,,福島県会津若松市西栄町1-18,1951,,"3,262 百万円",,,,理事長 鈴木 隆
2024-08-01,学校法人明秀学園,公社・官公庁・学校・研究施設,求人なし,,茨城県日立市神峰町3-2-26,1951,,"2,570 百万円",,,,理事長 小野 勝久
2024-08-01,株式会社産業立地研究所,公社・官公庁・学校・研究施設,求人なし,,東京都千代田区一番町8-15,1970,,10 百万円,,,,代表取締役 牛丸 貞夫
2024-08-01,学校法人常総学院,公社・官公庁・学校・研究施設,求人なし,,茨城県土浦市中村西根1010,1983,,"4,183 百万円",,,,理事長 櫻井 平
2024-08-01,学校法人常福寺学園,公社・官公庁・学校・研究施設,求人なし,,茨城県土浦市下高津2-10-22,1983,,720 百万円,,,,理事長 妹川 真澄
2024-08-01,学校法人沼田学園,公社・官公庁・学校・研究施設,求人なし,,茨城県土浦市東崎町8-5,1977,,"5,445 百万円",,,,理事長 沼田 義雄
2024-08-01,学校法人平田学園,公社・官公庁・学校・研究施設,求人なし,,千葉県市川市菅野3-24-1,1946,,"9,508 百万円",,,,理事長 平田 史郎
2024-08-01,学校法人聖和学園,公社・官公庁・学校・研究施設,求人なし,,宮城県仙台市若林区木ノ下3-4-1,1936,,"10,949 百万円",,,,理事長 鈴木 繁雄
2024-08-01,学校法人晃陽学園,公社・官公庁・学校・研究施設,求人なし,,茨城県古河市東1-5-26,1993,,859 百万円,,,,理事長 齋藤 行信
2024-08-01,学校法人佐野日本大学学園,公社・官公庁・学校・研究施設,求人なし,,栃木県佐野市石塚町2555,1964,,"12,316 百万円",,,,理事長 長谷川 弘
2024-08-01,学校法人宮城明泉学園,公社・官公庁・学校・研究施設,求人なし,,宮城県仙台市泉区上谷刈4-1-1,1967,,"2,102 百万円",,,,理事長 武浪 勇
2024-08-01,学校法人専修大学,公社・官公庁・学校・研究施設,求人なし,,東京都千代田区神田神保町3-8-1,1920,,"116,592 百万円",,,,理事長 松木 健一
2024-08-01,学校法人中山学園,公社・官公庁・学校・研究施設,無,中山学園高等学校・ユニバーサルビューティーカレッジの運営 2023年12月doda掲載求人より引用,千葉県船橋市本町3-34-10,1988,,"2,168 百万円",,,,理事長 三雲 葉子
2024-08-01,学校法人清芳学園,公社・官公庁・学校・研究施設,求人なし,,栃木県小山市大字中久喜1221-1,1981,,517 百万円,,,,理事長 大山 芳江
2024-08-01,学校法人白鴎大学,公社・官公庁・学校・研究施設,求人なし,,栃木県小山市駅東通り2-3-5,1951,,"31,390 百万円",,,,理事長 上岡 條二
2024-08-01,公益財団法人船橋市福祉サービス公社,公社・官公庁・学校・研究施設,求人なし,,千葉県船橋市本町2-7-8船橋市福祉ビル 4Ｆ,1994,,,,,,代表理事 畔上 加代子
2024-08-01,学校法人松沢学園,公社・官公庁・学校・研究施設,求人なし,,千葉県船橋市高根台1-1-1,1971,,,,,,理事長 松澤 季子
2024-08-01,学校法人熊田学園,公社・官公庁・学校・研究施設,求人なし,,福島県須賀川市北山寺町32,1979,,201 百万円,,,,理事長 熊田 佳彦
2024-08-01,学校法人温習塾,公社・官公庁・学校・研究施設,求人なし,,茨城県つくば市島名151,1995,,"1,246 百万円",,,,理事長 石川 英昭
2024-08-01,学校法人君津学園,公社・官公庁・学校・研究施設,求人なし,,千葉県木更津市東太田3-4-1,1960,,"15,229 百万円",,,,理事長 真板 竜太郎
2024-08-01,学校法人東京聖徳学園,公社・官公庁・学校・研究施設,求人なし,,東京都港区三田3-4-28,1957,,"78,011 百万円",,,,理事長 川並 弘純
2024-08-01,学校法人自治医科大学,公社・官公庁・学校・研究施設,求人なし,,東京都千代田区平河町2-6-3都道府県会館 5Ｆ,1972,,"154,582 百万円",,,,理事長 大石 利雄
2024-08-01,日本私立大学協会,公社・官公庁・学校・研究施設,求人なし,,東京都千代田区九段北4-2-25私学会館別館 9Ｆ,1946,,350 百万円,,,,理事長 大沼 淳
2024-08-01,学校法人野田鎌田学園,公社・官公庁・学校・研究施設,求人なし,,千葉県野田市野田389-1,1976,,"2,216 百万円",,,,理事長 長森 修三
2024-08-01,株式会社広野町振興公社,公社・官公庁・学校・研究施設,求人なし,,福島県双葉郡広野町大字下北迫字大谷地原65-3,1995,,10 百万円,,,,代表取締役 中津弘文
2024-08-01,学校法人アトンメント会,公社・官公庁・学校・研究施設,求人なし,,神奈川県横浜市鶴見区東寺尾北台11-1,1953,,"3,723 百万円",,,,理事長 平松 達美
2024-08-01,学校法人聖路加国際大学,公社・官公庁・学校・研究施設,求人なし,,東京都中央区明石町10-1,1954,,"4,768 百万円",,,,理事長 佐々木 新一
2024-08-01,学校法人浅野工学園,公社・官公庁・学校・研究施設,求人なし,,神奈川県横浜市神奈川区子安台1-3-1,1976,,"4,817 百万円",,,,理事長 浅野 一
2024-08-01,公益財団法人新潟県下水道公社,公社・官公庁・学校・研究施設,求人なし,,新潟県新潟市東区下山3-680,1981,,,,,,代表理事 外川 忠利
2024-08-01,学校法人稲置学園,公社・官公庁・学校・研究施設,求人なし,,石川県金沢市御所町丑10-1,1963,,"19,522 百万円",,,,理事長 稲置 慎也
2024-08-01,学校法人金井学園,公社・官公庁・学校・研究施設,求人なし,,福井県福井市学園3-6-1学園,1959,,"33,907 百万円",,,,理事長 金井 兼
2024-08-01,学校法人横浜學院,公社・官公庁・学校・研究施設,求人なし,,神奈川県横浜市中区山手町203,1944,,"2,279 百万円",,,,理事長 金子 大
2024-08-01,学校法人フェリス女学院,公社・官公庁・学校・研究施設,求人なし,,神奈川県横浜市中区山手町178,1939,,"30,371 百万円",,,,理事長 亀德 忠正
2024-08-01,キッコーマンレストラン株式会社,公社・官公庁・学校・研究施設,求人なし,,東京都港区西新橋2-1-1,1974,,90 百万円,,,,代表取締役 根岸 康二
2024-08-01,学校法人聖書学園,公社・官公庁・学校・研究施設,求人なし,,千葉県八千代市村上709-1,1949,,"2,766 百万円",,,,理事長 大羽 聡
2024-08-01,学校法人敬和学園,公社・官公庁・学校・研究施設,求人なし,,新潟県新発田市富塚1270,1967,,"5,598 百万円",,,,理事長 榎本 榮次
2024-08-01,株式会社魚津清掃公社,公社・官公庁・学校・研究施設,求人なし,,富山県魚津市大光寺61-1,1969,,20 百万円,,,,代表取締役 廣瀬 和夫
2024-08-01,学校法人横浜英和学院,公社・官公庁・学校・研究施設,求人なし,,神奈川県横浜市南区蒔田町124,1939,,"5,553 百万円",,,,理事長 嶋田 順好
2024-08-01,学校法人加茂暁星学園,公社・官公庁・学校・研究施設,求人なし,,新潟県加茂市希望ケ丘2909-2,1951,,"5,062 百万円",,,,理事長 佐藤 邦義
2024-08-01,学校法人翔凜学園,公社・官公庁・学校・研究施設,求人なし,,千葉県君津市三直1348-1,1964,,"2,209 百万円",,,,理事長 井沢 隆
2024-08-01,学校法人徳心学園,公社・官公庁・学校・研究施設,求人なし,,神奈川県横浜市金沢区能見台通46-1,1942,,"7,597 百万円",,,,理事長 黒土 創
2024-08-01,株式会社菊名自動車学校,公社・官公庁・学校・研究施設,求人なし,,神奈川県横浜市港北区菊名7-6-27,1971,,10 百万円,,,,代表取締役社長 須賀 光夫
2024-08-01,学校法人武相学園,公社・官公庁・学校・研究施設,求人なし,,神奈川県横浜市港北区仲手原2-34-1武相学園内,1943,,"4,175 百万円",,,,理事長 伴 良二
2024-08-01,学校法人東京キリスト教学園,公社・官公庁・学校・研究施設,求人なし,,千葉県印西市内野3-301-5,1957,,"8,472 百万円",,,,理事長 廣瀬 薫
2024-08-01,学校法人正則学院,公社・官公庁・学校・研究施設,求人なし,,東京都港区芝公園3-1-36,1898,,"2,432 百万円",,,,理事長 岡村 一成
2024-08-01,学校法人中央技術学園,公社・官公庁・学校・研究施設,求人なし,,千葉県白井市根1920-7,1988,,488 百万円,,,,理事長 今井 亘
2024-08-01,株式会社月雪花,公社・官公庁・学校・研究施設,求人なし,,東京都港区六本木3-12-2,1987,,10 百万円,,,,代表取締役 山口 信吾
2024-08-01,株式会社愛知建設業会館,公社・官公庁・学校・研究施設,求人なし,,愛知県名古屋市中区栄3-28-21愛知建設業会館 1Ｆ,1954,,98 百万円,,,,代表取締役 渡邉 清
2024-08-01,学校法人東洋学園,公社・官公庁・学校・研究施設,求人なし,,愛知県名古屋市西区牛島町1-1,1975,,"8,647 百万円",,,,理事長 工藤 はるゑ
2024-08-01,宗教法人万松寺,公社・官公庁・学校・研究施設,求人なし,,愛知県名古屋市中区大須3-29-12,1953,,50 百万円,,,,代表役員 伊藤 元裕
2024-08-01,学校法人みえ大橋学園,公社・官公庁・学校・研究施設,求人なし,,三重県四日市市浜田町13-29,1952,,"1,594 百万円",,,,理事長 大橋 正行
2024-08-01,学校法人日吉学園,公社・官公庁・学校・研究施設,求人なし,,神奈川県横浜市港北区下田町2-10-72,1985,,90 百万円,,,,理事長 栗原 基
2024-08-01,学校法人桜花学園,公社・官公庁・学校・研究施設,求人なし,,愛知県名古屋市昭和区緑町1-22,1941,,"18,945 百万円",,,,理事長 大谷 恩
2024-08-01,学校法人原学園,公社・官公庁・学校・研究施設,求人なし,,東京都港区北青山3-5-17,1953,,724 百万円,,,,理事長 江口 崇裕
2024-08-01,学校法人普連土学園,公社・官公庁・学校・研究施設,求人なし,,東京都港区三田4-14-16,1899,,"6,322 百万円",,,,理事長 畠中 ルイザ
2024-08-01,学校法人梅村学園,公社・官公庁・学校・研究施設,求人なし,,愛知県名古屋市昭和区八事本町101-2,1948,,"81,309 百万円",,,,理事長 梅村 清英
2024-08-01,学校法人皇學館,公社・官公庁・学校・研究施設,求人なし,,三重県伊勢市神田久志本町1704,1962,,"15,890 百万円",,,,理事長 小串 和夫
2024-08-01,学校法人綾羽育英会,公社・官公庁・学校・研究施設,求人なし,,滋賀県草津市西渋川1-18-1,1965,,"5,057 百万円",,,,理事長 河本 英典
2024-08-01,学校法人越原学園,公社・官公庁・学校・研究施設,求人なし,,愛知県名古屋市瑞穂区汐路町3-40,1939,,"37,129 百万円",,,,理事長 越原 もゆる
2024-08-01,学校法人瀬木学園,公社・官公庁・学校・研究施設,求人なし,,愛知県名古屋市瑞穂区春敲町2-13,1939,,"14,456 百万円",,,,理事長 大塚 知津子
2024-08-01,松阪自動車有限会社,公社・官公庁・学校・研究施設,求人なし,,三重県松阪市松ヶ島町12,1963,,7 百万円,,,,代表取締役 堀江 啓子
2024-08-01,学校法人白峰学園,公社・官公庁・学校・研究施設,求人なし,,神奈川県横浜市港南区港南台4-4-5横浜女子短期大学内,1966,,"5,465 百万円",,,,理事長 平野 成輔
2024-08-01,株式会社京急自動車学校,公社・官公庁・学校・研究施設,求人なし,,神奈川県横浜市港南区港南2-13-12,1959,,60 百万円,,,,代表取締役 久保 由樹
2024-08-01,学校法人鈴鹿医療科学大学,公社・官公庁・学校・研究施設,求人なし,,三重県鈴鹿市岸岡町1001-1,1991,,"16,974 百万円",,,,理事長 髙木 純一
2024-08-01,株式会社鶴清,公社・官公庁・学校・研究施設,求人なし,,京都府京都市下京区木屋町通五条上る下材木町451,1951,,10 百万円,,,,代表取締役 田中 信行
2024-08-01,株式会社木乃婦,公社・官公庁・学校・研究施設,求人なし,,京都府京都市下京区新町通仏光寺下る岩戸山町416,1983,,13 百万円,,,,代表取締役 髙橋 拓児
2024-08-01,学校法人森村学園,公社・官公庁・学校・研究施設,求人なし,,神奈川県横浜市緑区長津田町2695,1941,,"7,200 百万円",,,,理事長 松本 茂
2024-08-01,学校法人長津田学園,公社・官公庁・学校・研究施設,求人なし,,神奈川県横浜市緑区長津田7-4-11,1981,,"1,279 百万円",,,,理事長 森 慎互
2024-08-01,学校法人大谷学園,公社・官公庁・学校・研究施設,求人なし,,神奈川県横浜市瀬谷区阿久和南1-3-1,1951,,"9,716 百万円",,,,理事長 大谷 高
2024-08-01,学校法人頌栄保育学院,公社・官公庁・学校・研究施設,求人なし,,兵庫県神戸市東灘区御影山手1-18-1,1942,,"2,907 百万円",,,,理事長 菅根 信彦
2024-08-01,学校法人神戸薬科大学,公社・官公庁・学校・研究施設,求人なし,,兵庫県神戸市東灘区本山北町4-19-1,1932,,"23,466 百万円",,,,理事長 宮田 興子
2024-08-01,学校法人親和学園,公社・官公庁・学校・研究施設,求人なし,,兵庫県神戸市灘区土山町6-1,1910,,"15,844 百万円",,,,理事長 山根 耕平
2024-08-01,学校法人日生学園,公社・官公庁・学校・研究施設,求人なし,,三重県津市白山町八対野2739,1965,,"6,406 百万円",,,,理事長 青田 進
2024-08-01,学校法人下飯田学園,公社・官公庁・学校・研究施設,求人なし,,神奈川県横浜市泉区下飯田町892,1983,,219 百万円,,,,理事長 鈴野 茂男
2024-08-01,社会福祉法人清翠会,公社・官公庁・学校・研究施設,求人なし,,三重県松阪市嬉野中川町1881,1981,,970 百万円,,,,理事長 辻 利文
2024-08-01,学校法人高羽幼稚園,公社・官公庁・学校・研究施設,無,,兵庫県神戸市灘区八幡町1-8-19,1973,,"1,309 百万円",,,,理事長 田川 智
2024-08-01,学校法人前田学園,公社・官公庁・学校・研究施設,求人なし,,神奈川県横浜市青葉区鉄町2345,1979,,"1,789 百万円",,,,理事長 前田 尚江
2024-08-01,学校法人竹内学園,公社・官公庁・学校・研究施設,求人なし,,愛知県名古屋市南区呼続2-20-11,1985,,492 百万円,,,,理事長 竹内 正雄
2024-08-01,株式会社デルタ自動車教習所,公社・官公庁・学校・研究施設,求人なし,,京都府京都市右京区西院安塚町6,1960,,70 百万円,,,,代表取締役 臼井 庸浩
2024-08-01,学校法人四恩学園,公社・官公庁・学校・研究施設,求人なし,,神奈川県横浜市青葉区鴨志田町1264,1983,,572 百万円,,,,理事長 瀬野 由貴江
2024-08-01,学校法人白井学院,公社・官公庁・学校・研究施設,求人なし,,神奈川県横浜市青葉区大場町231,1972,,,,,,理事長 白井 雅人
2024-08-01,学校法人東洋英和女学院,公社・官公庁・学校・研究施設,求人なし,,東京都港区六本木5-14-40,1934,,"36,004 百万円",,,,理事長 増渕 稔
2024-08-01,学校法人荻須学園,公社・官公庁・学校・研究施設,求人なし,,愛知県名古屋市守山区白山1-807,1967,,"1,468 百万円",,,,理事長 齊藤 公彦
2024-08-01,株式会社愛研,公社・官公庁・学校・研究施設,求人なし,,愛知県名古屋市守山区天子田2-710,1971,,29 百万円,,,,代表取締役 角 信彦
2024-08-01,学校法人金城学院,公社・官公庁・学校・研究施設,求人なし,,愛知県名古屋市守山区大森2-1723,1927,,"42,189 百万円",,,,理事長 戸苅 創
2024-08-01,学校法人白藤学園,公社・官公庁・学校・研究施設,求人なし,,奈良県奈良市三条宮前町3-6,1951,,"2,240 百万円",,,,理事長 中室 雄俊
2024-08-01,学校法人青丹学園,公社・官公庁・学校・研究施設,求人なし,,奈良県奈良市右京1-1-5,1998,,802 百万円,,,,理事長 岡田 憲太郎
2024-08-01,株式会社ユウ,公社・官公庁・学校・研究施設,求人なし,,京都府京都市右京区西京極南大入町86-2（株）ユウ,1998,,10 百万円,,,,代表取締役 森田 豊
2024-08-01,学校法人武井育英会,公社・官公庁・学校・研究施設,求人なし,,兵庫県神戸市長田区長尾町2-1-15,1943,,"4,168 百万円",,,,理事長 武井 宏之
2024-08-01,有限会社東海自動車学校,公社・官公庁・学校・研究施設,求人なし,,愛知県名古屋市緑区鳴海町字上汐田211,1970,,8 百万円,,,,代表取締役 小久保 賢二
2024-08-01,学校法人奈良学園,公社・官公庁・学校・研究施設,求人なし,,奈良県奈良市中登美ヶ丘3-15-1,1961,,"69,955 百万円",,,,理事長 伊瀨 敏史
2024-08-01,学校法人名古屋東学院,公社・官公庁・学校・研究施設,無,,愛知県名古屋市名東区亀の井2-210,1967,,,,,,理事長 八幡 繁和
2024-08-01,株式会社ヴィアン,公社・官公庁・学校・研究施設,無,,東京都港区芝浦2-14-4オアーゼネクサス芝浦 3Ｆ,1979,,100 百万円,,,,代表取締役 黒宮 宏之
2024-08-01,学校法人神港学園,公社・官公庁・学校・研究施設,求人なし,,兵庫県神戸市中央区山本通4-19-20,1927,,"1,833 百万円",,,,理事長 植村 武雄
2024-08-01,学校法人目白学園,公社・官公庁・学校・研究施設,求人なし,,東京都新宿区中落合4-31-1,1929,,"43,664 百万円",,,,理事長 尾﨑 春樹
2024-08-01,学校法人大阪明星学園,公社・官公庁・学校・研究施設,求人なし,,大阪府大阪市天王寺区餌差町5-44,1945,,"4,743 百万円",,,,理事長 馬込 新吉
2024-08-01,学校法人保隣教育財団,公社・官公庁・学校・研究施設,求人なし,,東京都新宿区大久保3-6-2保善高等学校,1936,,"2,812 百万円",,,,理事長 笹本 晃
2024-08-01,公益財団法人周南市スポーツ協会,公社・官公庁・学校・研究施設,求人なし,,山口県周南市大字徳山10427ゼオンアリーナ周南,1978,,,,,,代表理事 黒神 直大
2024-08-01,学校法人敬心学園,公社・官公庁・学校・研究施設,求人なし,,東京都新宿区高田馬場2-16-6宇田川ビル 6Ｆ,1986,,,,,,理事長 小林 光俊
2024-08-01,学校法人明珠学園,公社・官公庁・学校・研究施設,求人なし,,京都府宇治市莵道大垣内33-10,1984,,"1,503 百万円",,,,理事長 堤 清彰
2024-08-01,学校法人和田実学園,公社・官公庁・学校・研究施設,求人なし,,東京都豊島区目白2-38-4,1951,,"1,289 百万円",,,,理事長 北原 隆史
2024-08-01,株式会社松吟,公社・官公庁・学校・研究施設,求人なし,,京都府宮津市字文珠470-1,1953,,10 百万円,,,,代表取締役 織田 宗洋
2024-08-01,株式会社玉川楼,公社・官公庁・学校・研究施設,求人なし,,京都府亀岡市安町90,1967,,10 百万円,,,,代表取締役 奥村 邦夫
2024-08-01,学校法人西大和学園,公社・官公庁・学校・研究施設,求人なし,,奈良県北葛城郡河合町大字薬井295,1986,,"18,530 百万円",,,,理事長 田野瀬 太樹
2024-08-01,学校法人キルビー学院,公社・官公庁・学校・研究施設,求人なし,,東京都新宿区西新宿1-21-1明宝ビル 5Ｆ,1952,,868 百万円,,,,理事長 田中 隆三
2024-08-01,学校法人賢明女子学院,公社・官公庁・学校・研究施設,求人なし,,兵庫県姫路市本町68,1951,,"4,525 百万円",,,,理事長 山本 千惠
2024-08-01,学校法人藤田学園,公社・官公庁・学校・研究施設,求人なし,,神奈川県川崎市宮前区潮見台6-1,1979,,"1,268 百万円",,,,理事長 藤田 聡
2024-08-01,学校法人四国大学,公社・官公庁・学校・研究施設,求人なし,,徳島県徳島市応神町古川字戎子野123-1,1949,,"27,901 百万円",,,,理事長 佐藤 一郎
2024-08-01,学校法人修成学園,公社・官公庁・学校・研究施設,求人なし,,大阪府大阪市西淀川区大和田5-19-30,1967,,"1,098 百万円",,,,理事長 山下 裕貴
2024-08-01,学校法人四国高松学園,公社・官公庁・学校・研究施設,求人なし,,香川県高松市春日町960,1968,,"5,821 百万円",,,,理事長 佃 昌道
2024-08-01,学校法人東成学園,公社・官公庁・学校・研究施設,求人なし,,神奈川県川崎市麻生区万福寺1-16-6,1958,,"16,381 百万円",,,,理事長 下八川 共祐
2024-08-01,学校法人中込学園,公社・官公庁・学校・研究施設,求人なし,,東京都新宿区富久町2-6東洋美術学校,1975,,"2,922 百万円",,,,理事長 中込 三郎
2024-08-01,学校法人大阪学園,公社・官公庁・学校・研究施設,求人なし,,大阪府大阪市東淀川区相川2-18-51,1944,,"1,424 百万円",,,,理事長 深川 博之
2024-08-01,学校法人湘南学院,公社・官公庁・学校・研究施設,求人なし,,神奈川県横須賀市佐原2-2-20,1941,,"2,314 百万円",,,,理事長 藤井 長生
2024-08-01,学校法人南京都学園,公社・官公庁・学校・研究施設,求人なし,,京都府相楽郡精華町大字下狛小字中垣内48,1975,,"6,692 百万円",,,,理事長 本部 広樹
2024-08-01,学校法人東京富士大学,公社・官公庁・学校・研究施設,求人なし,,東京都新宿区下落合1-7-7,1947,,"14,005 百万円",,,,理事長 二上 映子
2024-08-01,学校法人白萩学園,公社・官公庁・学校・研究施設,求人なし,,東京都新宿区百人町1-5-6,1953,,115 百万円,,,,理事長 豊原 明
2024-08-01,学校法人二本松学院,公社・官公庁・学校・研究施設,求人なし,,京都府南丹市園部町小山東町二本松1-17,1990,,"13,252 百万円",,,,理事長 新谷 秀一
2024-08-01,株式会社久里浜中央会館,公社・官公庁・学校・研究施設,求人なし,,神奈川県横須賀市久里浜5-13-1イオン横須賀久里浜ショッピングセンター 5Ｆ,1946,,81 百万円,,,,代表取締役 鈴木 康仁
2024-08-01,学校法人創都学園,公社・官公庁・学校・研究施設,求人なし,,東京都新宿区下落合1-1-8,1984,,,,,,理事長 鈴木 雅文
2024-08-01,関矢産業株式会社,公社・官公庁・学校・研究施設,求人なし,,神奈川県横須賀市舟倉1-16-1,1948,,11 百万円,,,,代表取締役 関矢 和吉
2024-08-01,学校法人海城学園,公社・官公庁・学校・研究施設,無,情報が古い可能性があります。最新の情報を確認する場合はHP等をご覧ください。 ■海城中学校■海城高等学校（普通科） 2022年3月doda掲載求人より引用,東京都新宿区大久保3-6-1,1906,,"6,802 百万円",,,,理事長 古賀 喜博
2024-08-01,学校法人早稲田大学,公社・官公庁・学校・研究施設,無,中・高等教育研究機関 2024年5月doda掲載求人より引用,東京都新宿区戸塚町1-104,1908,,"275,705 百万円",,,,理事長 田中 愛治
2024-08-01,株式会社環境指標生物,公社・官公庁・学校・研究施設,求人なし,,東京都新宿区岩戸町18日交神楽坂ビル,1988,,40 百万円,,,,代表取締役 梶 並圭子（高木圭子）
2024-08-01,学校法人樹弘学園,公社・官公庁・学校・研究施設,求人なし,,兵庫県尼崎市下坂部2-8-23,1983,,519 百万円,,,,理事長 二渡 清
2024-08-01,学校法人花岡学園,公社・官公庁・学校・研究施設,求人なし,,香川県坂出市駒止町2-1-3,1945,,"2,483 百万円",,,,理事長 花岡 通子
2024-08-01,学校法人濱名山手学院,公社・官公庁・学校・研究施設,求人なし,,兵庫県尼崎市潮江1-3-23,1955,,"13,540 百万円",,,,理事長 濱名 篤
