更新日,名称,業界(小分類),求人有無,事業内容,所在地,設立,上場市場名,従業員数,資本金,平均年齢,企業URL,代表者
2024-08-01,ボーソー油脂株式会社,食品・飲料メーカー（原料含む）,2,１. 油脂の製造、加工、販売２. 飼料、その他の副産物の製造、販売３. 油脂の製造加工用機械器具の設計、製造、販売ならびに輸出４. せっけん、化粧品の製造、販売５. 栄養補助食品、その他の製造、加工、販売,本社/船橋工場：千葉県船橋市日の出二丁目17-1千葉工場：千葉県千葉市稲毛区六方町231,1947,,133,1億円,,https://www.boso.co.jp/,代表取締役社長 金子 俊之
2024-06-01,株式会社フォーシーズHD,食品・飲料メーカー（原料含む）,1,■通販事業■卸売事業■リテール事業■衛生コンサルティング事業,福岡県福岡市中央区薬院1-1-1,2003,スタンダード市場,173,"1,122百万円",41.5,https://www.4cs-holdings.co.jp/,
2024-08-01,日東精工アナリテック株式会社,石油化学メーカー,4,■事業内容：分析・計測機器等の開発・製造・販売・メンテナンス,神奈川県大和市中央林間7-10-1三機大和ビル,1979,,121,335百万円,44.0,https://www.n-analytech.co.jp/,
2024-07-01,大陽日酸東関東株式会社,機能性化学（無機・ガラス・カーボン・セラミック・セメント・窯業）メーカー,1,■事業内容：・産業ガス…産業ガスには、空気から分離する酸素、窒素、アルゴン、希ガスに加え、炭酸ガス、メタン、プロパン、ブタン、ヘリウム、水素などがあります。化合物や混合物としてのガスも含め、さまざまな用途に利用されています。・溶接材料機器…高品質で高能率な溶接を可能にする溶接機をはじめ、アルゴンガスをベースとして溶接欠陥の少ない高品質溶接を実現する溶接用各種混合ガス、切断速度の向上につながる切断用燃料ガスなど、用途に合わせて最適なガスが利用されています。,茨城県日立市国分町3-1-17,1956,,93,200百万円,,http://www.tnhk.co.jp/,
2024-08-01,東尾メック株式会社,住宅設備・建材メーカー,3,■事業内容：各種管継手製造販売■主要製品：・可鍛鋳鉄製管継手…白黒、管防継手・樹脂管（架橋ポリエチレン、ポリブテン、ポリプロピレン）用継手…ピカッポ、ピカッポE、Carrit・薄肉ステンレス鋼管用継手…アバカス、KKベスト・冷媒配管用継手…Rおっぞん、アルミおっぞん・追焚き配管用継手…ワンロック・多層樹脂管用継手…RTM、MECHFit、Toglit・住宅基礎杭用継手…パイルフィット、ANP継手,大阪府河内長野市菊水町8-22,1950,,157,441百万円,43.0,http://www.mech.co.jp/,
2024-08-01,エコシステム千葉株式会社,金属・製綱・鉱業・非鉄金属メーカー,7,■事業内容： （１）産業廃棄物、特別管理産業廃棄物の中間処理業。（２）フロン類破壊業。同社は、廃棄物の収集・運搬、中間処理、最終処分、リサイクル、土壌浄化およびコンサルティングなど、トータルで環境問題に向き合うDOWAエコシステムグループの中核企業です。クリーンで快適な環境を創ることを目指して、1973年に産業廃棄物の焼却による中間処理工場を設置。国内トップクラスの規模を誇っています。,千葉県袖ケ浦市長浦拓1-30-2,,,106,90百万円,,https://www.dowa-eco.co.jp/ECB/,
2024-06-01,株式会社北越ペーパーテック勝田,製紙・パルプメーカー,1,■事業内容： 当社の設立は1974年10月1日で、最初は新潟工場の北越紙精選（株）内に開設準備仮事務所が附設されていましたが、同年11月18日に当時の勝田工場内に事務所を開設し、開業準備に入りました。当時は人材確保や技術指導など苦労しながらも、1975年5月に勝田第1号機の稼働が始まり、最終工程の仕上部門を担当する協力会社として勝田紙精選（株）が誕生いたしました。2018年、株式会社北越ペーパーテック勝田へ社名を変更しています。現在は勝田1号機やキャストマシンでつくられた板紙とキャスト紙に断裁、選分、包装作業を行っています。,茨城県ひたちなか市大字高場字三軒新田1760-1北越コーポレーション(株)内,1975,,115,20百万円,,なし,
2024-06-01,パック・ミズタニ株式会社,製紙・パルプメーカー,1,■事業内容：（1）パッケージング事業（2）物流企画事業,大阪府大阪市西区立売堀4-8-10,1909,,126,48百万円,43.0,http://www.p-mizutani.com/,
2024-07-01,ジャパンキャステリング株式会社,金属・製綱・鉱業・非鉄金属メーカー,1,■事業内容：鋳鉄・鋳鋼品並びに各種鋳物の製造当社の特殊鋳鋼・鋳鉄品は過酷な条件のもとで、半永久的な使用に耐える並外れた強靭性と耐久性を追求してつくられています。この耐摩耗に優れた製品は、工業製品に欠く事のできない重要なパーツとして多方面で利用されています。,福岡県田川郡香春町香春812,2017,,96,100百万円,42.0,http://www.kurimoto.co.jp/japancastering/index.htm,
2024-06-01,北日本建材リース株式会社,住宅設備・建材メーカー,1,■事業内容： 建設用重仮設鋼材の賃貸・加工修理・設計・工事施工及び建設資材の販売■営業品目：鋼材販売・賃貸・加修・設計・工事施工・鋼矢板・軽量鋼矢板・Ｈ形鋼・軽量仮設・鋼製山留材・たて込み簡易土留・敷鉄板・覆工板・ライナープレート・コラムマット・ガードくん（A種・B種仮設ガードレール）・けたろう（仮橋）・組立水路・その他関連品・建設資材の製造・加工・修理並びに販売,新潟県新潟市北区太郎代1572-9市ケ谷ハイツ804,1973,,93,30百万円,,http://www.kkl.co.jp/,
2024-08-01,株式会社大里食肉センター,食品・飲料メーカー（原料含む）,1,■事業内容：食肉(豚)をメインとし、豚・牛・惣菜の加工、販売をおこなっている企業です。自社内にカット工場と加工場を設けており、スーパーなどの大型量販店をはじめ、各種飲食店や小売店など、あらゆる業態向けの商品提供をしております。衛生管理を徹底しており、食品安全を目的とした国際的なマネジメント規格である「ISO22000」の認証を取得しています。,三重県津市大里睦合町2353,2014,,93,,,http://www.oosato.co.jp/corporate/index.html,
2024-07-01,カラーリンク・ジャパン株式会社,機能性化学（無機・ガラス・カーボン・セラミック・セメント・窯業）メーカー,3,■事業内容： 位相差フィルター他精密光学部品の製造、販売,新潟県上越市南本町1-5-5,2000,,96,198百万円,42.5,https://www.colorlink.co.jp/,
2024-08-01,桐灰小林製薬株式会社,文房具・事務・オフィス用品メーカー,3,■事業内容：使い捨てカイロ、医療用カイロの製造。,兵庫県三田市テクノパーク18-9,2008,,120,50百万円,44.0,http://www.kiribaikobayashi.co.jp/,
2024-08-01,株式会社パックタケヤマ,製紙・パルプメーカー,4,■事業内容： 包装紙、角底袋、手提袋、平袋、紙器、ポリ袋、不織布の企画／製造販売,愛知県津島市蛭間町字桝田322-1,2009,,130,90百万円,41.0,http://www.p-takeyama.co.jp,
2024-08-01,東洋ガラス機械株式会社,機能性化学（無機・ガラス・カーボン・セラミック・セメント・窯業）メーカー,1,■事業内容： 1. ガラス容器(びん・食器)、プラスチック容器などの意匠設計、金型設計、金型製造販売。 2. びん、食器、プラスチック容器等製造用諸機械の設計、製造販売。3. ガラス容器(びん、食器)製造に関する技術指導4. 食器機械および一般産業機械の開発設計、製造販売および輸入販売,神奈川県横浜市鶴見区矢向1-1-70,1959,,98,100百万円,,https://www.tgm-co.com/,
2024-06-01,スリースター製菓株式会社,食品・飲料メーカー（原料含む）,1,■事業内容： クッキー、菓子類及びその他食品の製造及び販売,東京都小平市小川東町3-6-1,1974,,168,99百万円,,http://www.3starseika.co.jp/,
2024-07-01,ADEKAケミカルサプライ株式会社,総合化学メーカー,2,■事業内容：・化粧品、洗剤、半導体などの製造に使用される化学品（界面活性剤、潤滑油剤、半導体材料など）の仕入れ、販売・自動車（タイヤ）の製造、吊橋や戸建住宅などの建設に使用される化学品（潤滑剤、建材用添加剤、ハンドクリーナーなど）の開発研究、販売,東京都千代田区神田駿河台2-5-12NMF駿河台ビル5F,1947,,87,104百万円,44.1,https://adeka-acs.co.jp/,
2024-08-01,関東住設産業株式会社,住宅設備・建材メーカー,8,■事業内容： 当社は、システムキッチン・洗面化粧台等の住宅設備機器の専業メーカーとして、お客様に喜んでいただける製品づくりをベースに、さらに環境問題にも充分に配慮し、EIDAIグループの一員として皆様の豊かな暮らしづくりに貢献できる企業を目指しています。品質の高い製品を短納期でお客様へお届けできるよう、独自の方式で部材生産をおこなっております。,群馬県前橋市小坂子町923-2,2020,,102,20百万円,,https://www.kanto-js.co.jp/,
2024-07-01,オルディ株式会社,家具・インテリア・生活雑貨メーカー,3,■事業内容： ポリエチレン製品（ゴミ袋、レジ袋、規格袋、ショッピングバッグ、ポリエチレン製手袋）の製造及び販売事業・法人顧客に対して業務用のポリエチレン製品（主に袋）の販売及び販売管理・顧客からの商品要望に対して、自社ブランド製品、特注製品の販売及び商品開発。,大阪府大阪市中央区北久宝寺町3-5-12,1968,,93,95百万円,,https://ordiy.com/,
2024-08-01,ニットービバレッジ株式会社,食品・飲料メーカー（原料含む）,5,■清涼飲料水の製造《年間生産量》約1億本《認証取得》ISO9001：2015FSSC 22000有機JAS,富山県下新川郡朝日町平柳500番地（本社）〒100-0006東京都千代田区有楽町2丁目2-1 X-PRESS有楽町9階（東京事務所）,1997,,2024,8000万円（株式会社ライフドリンク カンパニー100%出資）,,https://nitto-beverage.com/,代表取締役社長 岡野 邦昭
2024-07-01,三和化成工業株式会社,石油化学メーカー,1,●エンジンオイルや加工油等の潤滑油製造及び販売業 各種高級潤滑油、特殊潤滑油の製造販売、石油製品の分析試験●倉庫事業(2022年7月開始),神奈川県横浜市金沢区鳥浜町12-9,1947,,96,"5,000万円",45.0,https://sanwakasei.co.jp/,代表取締役 向井 一馬
2024-06-01,正起金属加工株式会社,金属・製綱・鉱業・非鉄金属メーカー,3,大正3年に創業して以来、アルミニウム再生精練事業を拡大しております。 現在では、「製鋼用アルミ脱酸剤事業」と「使用済みアルミ缶再生（Ｃａｎ ｔｏ Ｃａn）事業」を 大きな事業の柱としており阪和興業グループ会社となっています。特に、製鋼用アルミ脱酸剤事業では日本製鉄株式会社に長年のお取引があります。 阪和興業株式会社は、アルミスクラップ原料の供給、使用済みアルミ缶リサイクル （Ｃａｎ ｔｏ Ｃａn）事業のパートナーであり、親会社です。,愛知県知多郡武豊町大字冨貴字中田1-20,1950,,70,20百万円,,https://www.seiki-japan.com/,
2024-07-01,フジミ工研株式会社,機能性化学（無機・ガラス・カーボン・セラミック・セメント・窯業）メーカー,2,■事業内容： 当社はコンクリート2次製品を製造・販売しています。コンクリート2次製品とは、主に、土木、建築工事に使用されるコンクリート資材のことで、用途に応じて様々な種類が存在します。・土木用RCセグメント・建築用ＰＣａ（プレキャストコンクリート）部材・土木用大型プレキャスト製品,埼玉県比企郡滑川町大字月輪1576-1,1969,,87,281百万円,50.0,https://www.f-koken.co.jp/,
2024-07-01,コーニングインターナショナル 株式会社,機能性化学（無機・ガラス・カーボン・セラミック・セメント・窯業）メーカー,2,■魅力：170年の歴史を持ち、特殊ガラスとセラミックの分野で世界をリードするコーニング社の環境・光通信・医薬・理化学などの産業分野の製品を輸入販売する会社として、1991年に設立した会社です。コーニング・グループはアメリカ・ニューヨーク州コーニング市を拠点に、世界各地に拠点を持ち、4万以上の社員が活躍するグローバル企業です。コーニングは、日本ではコーニングジャパン株式会社とコーニングインターナショナル株式会社の２つの事業会社を通じて活動を行っています。,東京都港区赤坂1-11-44赤坂インターシティ7階,1991,,,,,http://www.corning.com/,
2024-08-01,安藤パラケミー株式会社,石油化学メーカー,9,■事業内容：石油製品、石油化学製品、工業薬品、医薬品、化粧品および、それらの原料の輸出入、国内販売同社は化学品・石油系ワックスの専門商社で、石油製品・石油化学製品・工業薬品の販売を行っております。特にワックス取り扱いの大手商社として知られている同社は、石油系ワックスのシェアが国内1位となっております。また、製造・物流拠点が埼玉（行田事業所）にございます。ストックセールスというシステムを導入しており、数十種類の化学製品をストックとして倉庫で保管しているので、お客様が必要な時に製品を提供することができます。■本社以外の事業所：大阪支店/名古屋営業所/福岡営業所/行田事業所(埼玉),東京都中央区八丁堀3-25-7Daiwa八丁堀駅前ビル,1946,,89,431百万円,42.1,https://www.anp.co.jp/,
2024-07-01,日本肥糧株式会社,肥料メーカー,6,■事業内容： ・固形肥料、化成肥料、土壌改良資材、園芸用育苗培土、その他農業用資材等の製造・販売天然腐植入り肥料および有用微生物を活用した肥料・土壌改良資材、園芸用育苗培土を開発・製造・販売しています。天然腐植と有用微生物による土づくりを皆様に提案することで、長年の間、作物の安定生産、健康な土・作物づくりと環境保全型農業に貢献しています。・高品位尿素水（AdBlueR）事業ディーゼルエンジンの排気ガス規制が社会的問題となっており、その対策としてNOx浄化装置（＝尿素SCRシステム）が実用化され注目を集めています。,群馬県藤岡市岡之郷559-3,1949,,92,320百万円,,https://www.nihonhiryo.co.jp/,
2024-08-01,ＢＸ文化パネル株式会社,その他メーカー,1,■取扱商品： 可動間仕切各種（商品名：ＥＡ-Ｎ５０、スチールパーティション）トイレブース各種（商品名：ＰＣ) ドア各種（商品名：スチールドア・軽量ドア・ステンレス製品）■文化シヤッター株式会社100%子会社■事業内容◎パーティション、トイレブース、スチールドアの製造販売 ◎主要取扱商品／可動間仕切各種（商品名：EA-N50、スチールパーティション）、トイレブース各種（商品名：PC）、ドア各種（商品名：スチールドア・軽量ドア・ステンレス製品） ◎建設許可／国土交通大臣 許可（般-21）第23205号（内装仕上工事業・建具工事業）,大阪府吹田市南吹田5-16-8,1983,,92,20百万円,,http://bunkap.co.jp/jyouhou.html,
2024-05-01,サミット製油株式会社,食品・飲料メーカー（原料含む）,1,■事業内容：当社は、食用油から工業油、健康食品／化粧品原料向けまで、41種類の植物油を取り扱っています。・プレミアム食用油（サフラワー油、綿実油、菜種油等）の製造販売・健康油（亜麻仁油、エゴマ油、オリーブ油等）の製造販売・化粧品用油（アーモンド油、マカダミアナッツ油等）の製造販売,千葉県千葉市美浜区新港38,1968,,79,97百万円,41.4,https://www.summit-oilmill.com,
2024-08-01,株式会社ネツレン・ヒートトリート,金属・製綱・鉱業・非鉄金属メーカー,5,■事業内容： 金属製品熱処理加工の設計・開発及び製造を行っております。大手機械要素部品メーカーの全工場の熱処理加工ラインを独占し、高周波焼入の業界トップリーダーです。,東京都品川区東五反田2-17-1,1983,,127,80百万円,,https://www.k-neturen.co.jp/Default.aspx?TabId=82,
2024-05-01,合田産業株式会社,機能性化学（無機・ガラス・カーボン・セラミック・セメント・窯業）メーカー,3,■企業概要：合田グループの中核企業として、設立以来、建設資材の総合商社として着実の成長の道を歩んできました。広島県内での生コン販売量No.1の実績とM＆Aによる規模拡大で毎年売上・利益高を拡大していて、2012年には売上高100億円を突破しました。業界特性もあり高収益体制の企業です。,広島県広島市南区宇品神田1-2-15,1976,,80,30百万円,45.5,http://www.goda-sangyo.co.jp/,
2024-08-01,ガーデンベーカリー株式会社,食品・飲料メーカー（原料含む）,6,■事業内容コンビニエンスストア向け菓子パン等の製造販売■当社について：私たちガーデンベーカリー株式会社は、「セブン-イレブンのオリジナルパン」を生産して、お届けしている会社です。工場は24時間365日、常に生産しています。素材や製法にこだわり、手作り感のあるフレッシュなおいしさをお客様にお届けしています。,東京都昭島市美堀町4-13-35,1996,,550,100百万円,,http://www.gbinc.co.jp/,
2024-08-01,株式会社弘乳舎,食品・飲料メーカー（原料含む）,2,■事業概要： 乳製品等の製造販売、小麦粉調整品等の販売,熊本県熊本市北区高平3-43-2,1956,,111,100百万円,42.5,http://konyusha.co.jp/,
2024-08-01,レモジャパン株式会社,金属・製綱・鉱業・非鉄金属メーカー,3,■同社について：弊社は今年75周年目を迎える、1946年からスイスに本社拠点を置く世界シェアトップクラスのコネクタメーカーであるスイス『レモ社』の日本法人です。スイス100％出資の外資ではありますが、お客様にご満足いただけるサービスの提供を心がけております。当社のコネクタ販売はもとより、お客様の用途に合わせたカスタムコネクタ（開発・設計）、お客様の要望に合わせた特殊ケーブルと弊社コネクタのアセンブリ品を提供しています。,東京都港区三田2-7-22,1994,,66,50百万円,,https://www.lemo.co.jp/,
2024-06-01,中本アドバンストフィルム株式会社,機能性化学（有機・高分子）メーカー,3,■事業内容：・多層チューブフィルムの製造及び販売・単層チューブフィルムの製造及び販売・グラビア印刷ならびに製袋加工・その他合成樹脂製品の販売・多層チューブフィルムとは当社の主力製品であります、多層チューブフィルムとは、ナイロンやポリエチレンなど、複数の樹脂を組み合わせた、3～5層のチューブ状の複合フィルムです。多くの保存食品の包装材として、この複合フィルムが採用されています。また、食用品のみならず、電子部品、産業用等あらゆる分野で利用されており、無限の可能性を秘めたフィルムです。,愛知県愛知郡東郷町大字諸輪字北山158-89,1959,,97,100百万円,45.0,https://www.n-advf.com,
2024-08-01,双福鋼器　株式会社,金属・製綱・鉱業・非鉄金属メーカー,4,■事業内容：倉庫・事業所用各種保管棚（鋼製ラック）および物流倉庫向けパレットラック、移動ラック、高層ラック等の物流保管機器の製造・販売。また、ビル屋上などの設備床、立体駐車場床などの鋼製床板の製造・販売。,三重県伊賀市治田字鳥屋ヶ尾2506-23,1967,,97,84百万円,,http://soufuku.com/,
2024-08-01,ピーピージー・ジャパン株式会社,石油化学メーカー,4,"■PPGジャパンとは：PPGインダストリーズ（世界2位の塗料メーカー）の日本法人。全世界70カ国に拠点を構え、従業員は45,000人以上、本社はアメリカ合衆国ペンシルべニア州ピッツバーグに所在。ピーピージー・ジャパン株式会社航空機材料事業部はアメリカ・カリフォルニア州に本拠を置くPPG Aerospace の日本法人です。PPG Aerospaceは航空機用シーラント、塗料、パッケージ機器、航空機用ガラスの世界的メーカーで新規機体、メンテナンス用共に様々な製品を供給しております。",東京都品川区東品川2-3-14東京フロントテラス8F,1980,,85,355百万円,,"Failed to retrieve page, status code: 410",
2024-08-01,テラボウ株式会社,総合化学メーカー,1,■事業内容： ・合成樹脂製品・原料の製造販売・原料・商品の保管及び管理（営業部）・不動産賃貸（管理部）■特徴： 当社は明治45年創業の歴史と実績のある。合成樹脂の専業メーカーとして、『ユニチカ』グループの中では“樹脂加工基地”と位置づけられています。■組織風土： ・20代～30代の社員が多く、1人ひとりが明るく元気があることが特徴で、横の繋がりも強い為、風通しの良い環境です。,大阪府貝塚市津田南町28-55,1943,,91,90百万円,,http://www.terabo.co.jp/,
2024-07-01,クラスターテクノロジー株式会社,石油化学メーカー,5,■事業概要：プラスチック複合材料の開発と製造、その複合材料を使用した精密成形品及び組立品の製造を主たる事業とする樹脂メーカー。,大阪府東大阪市渋川町4-5-28,1991,グロース市場,72,"1,240百万円",44.2,http://www.cluster-tech.co.jp/,
2024-07-01,武内製薬株式会社,化粧品メーカー,2,化粧品、医薬部外品、医療機器、食品添加物の製造及び製造販売,東京都品川区西五反田1-18-9 五反田NTビル5F,2013,,86,1000万円,30.0,https://takeuchi-corp.jp/,代表取締役社長 小倉 由渡
2024-07-01,日本新聞インキ株式会社,機能性化学（有機・高分子）メーカー,1,■事業内容： 「ニッシン」の愛称で呼ばれる当社は、毎日、朝日、読売、中日、日経、西日本など全国の主要な新聞社４０数社を株主とし、新聞社の総意で設立された安定した基盤を持つ会社です。戦時中の創立から今日に至るまで、全国のほとんどの新聞社にインキを納入した実績を持ち、情報文化を支える役割を担い、新聞インキ業界をリードしております。,神奈川県川崎市川崎区大川町13-8,1944,,70,100百万円,,http://www.nissin-ink.co.jp,
2024-08-01,日仏貿易 株式会社,食品・飲料メーカー（原料含む）,4,◆事業内容～食料品等の輸入販売～高品質かつ斬新な食材及び飲料ブランドを、各メーカーと連携し、日本市場において拡大することを目指しています。主にフランスやイタリアの食料品を取り扱っており、単にお客様へ商品を送り届けるだけではなく、商品の持っている文化と伝統を伝えつづけていきたいと願っております。,東京都千代田区霞が関3-6-7霞が関プレイス,1954,,70,100百万円,40.0,http://www.nbkk.co.jp/,
2024-07-01,ビクトリノックス・ジャパン株式会社,家具・インテリア・生活雑貨メーカー,5,■事業内容：マルチツール（多機能アーミーナイフ）、キッチンナイフ＆キッチンツール、トラベルギア（バック、ビジネスギア）、ウォッチ、フレグランス等の製造および販売,東京都港区西麻布3-18-5,1993,,61,490百万円,,https://www.victorinox.com/,
2024-08-01,広島プラスチック株式会社,機能性化学（有機・高分子）メーカー,1,■事業内容： プラスチック製品製造業（住宅用部品、医療用容器、自動車用部品、その他工業用部品）■当社について：弊社は昭和43（1968）年広島県東広島市八本松町で産声をあげ、以来帝人グループの射出成形＆加工メーカーとして自動車関連、住設・インフラ関連、医療関連等、さまざまな分野のプラスチック製品を供給させていただいております。,広島県東広島市八本松町米満10118-1,1968,,109,30百万円,48.3,https://www.hiropla.co.jp/,
2024-06-01,株式会社イトーキ東光製作所,金属・製綱・鉱業・非鉄金属メーカー,2,■事業内容：（1）金属製品製造業（2）各種金属扉の製造、施工・修理、付帯工事■生産品目：金庫扉、貸金庫、耐火壁、原子力関係放射線遮蔽扉、気密扉、科学技術関係特殊扉、フリーアクセスフロア、移動壁,茨城県坂東市鵠戸423-1,1966,,65,70百万円,,なし,
2024-06-01,ジャパンローヤルゼリー株式会社,食品・飲料メーカー（原料含む）,1,■事業内容：1. 健康食品の製造及び販売2. 化粧品の製造及び販売3. 医薬部外品の製造及び販売,東京都新宿区西新宿1-25-1新宿センタービル36F,1969,,70,100百万円,,http://www.jrj.co.jp/,
2024-08-01,アルケマ株式会社,石油化学メーカー,2,■事業内容：基礎化学製品・ファインケミカルズ・エンジニアリングプラスチックス等の用途開発、技術サービス及び輸入販売業務,東京都千代田区内幸町2-2-2富国生命ビル15階,1974,,70,100百万円,,http://www.arkema.com/japan,
2024-06-01,ダッシングディバインターナショナル株式会社,化粧品メーカー,1,■ネイルサロン『DASHING DIVA』及びFC店の運営 ■美容系商品の開発・製造・販売■ネイル関連商品の輸入販売,東京都新宿区西新宿7-5-25 西新宿プライムスクエア3F,2006,,145,1000万円（ヒューマンホールディングス株式会社100%出資）,,https://www.dashingdiva.co.jp/,代表取締役 田口 謙一
2024-08-01,ホイバッハカラージャパン株式会社,石油化学メーカー,1,【事業内容】下記物品の輸出入および製造ならびにこれらに関する代理業および仲立業工業薬品および試薬、中間物、農薬、化学肥料、飼料、飼料添加物、食品、食品添加物、飲料、飲料用甘味料、香辛料、香料、色素、染料、浸透使用染料、および顔料、界面活性剤、繊維助剤およびその製品ならびにセルロース製品、ワックス、印刷・複写用機器およびその資材、情報処理機器およびその資材、医薬品、医薬品原料、医薬部外品、化粧品、電子精密機器、分析・試験機器および器具、珪素樹脂、金属珪素およびその一次製品等,東京都文京区本駒込2-28-8文京グリーンコートセンターオフィス9F,2016,,65,,,https://heubach.com/jp/,
2024-08-01,三菱商事アグリサービス株式会社,飼料・肥料・農薬 （商社）,求人なし,,東京都千代田区麹町1-10麹町広洋ビル 1Ｆ,1989,,64,300 百万円,,"Failed to retrieve page, status code: 410",代表取締役 菅生 健史
2024-08-01,豊通ファシリティーズ株式会社,家具・インテリア・生活雑貨メーカー,13,■事業概要：大手総合商社「豊田通商株式会社」100％出資のグループ会社。オフィスの内外装やハウスメーカー向け鋼材供給事業を中心とする「オフィス住環境事業」を展開しています。,愛知県名古屋市中村区名駅4-9-8センチュリー豊田ビル,1966,,86,310百万円,,https://www.toyotsu-facilities.com/,
2024-08-01,株式会社渡辺製麺,食品・飲料メーカー（原料含む）,2,■事業内容：信州そばその他麺類・そばつゆ・おみやげ用食品などの製造、通信販売、直営店の経営など食料品に関する事業を幅広く展開しています。,長野県茅野市北山4724,1964,,134,85百万円,37.5,"Failed to retrieve page, status code: 410",
2024-08-01,ランクセス株式会社,石油化学メーカー,求人なし,,東京都千代田区丸の内1-6-5丸の内北口ビル 23Ｆ,2003,,62,400 百万円,,"Failed to retrieve page, status code: 410",代表取締役 ジャック・ペレズ
2024-08-01,株式会社せんにち,食品・飲料メーカー（原料含む）,3,■概要：「せんにちの厚焼」など玉子を使ったさまざまな商品が人気の同社は、元々は老舗食品メーカーとして1948年の創設より60年以上もの歴史があります。2013年5月から株式会社ホウスイの子会社となり新たな体制でスタートしました。■事業内容： せんにちは魚肉練り製品（厚焼、おぼろ等）、惣菜（玉子加工、錦糸等）、冷凍食品の製造販売。寿司具材全般の販売。(※)農林水産大臣賞(第31回食品産業優良企業等表彰事業)／ 水産省長官賞(第60回、第61回全国蒲鉾品評会),大阪府吹田市東御旅町4-26,2013,,220,90百万円,,http://sennichi.jp/,
2024-08-01,ＤＡＩＺ株式会社,食品・飲料メーカー（原料含む）,3,■事業内容： ・植物性代替肉の開発、製造、販売・大規模天然化合物ライブラリーの構築による創薬候補化合物の探索,熊本県熊本市南熊本5-1-1テルウェル熊本ビル 7F,2015,,58,100百万円,42.9,https://www.daiz.inc/,
2024-08-01,ショーボンドマテリアル株式会社,機能性化学（無機・ガラス・カーボン・セラミック・セメント・窯業）メーカー,1,■事業内容：・合成樹脂の製造、販売・土木建築用工事材料の販売・管継手器具の製造、販売,埼玉県川越市芳野台2-8-10,1975,,59,230百万円,,"Failed to retrieve page, status code: 410",
2024-06-01,株式会社ミライ化成,試薬メーカー・受託合成・受託分析,2,■事業内容・化学工業薬品販売・食品原料および添加物販売・倉庫業・酒類販売・医薬品および高度管理医療機器の販売・建設業・機械装置販売・一般貨物運送業・水処理装置および薬品販売■特徴薬品食品医薬品の販売を通じて社会貢献度の高い事業を展開しています。また、安定した事業基盤をより強固にするため、新たな事業展開にも意欲的に取り組んでおります。地域密着型のきめ細かな対応と事業基盤の安定性を評価いただき、長年お取引いただいている企業様が多くございます。,長野県千曲市雨宮2473,1998,,58,20百万円,43.9,https://www.miraikasei.com/index.html,
2024-07-01,第一織物株式会社,ファッション・アパレル・アクセサリーメーカー,1,■事業内容： 合繊高密度織物（テキスタイル）の企画・製造・販売 自社製織工場にて生産ファッション衣料用途、スポーツ衣料用途、一部スポーツ資材用途向けテキスタイル アパレル製品のODM事業,福井県坂井市丸岡町四郎丸4-100,1948,,56,20百万円,44.0,https://www.dicros.co.jp/,
2024-08-01,グランソールベーカリー株式会社,食品・飲料メーカー（原料含む）,1,セブン-イレブン向け冷凍パン生地の製造及び販売,茨城県神栖市東深芝14-7,2015,,241,1億円,,https://gs-b.co.jp/,代表取締役社長 国領 順二
2024-07-01,株式会社一光園,食品・飲料メーカー（原料含む）,4,■事業内容：魚介類等水産物の加工販売およびお茶、調味料等食品の販売■事業の特徴：寿司店の使用するお茶の販売を主たる業務として発足した企業です。現在では水産物の自社加工工場も持ち、独自の加工技術と徹底した衛生管理で生産された安全・安心な「寿司ネタ」が主な取り扱い製品となっています。また2006年5月に稲畑産業株式会社の100％出資子会社になってからはオリジナルの美味しい「寿司ネタ」を世界各地で作っています。日本人がこよなく愛する「寿司」は、今日では世界中の都市で和食の人気メニューとして、好まれるようになりました。,大阪府堺市堺区石津町3-7-15,1981,,120,70百万円,39.0,https://www.ikkoen.com/,
2024-07-01,株式会社アルマード,化粧品メーカー,4,■事業の特徴・東京大学との産学連携による卵殻膜研究を反映した、健康食品・化粧品を販売しています。・長年愛用して下さるお客様が多い商品を取り揃えており、商品力が強みです。・お客様に高く評価いただける商品提供に加え、定期購入型のビジネスモデルを採用しているため、継続的に購入いただくことで安定成長する収益モデルを実現しています。,東京都中央区京橋3-6-18東京建物京橋ビル8F,2000,スタンダード市場,60,110百万円,43.0,https://www.almado.co.jp/,
2024-08-01,マイクロ波化学株式会社,総合化学メーカー,8,■事業内容：（1）マイクロ波化学プロセスの研究開発及びエンジニアリング（2）マイクロ波化学プロセスを活用した製品製造における合弁事業、ライセンス事業（3）マイクロ波化学プロセスを活用した製品の製造・販売,大阪府大阪市住之江区平林南1-6-1,2007,グロース市場,59,"2,801百万円",41.4,http://www.mwcc.jp/,
2024-07-01,神東アクサルタコーティングシステムズ株式会社,機能性化学（有機・高分子）メーカー,2,■事業内容： ＜事業概要＞自動車用塗料の製造販売、技術サービスおよび技術開発＜事業詳細＞グローバルに展開する、自動車用塗料のプロフェッショナル神東アクサルタ コーティング システムズ（株）は、環境配慮型塗料の製造販売で業界トップクラスの実績を有する神東塗料（株）と、新車用塗料の製造、販売で世界をリードするアクサルタ社との合弁会社です。両社の技術的強みを結合し、車体を保護し美しくするために必要な電着塗料や防錆塗料を開発、製造し、グローバルに展開する日系自動車メーカーに提供しています。,東京都江東区東陽3-23-22,1997,,46,450百万円,50.0,https://www.shintoacs.com/index.html,
