更新日,名称,業界(小分類),求人有無,所在地,設立,代表者,資本金,平均年齢,従業員数,企業URL,上場市場名,事業内容
2024-08-01,一般財団法人中部微生物研究所,試薬メーカー・受託合成・受託分析,求人なし,愛知県豊川市御津町赤根下川48,1965,代表理事 小田桐 久代,,,,,,
2024-08-01,株式会社ジャスティ,その他メーカー,求人なし,東京都江東区三好2-4-3,1994,代表取締役 小澤 芳裕,20 百万円,,,,,
2024-08-01,株式会社砂川商店,金属・製綱・鉱業・非鉄金属メーカー,求人なし,大阪府大阪市北区天満2-5-5,1969,代表取締役 砂川 孝,10 百万円,,,,,
2024-08-01,株式会社多田紙工,製紙・パルプメーカー,求人なし,埼玉県さいたま市南区松本1-16-1,1971,代表取締役 多田 信,40 百万円,,,,,
2024-08-01,株式会社ナイキジャパン,ファッション・アパレル・アクセサリーメーカー,無,東京都港区赤坂9-7-1ミッドタウン・タワー 10Ｆ,1981,代表取締役 佐野 昌也,300 百万円,,,,,
2024-08-01,関東ナイロン株式会社,ファッション・アパレル・アクセサリーメーカー,求人なし,東京都豊島区南池袋1-21-10藤久ビル東1号館,1966,代表取締役 玉川 永一,100 百万円,,,,,
2024-08-01,株式会社東亜理科,その他メーカー,求人なし,東京都千代田区神田松永町17,1972,代表取締役 松田 英樹,10 百万円,,,,,
2024-08-01,エーシーエム栃木株式会社,石油化学メーカー,求人なし,栃木県さくら市押上353-1,1992,代表取締役 村田 雄郎,30 百万円,,,,,
2024-08-01,野村釀造株式会社,食品・飲料メーカー（原料含む）,求人なし,茨城県常総市本石下2052,1954,代表取締役 野村 一夫,10 百万円,,,,,
2024-08-01,株式会社デント化学工業所,金属・製綱・鉱業・非鉄金属メーカー,求人なし,大阪府大東市新田旭町6-4,1968,代表取締役 宗行 勲,20 百万円,,,,,
2024-08-01,株式会社アイ．エス．テイ,その他メーカー,求人なし,滋賀県大津市一里山5-13-13,1983,代表取締役 阪根 利子,80 百万円,,,,,
2024-08-01,三井化学サンアロイ株式会社,機能性化学（有機・高分子）メーカー,求人なし,千葉県袖ケ浦市長浦580-271,1993,代表取締役社長 坪原 健太,100 百万円,,,,,
2024-08-01,株式会社カナエ産業,トイレタリーメーカー,求人なし,埼玉県三郷市新和4-514,1972,代表取締役 石谷 文昭,20 百万円,,,,,
2024-08-01,新生酪農株式会社,食品・飲料メーカー（原料含む）,求人なし,千葉県長生郡睦沢町上市場2301,1996,代表取締役 加藤 貴弘,90 百万円,,,,,
2024-08-01,アイティーエル株式会社,その他メーカー,求人なし,東京都台東区元浅草4-4-5,1996,代表取締役 有本 雄観,20 百万円,,,,,
2024-08-01,株式会社加藤忠,その他メーカー,求人なし,大阪府大阪市西区新町3-3-11,1962,代表取締役 田中 宏,20 百万円,,,,,
2024-08-01,株式会社竹屋,食品・飲料メーカー（原料含む）,求人なし,三重県四日市市桜町963-1,1950,代表取締役 竹尾 純一,98 百万円,,,,,
2024-08-01,株式会社カネヨシフーズ,食品・飲料メーカー（原料含む）,求人なし,北海道札幌市東区北二十一条東14-3-7,1995,代表取締役 金持 良男,17 百万円,,,,,
2024-08-01,株式会社中川製作所,金属・製綱・鉱業・非鉄金属メーカー,求人なし,神奈川県大和市下鶴間2768-30,1979,代表取締役 茶圓 浩,40 百万円,,,,,
2024-08-01,一般財団法人神戸農政公社,食品・飲料メーカー（原料含む）,求人なし,兵庫県神戸市西区押部谷町高和1557-1,1979,理事長 清家 久樹,,,,,,
2024-08-01,パタゴニア・インターナショナル・インク,繊維メーカー,求人なし,神奈川県横浜市戸塚区川上町91-1ＢＥＬＩＳＴＡタワー東戸塚 5Ｆ,,代表者 マーティン・ポンフレー,,,,,,
2024-08-01,ビタクラフトジャパン株式会社,文房具・事務・オフィス用品メーカー,求人なし,兵庫県神戸市中央区播磨町49神戸旧居留地平和ビル 3Ｆ,1976,代表取締役 井村 守,60 百万円,,,,,
2024-08-01,株式会社ビスキャス,金属・製綱・鉱業・非鉄金属メーカー,求人なし,東京都大田区羽田空港1-8-8第三綜合ビル,2001,代表取締役 佐久間 進,10 百万円,,,,,
2024-08-01,ハイトカルチャ株式会社,機能性化学（無機・ガラス・カーボン・セラミック・セメント・窯業）メーカー,求人なし,大阪府大阪市城東区関目5-11-9,1987,代表取締役 髙島 直道,309 百万円,,,,,
2024-08-01,株式会社田丸屋本店,食品・飲料メーカー（原料含む）,求人なし,静岡県静岡市葵区紺屋町6-7,1950,代表取締役 望月 啓行,99 百万円,,,,,
2024-08-01,株式会社エフベーカリーコーポレーション,食品・飲料メーカー（原料含む）,無,大阪府大阪市西淀川区中島2-4-16,2000,代表取締役 中島 好夫,300 百万円,,,,,パン菓子製造業 2024年1月doda掲載求人より引用
2024-08-01,日本アイ・エス・ケイ株式会社,その他メーカー,求人なし,茨城県つくば市寺具1395-1,1948,代表取締役社長 曽根 栄二,"1,090 百万円",,,,スタンダード,
2024-08-01,株式会社東洋工芸,家具・インテリア・生活雑貨メーカー,求人なし,東京都荒川区西日暮里5-14-3サンキエームビル 8Ｆ,1958,代表取締役 佐藤 利幸,93 百万円,,,,,
2024-08-01,信越電線株式会社,金属・製綱・鉱業・非鉄金属メーカー,求人なし,長野県上田市真田町長5674,1936,代表取締役 笠原 康平,60 百万円,,,,,
2024-08-01,アキモクボード株式会社,その他メーカー,求人なし,秋田県能代市鰄渕字亥ノ台2-6,1987,代表取締役 山田 高純,20 百万円,,,,,
2024-08-01,サッポロホールディングス株式会社,食品・飲料メーカー（原料含む）,求人なし,東京都渋谷区恵比寿4-20-1恵比寿ガーデンプレイス,1949,代表取締役社長 尾賀 真城,"53,887 百万円",,,,プライム,
2024-08-01,独立行政法人酒類総合研究所,食品・飲料メーカー（原料含む）,求人なし,広島県東広島市鏡山3-7-1,2001,理事長 福田 央,"8,302 百万円",,,,,
2024-08-01,株式会社コスモ環境衛生コンサルタント,試薬メーカー・受託合成・受託分析,求人なし,愛知県名古屋市西区城北町3-129-2,1999,代表取締役 伊藤教博,10 百万円,,,,,
2024-08-01,下関三井化学株式会社,肥料メーカー,求人なし,山口県下関市彦島迫町7-1-1,2000,代表取締役 余川 尚和,490 百万円,,,,,
2024-08-01,アサヒライズ株式会社,文房具・事務・オフィス用品メーカー,求人なし,群馬県前橋市西善町2004,1953,代表取締役 宇井 正典,47 百万円,,,,,
2024-08-01,旭化成株式会社,石油化学メーカー,求人なし,群馬県前橋市西大室町1257-3城南工業団地内,1968,代表取締役 梶 徹也,20 百万円,,,,,
2024-08-01,イーエス環境株式会社,石油化学メーカー,求人なし,福岡県北九州市門司区新門司3-73,1971,代表取締役 川本 弥生,30 百万円,,,,,
2024-08-01,株式会社シノハラ製作所,家具・インテリア・生活雑貨メーカー,求人なし,福岡県北九州市門司区片上町3-33,1949,代表取締役 篠原 元樹,20 百万円,,,,,
2024-08-01,五二化学工業株式会社,その他メーカー,求人なし,和歌山県和歌山市中之島933,1951,代表取締役 鳥居 幸司,20 百万円,,,,,
2024-08-01,カネコ種苗株式会社,その他メーカー,求人なし,群馬県前橋市古市町1-50-12,1947,代表取締役社長 金子 昌彦,"1,491 百万円",,,,スタンダード,
2024-08-01,有限会社紀南莫大小工場,ファッション・アパレル・アクセサリーメーカー,求人なし,和歌山県和歌山市三葛156,1940,代表取締役 南方 敏伸,7 百万円,,,,,
2024-08-01,東洋検査工業株式会社,試薬メーカー・受託合成・受託分析,求人なし,和歌山県和歌山市出島31-5,1973,代表取締役社長 的場 正文,40 百万円,,,,,
2024-08-01,株式会社関東高圧容器製作所,その他メーカー,求人なし,群馬県前橋市鳥取町153-1,1960,代表取締役 矢端 俊行,100 百万円,,,,,
2024-08-01,富士化学工業株式会社,食品・飲料メーカー（原料含む）,求人なし,和歌山県和歌山市中之島1570,1950,代表取締役 宇治田 雄一郎,45 百万円,,,,,
2024-08-01,岡田海苔株式会社,食品・飲料メーカー（原料含む）,求人なし,長野県長野市若里6-5-30,1956,代表取締役 岡田 久志,10 百万円,,,,,
2024-08-01,株式会社極東製作所,その他メーカー,求人なし,福岡県北九州市門司区新門司3-42,1957,代表取締役 椛山 秀樹,20 百万円,,,,,
2024-08-01,日出染業株式会社,繊維メーカー,求人なし,和歌山県和歌山市加納295,1946,代表取締役 森田 幸三,100 百万円,,,,,
2024-08-01,協和硝子株式会社,機能性化学（無機・ガラス・カーボン・セラミック・セメント・窯業）メーカー,求人なし,福岡県北九州市門司区大里本町3-3-12,1959,代表取締役 松原 理,12 百万円,,,,,
2024-08-01,紀和化学工業株式会社,石油化学メーカー,求人なし,和歌山県和歌山市南田辺丁33,1954,代表取締役 前川 俊次,20 百万円,,,,,
2024-08-01,パイオニア工業株式会社,石油化学メーカー,無,福岡県北九州市門司区新門司1-9-2,1964,代表取締役 秋山 茂樹,30 百万円,,,,,
2024-08-01,丸和ニット株式会社,繊維メーカー,求人なし,和歌山県和歌山市和田1164,1951,代表取締役 辻 雄策,25 百万円,,,,,
2024-08-01,株式会社エイコーコジマ,その他メーカー,求人なし,和歌山県和歌山市市小路126-12,1992,代表取締役 小島 吉勝,10 百万円,,,,,
2024-08-01,小畑産業株式会社,石油化学メーカー,求人なし,和歌山県和歌山市本町3-18,1958,代表取締役 小畑 剛平,50 百万円,,,,,
2024-08-01,門司冷凍製氷株式会社,食品・飲料メーカー（原料含む）,無,福岡県北九州市門司区大里本町2-11-3,1934,代表取締役 植木 芳則,24 百万円,,,,,情報が古い可能性があります。最新の情報を確認する場合はHP等をご覧ください。 ＜冷凍・冷蔵・定温倉庫業＞ 氷雪製造業（市販用かちわり氷・プレート氷・角氷・砕氷・イベント用花氷）、かき氷店舗運営（果実堂）、冷凍魚、野菜、冷凍食品、冷凍貨物等の保管管理・角氷・袋詰氷の生産、販売 2021年11月doda掲載求人より引用
2024-08-01,株式会社デリクックちくま,食品・飲料メーカー（原料含む）,求人なし,長野県長野市篠ノ井小森428,1962,代表取締役 萩原 秀治,60 百万円,,,,,
2024-08-01,クラウン・フーヅ株式会社,食品・飲料メーカー（原料含む）,求人なし,福岡県北九州市門司区新門司北1-3-9,1966,代表取締役 米澤 隆,50 百万円,,,,,
2024-08-01,株式会社湯川鋳造所,金属・製綱・鉱業・非鉄金属メーカー,求人なし,和歌山県和歌山市粟191,1952,代表取締役 湯川 善晴,10 百万円,,,,,
2024-08-01,株式会社日本化学工業所,その他メーカー,求人なし,和歌山県和歌山市小雑賀1-1-11,1958,代表取締役 田中 俊一,15 百万円,,,,,
2024-08-01,曲中河上水産株式会社,食品・飲料メーカー（原料含む）,求人なし,北海道札幌市中央区北十二条西20-2-1漁連ビル 4Ｆ,1960,代表取締役 河上 眞憲,10 百万円,,,,,
2024-08-01,和歌山酸素株式会社,石油化学メーカー,求人なし,和歌山県和歌山市鷹匠町3-60,1977,代表取締役 北山 真敏,25 百万円,,,,,
2024-08-01,ダイヤゴム株式会社,その他メーカー,求人なし,群馬県前橋市飯土井町1244,1961,代表取締役 石綿 勇一,90 百万円,,,,,
2024-08-01,大和化成工業株式会社,石油化学メーカー,求人なし,和歌山県和歌山市北中島1-3-17,1966,代表取締役 河内 信之,10 百万円,,,,,
2024-08-01,ワイ・エス・ケー株式会社,その他メーカー,無,大阪府大阪市中央区高麗橋4-5-13淀屋橋サテライトビル 5Ｆ,1917,代表取締役 由良 秀明,22 百万円,,,,,情報が古い可能性があります。最新の情報を確認する場合はHP等をご覧ください。 有機化学中間体（化学製品等の減量）および産業爆薬の製造・販売 2023年2月doda掲載求人より引用
2024-08-01,中和印刷紙器株式会社,製紙・パルプメーカー,求人なし,和歌山県和歌山市久保丁4-53,1969,代表取締役 玉置 佳睦,10 百万円,,,,,
2024-08-01,ハーモニー産業株式会社,その他メーカー,求人なし,群馬県前橋市天川大島町2-5-9,1964,代表取締役 登山 武昌,10 百万円,,,,,
2024-08-01,株式会社豊工業所,機能性化学（無機・ガラス・カーボン・セラミック・セメント・窯業）メーカー,求人なし,和歌山県和歌山市雑賀崎2021-9,1957,代表取締役 久保 晋典,60 百万円,,,,,
2024-08-01,マルソー産業株式会社,石油化学メーカー,求人なし,福岡県北九州市門司区新門司3-60-2,1975,代表取締役 三浦 政景,50 百万円,,,,,
2024-08-01,坂栄養食品株式会社,食品・飲料メーカー（原料含む）,求人なし,北海道札幌市中央区南一条西1-13-3ＳＡＫＡビル,1950,代表取締役 坂 一俊,20 百万円,,,,,
2024-08-01,マニハ食品株式会社,食品・飲料メーカー（原料含む）,求人なし,群馬県前橋市下佐鳥町1002,1958,代表取締役 摩庭 秀利,35 百万円,,,,,
2024-08-01,丸菱紙工株式会社,製紙・パルプメーカー,求人なし,群馬県前橋市天川大島町1295-1,1941,代表取締役 菊池 清隆,10 百万円,,,,,
2024-08-01,株式会社前橋紙工,その他メーカー,求人なし,群馬県前橋市鳥取町151-4,1967,代表取締役 荒井 芳明,20 百万円,,,,,
2024-08-01,三山工業株式会社,その他メーカー,求人なし,群馬県前橋市元総社町169,1959,代表取締役 山根 章好,20 百万円,,,,,
2024-08-01,株式会社北海道畜産公社,食品・飲料メーカー（原料含む）,求人なし,北海道札幌市中央区北四条西1-1共済ビル 3Ｆ,1957,代表取締役 楠木 隆人,"4,797 百万円",,,,,
2024-08-01,村岡食品工業株式会社,食品・飲料メーカー（原料含む）,求人なし,群馬県前橋市高井町1-1-10,1947,代表取締役 村岡 優年,40 百万円,,,,,
2024-08-01,セラテックジャパン株式会社,機能性化学（無機・ガラス・カーボン・セラミック・セメント・窯業）メーカー,求人なし,長野県長野市篠ノ井岡田500,1975,代表取締役 平林 明,100 百万円,,,,,
2024-08-01,日本包装システム株式会社,製紙・パルプメーカー,求人なし,群馬県前橋市上大島町182,1972,代表取締役 池畠 正英,60 百万円,,,,,
2024-08-01,三晃化学株式会社,その他メーカー,求人なし,北海道札幌市中央区南一条東5-1-17,1956,代表取締役 渡邊 庸介,20 百万円,,,,,
2024-08-01,株式会社宮入鉄工所,金属・製綱・鉱業・非鉄金属メーカー,求人なし,長野県長野市松代町東寺尾2628,1980,代表取締役 宮入 鋼平,10 百万円,,,,,
2024-08-01,株式会社太閣産業,その他メーカー,求人なし,群馬県前橋市総社町高井114-1,1968,代表取締役 片平 孝弘,16 百万円,,,,,
2024-08-01,尾高ゴム工業株式会社,その他メーカー,求人なし,和歌山県紀の川市貴志川町神戸77-3,1944,代表取締役 氏野 孝二,50 百万円,,,,,
2024-08-01,有限会社松葉屋家具店,家具・インテリア・生活雑貨メーカー,求人なし,長野県長野市大字長野大門町45,1952,代表取締役 滝澤 篤,3 百万円,,,,,
2024-08-01,朝日化学工業株式会社,食品・飲料メーカー（原料含む）,求人なし,和歌山県和歌山市中之島266,1958,代表取締役 岡本 公爾,12 百万円,,,,,
2024-08-01,カドヤ株式会社,住宅設備・建材メーカー,求人なし,和歌山県和歌山市平尾785-17,1974,代表取締役 角谷 直哉,32 百万円,,,,,
2024-08-01,千秋庵製菓株式会社,食品・飲料メーカー（原料含む）,求人なし,北海道札幌市中央区南三条西3-13-2,1950,代表取締役 中西 克彦,50 百万円,,,,,
2024-08-01,高橋物産株式会社,食品・飲料メーカー（原料含む）,求人なし,北海道札幌市中央区北九条西21-1-10,2008,代表取締役 髙岡 浩行,40 百万円,,,,,
2024-08-01,株式会社みまつ食品,食品・飲料メーカー（原料含む）,求人なし,群馬県前橋市上大島町2-1,1974,代表取締役 神山 光永,40 百万円,,,,,
2024-08-01,大和ブロック株式会社,機能性化学（無機・ガラス・カーボン・セラミック・セメント・窯業）メーカー,求人なし,和歌山県和歌山市吐前918-2,1961,代表取締役 嶋谷 浩男,10 百万円,,,,,
2024-08-01,株式会社フイルドサイエンス,石油化学メーカー,求人なし,福岡県北九州市門司区新門司北2-2-9,1987,代表取締役 濱野 和幸,56 百万円,,,,,
2024-08-01,大谷産業株式会社,家具・インテリア・生活雑貨メーカー,求人なし,和歌山県和歌山市北野201,1973,代表取締役 大谷 竹男,10 百万円,,,,,
2024-08-01,株式会社昭和食品,食品・飲料メーカー（原料含む）,求人なし,群馬県前橋市上大島町182-42,1972,代表取締役 赤石 知之,80 百万円,,,,,
2024-08-01,キクロン株式会社,文房具・事務・オフィス用品メーカー,無,和歌山県和歌山市六番丁24ニッセイ和歌山ビル 9Ｆ,1966,代表取締役 嶋津 俊宏,42 百万円,,,,,■キッチン・バス・トイレ・洗濯用品・清掃用品の企画、製造、販売■その他家庭用品の企画、製造、販売 2024年4月doda掲載求人より引用
2024-08-01,株式会社ＤＯＲＡＬ,機能性化学（無機・ガラス・カーボン・セラミック・セメント・窯業）メーカー,無,北海道札幌市中央区北四条西17-19ドラールビル,1954,代表取締役社長 布施 匡章,450 百万円,,,,,情報が古い可能性があります。最新の情報を確認する場合はHP等をご覧ください。 ■各種住宅設備機器、タイル、その他建築関連資材、設備資材の販売 2021年10月doda掲載求人より引用
2024-08-01,株式会社オオハシ,文房具・事務・オフィス用品メーカー,求人なし,群馬県前橋市力丸町189,1978,代表取締役 大橋 薫,18 百万円,,,,,
2024-08-01,日本清酒株式会社,食品・飲料メーカー（原料含む）,求人なし,北海道札幌市中央区南三条東5-2,1924,代表取締役 川村 哲夫,100 百万円,,,,,
2024-08-01,株式会社たむらや,食品・飲料メーカー（原料含む）,求人なし,群馬県前橋市千代田町4-9-5,1950,代表取締役 高橋 基雄,10 百万円,,,,,
2024-08-01,株式会社大喜,その他メーカー,求人なし,群馬県前橋市総社町植野572-3,1953,代表取締役 大谷 伸一郎,10 百万円,,,,,
2024-08-01,明樂ダンボール工業株式会社,製紙・パルプメーカー,求人なし,和歌山県和歌山市吐前927-4,1970,代表取締役 明樂美有紀,10 百万円,,,,,
2024-08-01,信和ニット株式会社,繊維メーカー,求人なし,和歌山県和歌山市三葛130,1964,代表取締役 南方 省造,50 百万円,,,,,
2024-08-01,株式会社河鶴,食品・飲料メーカー（原料含む）,求人なし,和歌山県和歌山市湊1720,1975,代表取締役 横井 輝夫,12 百万円,,,,,
2024-08-01,株式会社酒直レミコン,機能性化学（無機・ガラス・カーボン・セラミック・セメント・窯業）メーカー,求人なし,和歌山県和歌山市湊1334,1967,代表取締役 伊東 文紀,10 百万円,,,,,
2024-08-01,株式会社ＢＯＳＴＥＣ,その他メーカー,求人なし,長野県長野市大字大豆島3397-16,1973,代表取締役 安田 卓治,45 百万円,,,,,
2024-08-01,松三建材株式会社,住宅設備・建材メーカー,求人なし,和歌山県和歌山市松江北6-8-30,1973,代表取締役 松本 抵三,10 百万円,,,,,
2024-08-01,株式会社ニッチ,住宅設備・建材メーカー,求人なし,長野県長野市大字大町740-3,1990,代表取締役 市川 善隆,33 百万円,,,,,
2024-08-01,川本化成株式会社,石油化学メーカー,求人なし,和歌山県和歌山市直川160-23,1964,代表取締役 川本 淳生,10 百万円,,,,,
2024-08-01,株式会社トミザワ,住宅設備・建材メーカー,求人なし,群馬県前橋市五代町1132-3,1979,代表取締役 富澤 吾一,11 百万円,,,,,
2024-08-01,太陽誘電テクノソリューションズ株式会社,その他メーカー,求人なし,群馬県高崎市八幡原町43-1太陽誘電（株）八幡原工場内,1975,代表取締役 角田 敦,325 百万円,,,,,
2024-08-01,株式会社こしざか,繊維メーカー,求人なし,長野県長野市大字南長野南石堂町1262-10,1979,代表取締役 越坂 宗一,10 百万円,,,,,
2024-08-01,ヒザワ種苗株式会社,食品・飲料メーカー（原料含む）,求人なし,群馬県前橋市宮地町258,1970,代表取締役 樋澤 昌和,10 百万円,,,,,
2024-08-01,イメージワーク株式会社,繊維メーカー,求人なし,北海道札幌市白石区東札幌二条1-5-17カンコー学生服ビル,1960,代表取締役 尾﨑 功太郎,10 百万円,,,,,
2024-08-01,有限会社小林食品,食品・飲料メーカー（原料含む）,求人なし,長野県長野市上松2-9-14,1978,代表取締役 勝山 みどり,10 百万円,,,,,
2024-08-01,日吉染業株式会社,繊維メーカー,求人なし,和歌山県和歌山市秋月1,1966,代表取締役 山本 憲,10 百万円,,,,,
2024-08-01,大新化成工業株式会社,その他メーカー,求人なし,和歌山県和歌山市小雑賀1-1-75,1980,代表取締役 小堀 秀幸,10 百万円,,,,,
2024-08-01,シャボン玉石けん株式会社,石油化学メーカー,無,福岡県北九州市若松区南二島2-23-1,1949,代表取締役 森田 隼人,100 百万円,,,,,無添加石けんの製造・販売／工場（製造・生産管理・物流センター） 2023年11月doda掲載求人より引用
2024-08-01,自見産業株式会社,金属・製綱・鉱業・非鉄金属メーカー,求人なし,福岡県北九州市若松区大字安瀬1-29,1946,代表取締役 自見 修真,48 百万円,,,,,
2024-08-01,岩田醸造株式会社,食品・飲料メーカー（原料含む）,求人なし,北海道札幌市中央区北三条東4-3-6,1952,代表取締役 岩田 洋二,31 百万円,,,,,
2024-08-01,ルアン株式会社,食品・飲料メーカー（原料含む）,求人なし,東京都中央区銀座8-10-2,1973,代表取締役 阿部 稔,45 百万円,,,,,
2024-08-01,太陽農産株式会社,肥料メーカー,無,群馬県前橋市小坂子町2318,1974,代表取締役 木村 英和,30 百万円,,,,,情報が古い可能性があります。最新の情報を確認する場合はHP等をご覧ください。 微生物発酵による濃縮腐植活性有機肥料の製造販売。環境と農業をリサイクルで結び良質な有機質肥料製造販売しています。ＩＳＯ14001取得 2023年3月doda掲載求人より引用
2024-08-01,日本アクティブ株式会社,その他メーカー,無,長野県長野市中御所5-13-1ＮＡビル,1991,代表取締役 小林 希用志,10 百万円,,,,,情報が古い可能性があります。最新の情報を確認する場合はHP等をご覧ください。 ■家庭用から業務用の浄水器の開発、販売■オリジナル化粧品の開発、販売■ゴルフ場資材の開発、販売 2022年11月doda掲載求人より引用
2024-08-01,日吉化学工業株式会社,石油化学メーカー,求人なし,福岡県北九州市若松区藤ノ木3-2-39,1960,代表取締役 上部 元義,25 百万円,,,,,
2024-08-01,株式会社久喜製作所,金属・製綱・鉱業・非鉄金属メーカー,無,福岡県北九州市若松区南二島2-22-7,1956,代表取締役 井本 るみ子,35 百万円,,,,,情報が古い可能性があります。最新の情報を確認する場合はHP等をご覧ください。 ■一般機械器具製造および加工業（主に電炉・高炉等の製鉄所の圧延用ロールの加工） 2021年11月doda掲載求人より引用
2024-08-01,株式会社竹須鐵工所,金属・製綱・鉱業・非鉄金属メーカー,無,福岡県北九州市若松区大字安瀬61-1,1969,代表取締役 竹須 慎祐,25 百万円,,,,,製鉄・産業機械用製缶品の製作 2024年1月doda掲載求人より引用
2024-08-01,株式会社ニッキ,繊維メーカー,求人なし,群馬県前橋市青柳町198,1986,代表取締役 貫井 哲夫,10 百万円,,,,,
2024-08-01,信濃化学工業株式会社,その他メーカー,求人なし,長野県長野市桐原1-2-12,1948,代表取締役 小野 大輔,48 百万円,,,,,
2024-08-01,株式会社小賀坂スキー製作所,スポーツ・アウトドア用品メーカー,求人なし,長野県長野市大字栗田653,1958,代表取締役 小賀坂 道邦,48 百万円,,,,,
2024-08-01,信和鋼板株式会社,金属・製綱・鉱業・非鉄金属メーカー,求人なし,福岡県北九州市若松区大字安瀬8-4,1969,代表取締役 隈部 佳克,87 百万円,,,,,
2024-08-01,株式会社竹村製作所,金属・製綱・鉱業・非鉄金属メーカー,無,長野県長野市大字小島127,1954,代表取締役 竹村 國彦,98 百万円,,,,,
2024-08-01,株式会社麻場,その他メーカー,無,長野県長野市大字北長池1443-2,1961,代表取締役 麻場 正紀,100 百万円,,,,,情報が古い可能性があります。最新の情報を確認する場合はHP等をご覧ください。 ■農作物の防除や除草等で使用される、ノズル（噴口）・噴霧機等の開発・製造・販売■園芸用品、資材の販売【拠点】＜本社＞長野県長野市＜営業所＞長野市、佐久市、塩尻市、北海道、岡山県、佐賀県、鹿児島県、群馬県＜現地工場＞フィリピン、中国 2021年9月doda掲載求人より引用
2024-08-01,西岡総合印刷株式会社,製紙・パルプメーカー,求人なし,和歌山県和歌山市吹屋町5-54,1966,代表取締役 石橋 英二,12 百万円,,,,,
2024-08-01,柄木田製粉株式会社,食品・飲料メーカー（原料含む）,求人なし,長野県長野市篠ノ井会30-2,1952,代表取締役 柄木田 豊,200 百万円,,,,,
2024-08-01,株式会社丸亀,食品・飲料メーカー（原料含む）,求人なし,北海道札幌市中央区北一条西27-3-16,1960,,30 百万円,,,,,
2024-08-01,株式会社三幸工業,金属・製綱・鉱業・非鉄金属メーカー,無,福岡県北九州市若松区大字安瀬1-31,1974,代表取締役 植木 秀人,8 百万円,,,,,情報が古い可能性があります。最新の情報を確認する場合はHP等をご覧ください。 【鋼板の専門加工業】[営業品目]●スプライスプレート●鋼板孔明加工●ショットブラスト●タップ加工●長孔加工●皿孔加工●開先加工[主要提携先]自見産業(株)豊鋼材工業(株)和東産業(株)トキワスチール(株)(株)玉造日鉄鋼構造(株)KHファシリテック(株)松井工業(株)日本ファブテック(株)ニチデンワーク(株)(株)樫本商店(株)岡田鋼材丸喜鋼業(株) 2022年4月doda掲載求人より引用
2024-08-01,株式会社玄海,住宅設備・建材メーカー,求人なし,福岡県北九州市若松区北浜2-4-8,1983,代表取締役 梶原 康弘,15 百万円,,,,,
2024-08-01,ホクレンくみあい飼料株式会社,飼料メーカー,求人なし,北海道札幌市中央区北四条西1-1ＪＡ北農ビル 18Ｆ,1969,代表取締役 中村 伊三雄,"1,527 百万円",,,,,
2024-08-01,味の丸屋株式会社,食品・飲料メーカー（原料含む）,求人なし,福岡県北九州市若松区東二島4-1-9,1983,代表取締役 新井 政尋,50 百万円,,,,,
2024-08-01,太陽食品株式会社,食品・飲料メーカー（原料含む）,求人なし,和歌山県和歌山市六十谷146-1,1986,代表取締役 宇野 怜二,10 百万円,,,,,
2024-08-01,株式会社フジ電装,その他メーカー,求人なし,和歌山県和歌山市塩屋5-3-76,1977,代表取締役 藤本 秀樹,10 百万円,,,,,
2024-08-01,株式会社マルトウ,食品・飲料メーカー（原料含む）,求人なし,長野県長野市篠ノ井小森1241,1958,代表取締役 久保廣範,50 百万円,,,,,
2024-08-01,株式会社ヒビキスパイス,食品・飲料メーカー（原料含む）,求人なし,東京都足立区綾瀬6-21-15小倉ビル,1994,代表取締役 中尾 洋,10 百万円,,,,,
2024-08-01,桝谷精工株式会社,金属・製綱・鉱業・非鉄金属メーカー,求人なし,和歌山県和歌山市川辺416-1,1979,代表取締役 桝谷 将秀,59 百万円,,,,,
2024-08-01,株式会社シナノポリ,石油化学メーカー,求人なし,長野県長野市稲里町田牧1607-5,2014,代表取締役 林 健太郎,20 百万円,,,,,
2024-08-01,小布施栗菓製造株式会社,食品・飲料メーカー（原料含む）,求人なし,長野県上高井郡小布施町大字都住497,1965,代表取締役 笹岡 秀一,30 百万円,,,,,
2024-08-01,環境技研工業株式会社,その他メーカー,求人なし,群馬県前橋市南町3-33-2中島ビル 302,1998,代表取締役 會田 裕,15 百万円,,,,,
2024-08-01,丸一大西食品株式会社,食品・飲料メーカー（原料含む）,求人なし,北海道札幌市西区二十四軒二条2-2-2,1966,代表取締役 渡邉 直彦,20 百万円,,,,,
2024-08-01,一般社団法人群馬県薬剤師会,試薬メーカー・受託合成・受託分析,求人なし,群馬県前橋市西片貝町5-18-36,1949,代表理事 武智 洋一郎,,,,,,
2024-08-01,株式会社九州マイクロテック,機能性化学（有機・高分子）メーカー,無,福岡県北九州市若松区大字安瀬15-1,1992,代表取締役 岩見 尚史,100 百万円,,,,,ファインケミカル製品（電子・情報関連材料等）の請負生産／当該製品の研究・開発補助業務（派遣） 2024年1月doda掲載求人より引用
2024-08-01,ホクレン肥料株式会社,肥料メーカー,求人なし,北海道札幌市中央区北四条西1-1ＪＡ北農ビル 18Ｆ,1966,代表取締役 酒井 賢二,125 百万円,,,,,
2024-08-01,末広商事株式会社,住宅設備・建材メーカー,無,長野県長野市大字大豆島4349-18,1971,代表取締役 宮澤 之弘,30 百万円,,,,,
