更新日,名称,業界(小分類),求人有無,事業内容,所在地,設立,代表者,従業員数,資本金,平均年齢,企業URL,上場市場名
2024-08-01,株式会社山栄システム,道路貨物運送業（宅配便・トラック運送など）,1,■事業内容：生コン・セメントの輸送・販売、フレコン、一般貨物輸送全般等、自動車整備生コン・バラセメントから土木・建築までお手伝い。石粉・セメント・珪砂をはじめとする粉粒体の複合的な輸送を行なっています。また輸送のみならず、各種粉粒体販売も手掛け、お客様のニーズに合わせた事業を展開しております。,静岡県磐田市加茂1275,1989,,51,20百万円,,"Failed to retrieve page, status code: 410",
2024-06-01,浜松地区運送事業協同組合,道路貨物運送業（宅配便・トラック運送など）,1,■事業内容： 大型車の車検点検修理、軽油スタンド、車両リース等■特徴（TOPICS）： 当組合は、浜松市および湖西市に本社を置く組合員運送業者17社向けに、高速道路通行料大口・多頻度割引事業、車両リース事業、車検・点検・修理事業、共同駐車場事業、軽油スタンド事業を営んでいます。近年、車両整備事業においてはトラック専門整備の強みを生かし、組合員以外のトラックの引き受けも行っています。また、敷地内に子会社ケイ・ワークス株式会社を有し、トラックの買い取り・中古車販売を行っています。今後、組合員以外の車両整備案件増加を図りたく管理者の募集を行います。,静岡県浜松市中央区大原町24-1,1968,,9,,45.0,https://www.hamachikyo.com/,
2024-05-01,立正オート運輸株式会社,道路貨物運送業（宅配便・トラック運送など）,1,■事業内容：一般貨物自動車運送事業 ・貨物運送取扱事業当社は創業70年を迎え、化成品から食品まで総合物流のプロフェッショナルとして、多くの企業様からご支持頂いております。,愛知県弥富市富島2-24-2,2006,,30,9百万円,45.0,なし,
2024-07-01,株式会社岸貝物流,道路貨物運送業（宅配便・トラック運送など）,1,■事業内容：貨物自動車運送業近畿・東海地方を中心に公共工事等で使用される、鋼材等を主に輸送している運送会社,京都府綴喜郡宇治田原町岩山釜井谷10-12,1998,,66,10百万円,,https://kishikaibutsuryu.com/,
2024-08-01,鈴与カーゴネット株式会社,道路貨物運送業（宅配便・トラック運送など）,18,"■事業概要：同社は、「鈴与株式会社」100％出資の子会社で、傘下に地域会社13社を擁しており、「鈴与株式会社」の総合物流事業の一翼を担う国内輸送専門のトラック運送会社です。2,100台を超える豊富な自社車両と協力会社ネットワークによる集車力を武器に、安全・確実に輸送できるネットワークを構築しています。",静岡県静岡市清水区清開3-4-21,2003,,1300,90百万円,,http://www.suzuyo-scn.co.jp/,
2024-07-01,株式会社ロジカル,道路貨物運送業（宅配便・トラック運送など）,1,■生協の個人宅配の請負 ■一般貨物自動車運送,東京都足立区竹の塚2-32-13 八重洲竹ノ塚ビル3F,2007,代表取締役社長 新堂 聡,515,1000万円,,http://www.assist-japan.co.jp/logical/,
2024-06-01,株式会社聖亘トランスネットワーク,道路貨物運送業（宅配便・トラック運送など）,1,■事業内容： ・貨物運送取扱業・一般貨物自動車運送業及び倉庫業、梱包業・物流システムのコンサルタント業務・自動車部品及び樹脂・プラスチック製品の加工及び販売・物流及び流通業務のアウトソーシングの受諾・ソフトウェアの開発及び販売,神奈川県平塚市横内3774,2003,,20,23百万円,,http://www.seikou-trans.net/index.htm,
2024-06-01,株式会社プリンシプル自動車,道路旅客運送業,1,■事業内容： 貸切バス（一般貸切旅客自動車運送事業：関自旅一第865号）旅行業（東京都知事登録旅行業第2-5606号）,東京都町田市忠生1-29-17,2007,,82,20百万円,51.0,https://pam-bus.co.jp/,
2024-05-01,照栄物流株式会社,道路貨物運送業（宅配便・トラック運送など）,1,一般貨物自動車運送業、軽貨物運送事業、倉庫業,埼玉県さいたま市北区吉野町2-279,1999,代表取締役 岡田 貴司,60,"2,000万円",,https://www.shoeix.com,
2024-06-01,株式会社マホリ,道路貨物運送業（宅配便・トラック運送など）,1,■一般貨物自動車運送業■貨物軽自動車運送事業■貨物利用運送事業■運輸事業に関するコンサルティング業務■ドローンスクール事業,愛知県一宮市伝法寺五丁目14番地11,2008,代表取締役 和田 正二,74,1000万円,,https://www.mahori.co.jp/,
2024-06-01,津軽海峡フェリーマネジメント株式会社,海運業,1,■主な業務内容・一般旅客定期航路事業（函館～青森航路、函館～大間航路、室蘭～青森航路におけるフェリー業務）・船舶貸渡業・船舶管理業・飲食、物販事業当社は北海道と青森を結ぶフェリー航路を持つ津軽海峡フェリーの親会社にあたります。旅行や帰省で利用の他、トラック輸送も多く占めています。北海道・本州間の航路では最大規模となり、公共交通機関として重大な役割を担っています。,青森県青森市沖館2-12-1,2008,,140,100百万円,,http://www.tsugarukaikyo.co.jp,
2024-07-01,菱中海陸運輸株式会社,海運業,4,■事業内容：（１）貨物利用運送事業（２）一般貨物自動車運送事業（３）倉庫業（４）通関業（５）一般荷役及び港湾運送事業（６）海運代理店業（７）紙製造過程の選別・包装・梱包の請負、梱包木枠・パレットの製造補修作業請負（８）車両賃貸業（９）産業廃棄物及び一般廃棄物の運搬・収集・処理業務請負（１０）古物の売買（１１）駐車場の経営管理 ■企業理念：どのような時代にも物流会社としての社会的責務を果たすことで、社会に必要とされ、お客さまに期待され、喜ばれる存在となることを目指します。,東京都中央区銀座8-12-8PMO銀座八丁目 10F,2009,,145,100百万円,47.0,https://hishinaka-kairiku.jp,
2024-08-01,物流ネットワーク関西株式会社,道路貨物運送業（宅配便・トラック運送など）,1,■事業内容：・一般貨物自動車運送事業（貨物自動車利用運送を含む）・石油製品類の配送・化学製品加工等の業務請負事業・その他,兵庫県姫路市四郷町見野511-4,2005,,72,35百万円,50.0,"Failed to retrieve page, status code: 410",
2024-06-01,株式会社アイティー物流,倉庫業・梱包業,1,【事業種目】・一般貨物自動車運送事業・倉庫業・自動車運送取扱事業・産業廃棄物収集運搬事業・貨物利用運送事業・労働者派遣事業・自動車運送代弁業【取扱品目】・自動車関連向け 鋼材運搬・一般鋼材運搬・鋼材倉庫管理 構内荷役作業・産業廃棄物収集運搬【所属団体】・愛知県トラック協会 名古屋第二支部・岐阜県トラック協会 西濃支部・東海倉庫協会・名古屋商工会議所,愛知県東海市浅山3-76,1973,代表取締役社長 伊藤 嘉晃,115,"5,000万円",,http://it-trans.co.jp/,
2024-08-01,エースカーゴ株式会社,道路貨物運送業（宅配便・トラック運送など）,1,■事業内容一般貨物自動車運送事業・産業廃棄物収集運搬・一般労働者派遣事業・荷物の共同配送・家電・家具配達据付、取付工事・業務請負(アウトソージング)・一時保管業務～全国の電気工事及び、家電・家具の配送・設置、一般貨物運搬等のサービスを提供しております～,滋賀県野洲市妙光寺149-2,1992,,53,10百万円,,https://acecargo.jp/,
2024-07-01,株式会社ＪＲ西日本カスタマーリレーションズ,鉄道業,2,■会社概要：JR西日本のグループ会社として2009年8月に発足した比較的新しい会社です。「JR西日本お客様センター」の業務を中心に事業を展開しています。会社名にある「カスタマーリレーションズ」のとおり、お客様とJR西日本グループとの架け橋として、お客様との応対を通じて、高品質のサービスの提供を目指します。■事業内容： (1)コールセンター運営及びテレマーケティングに関する受託業務(2)教育、研修、コンサルティング業務及び市場調査・分析,兵庫県尼崎市潮江1-2-12,2009,,502,50百万円,49.0,https://jw-cr.co.jp/,
2024-08-01,ラクダ運輸株式会社,道路貨物運送業（宅配便・トラック運送など）,2,■会社概要・1990年設立、栃木県さくら市に本社を置く、建築資材の輸送・資材工場管理を展開しております。カセツリース（株）【年商25億円】の100％子会社です。・本社の他、仙台営業所、茨城営業所、福島営業所があります。■事業概要・機材センター管理事業：総合仮設資材レンタル会社「カセツリース株式会社」の栃木、茨城、仙台、福島、各機材センターのレンタル資材を検収、整備、管理、出荷しております。<検収業務><整備業務><管理業務><出荷業務>,栃木県さくら市下河戸544-8,1990,,183,10百万円,,https://rakudaunyu.co.jp/,
