更新日,名称,業界(小分類),求人有無,事業内容,所在地,設立,代表者,従業員数,資本金,平均年齢,企業URL,上場市場名
2024-07-01,エムケイ株式会社,道路旅客運送業,1,【京都で創業63年】京都を拠点とした観光案内や空港送迎など（ハイヤー、タクシー、貸切バス、特定バス、運行管理業、乗務員派遣、整備、オートガススタンド、旅行、新聞発行事業、貴賓室、警備など）【関連会社】大阪、神戸、名古屋、東京、福岡、滋賀、札幌、ロサンゼルス、上海【車両台数】856両（タクシー725両、ハイヤー131両）※2023年3月現在,京都府京都市南区西九条東島町63-1（本社）,1960,代表取締役社長 前川 博司,1823,"9,500万円",,https://www.mk-group.co.jp/,
2024-05-01,株式会社アースカーゴ,道路貨物運送業（宅配便・トラック運送など）,1,■事業内容・チャーター便：日時指定のあるもの・荷扱いが困難なもの・要求事項が多彩なもの等、全国各地にパーフェクトな配送・輸送をお約束致します。・積合定期便：京都本社・東京支店・埼玉支店を拠点とし、関西と関東地域を精密機器中心に定期便に積み合わせ、各拠点にて分配方式を行なう新システムです。・高度精密機器輸送：高度な精密機器の輸送には 細心の注意と高度な輸送技術が要求されますがアースカーゴはこれまでに多くの実績を挙げています。・クリーンルーム搬入・重量物輸送：重量物輸送・搬入出のあらゆる場面に対応出来る熟練の技は短時間でのパーフェクトな作業をお約束します。,京都府京都市南区上鳥羽塔ノ森東向町66,1981,,140,30百万円,,http://www.earth-cargo.co.jp/,
2024-07-01,株式会社上組,道路貨物運送業（宅配便・トラック運送など）,8,【事業内容】■国内物流事業：港湾運送事業、倉庫業、貨物自動車運送事業、倉庫工場荷役請負業■国際物流事業：国際運送取扱業■その他：重量貨物運搬据付業、不動産賃貸業、物品販売業、酒類製造販売業等,兵庫県神戸市中央区浜辺通4-1-11,1947,,3779,"31,642百万円",,https://www.kamigumi.co.jp/,プライム市場
2024-06-01,株式会社ニッポー,倉庫業・梱包業,2,■事業内容：同社は、製造業と物流業という異なる2つの業種で事業を行う企業です。製造業は射出成形機の部品調達、組立、試運転までを一貫受託し顧客に納入しています。その他にも、数種類の一般産業機械類の受託製造を行っています。物流業は、一般産業機械類の木枠またはスチール梱包、仕向地までの輸送を行います。顧客工場敷地内での輸送や重量物の据付けなど、広範囲に業務を行っています。,広島県広島市安芸区船越南3-16-1,1948,,129,37百万円,40.0,http://www.nippo-inc.co.jp/,
2024-07-01,広島電鉄株式会社,鉄道業,2,■事業内容：（1）鉄・軌道事業…快適性・利便性の向上とともに、高まりつつある景観や環境、高齢化等のニーズの変化に応えるために、都市機能を支える交通インフラとして電車のLRT化を進めています。（2）自動車事業（バス等）…それぞれの地域に合う丁寧なサービスを追求し、都市交通のネットワークとしての広がりをサポートしています。（3）不動産賃貸・販売…同社の交通網を生かした住宅の企画・販売（団地やマンション等）や、賃貸事業（オフィスビル・駐車場等）などを通して、広島の都市開発の一部の役割を果たしています。,広島県広島市中区東千田町2-9-29,1942,,1721,"2,335百万円",47.4,http://www.hiroden.co.jp/,スタンダード市場
2024-06-01,正栄汽船株式会社,海運業,2,■事業内容：船舶貸渡業、不動産保有事業,愛媛県今治市小浦町1-4-52,1962,,43,60百万円,,https://www.shoei-kisen.com,
2024-08-01,株式会社陽光,道路貨物運送業（宅配便・トラック運送など）,3,■事業概要：プライム企業の株式会社内田洋行のグループ会社。同社は総合物流企業として、運送、倉庫管理、流通加工、施工等の業務をトータルに展開しています。,大阪府大阪市北区中之島6-2-40中之島インテス17F,1964,,154,11百万円,44.0,http://yoko-g.com/,
2024-07-01,株式会社つばめ急便,道路貨物運送業（宅配便・トラック運送など）,8,■事業内容： 一般貨物自動車運送事業／貨物利用運送事業／一般倉庫業■特徴：現代では欠かすことが出来ない社会インフラとして、人々の暮らしや経済を支える物流業界にて、当社は創業以来50年にわたって、企業間（BtoB）物流企業として着実に成長してきました。2019年新ブランド「PhyDiOS」を立ち上げ、お客様の物流戦略に新たな価値を創造することを目指しています。EC物流にも参入していくなど、更なる成長・飛躍に向けて新たな挑戦を始めています。,大阪府大阪市北区中津6-8-36,1967,,560,99百万円,44.3,https://www.tsubamekyuubin.co.jp,
2024-08-01,西日本旅客鉄道株式会社（JR西日本）,鉄道業,23,当社は、西日本を中心に鉄道事業や不動産、流通などの事業を運営している会社です。地域に根差した事業を手掛ける中で、時代の変化に対応し、新たな価値を創造するべく、グループ一体となって《お客様体験・鉄道システム・従業員の働き方の再構築》に取り組んでいます。当社の長期ビジョンである『人、まち、社会のつながりを進化させ、心を動かす。未来を動かす。』の実現に向けて、人と人、人とまち、人と社会を、リアルとデジタルの場でつなぎ、西日本を起点に地域の課題を解決します。そして、持続可能で活力ある未来を創り、その先の一人ひとりが思い描く暮らしを様々なパートナーと共に実現していきます。,大阪府大阪市北区芝田2-4-24,1987,,21727,"226,136百万円",38.1,http://www.westjr.co.jp/,プライム市場
2024-08-01,株式会社ハマキョウレックス　春日部センター,道路貨物運送業（宅配便・トラック運送など）,4,物流センター事業・一般貨物自動車運送事業,静岡県浜松市中央区寺脇町1701番地の1（本社）,1971,代表取締役社長 大須賀 秀徳,852,65億47百万円（2024年3月末現在）,,http://www.hamakyorex.co.jp/,プライム市場
2024-07-01,京王電鉄株式会社,鉄道業,7,■事業内容：鉄道事業、土地・建物の賃貸業・販売業を行っています。■京王グループの事業展開：「京王電鉄」を中心に、運輸業、流通業、不動産業、レジャー・サービス業、その他業の5つのセグメントから構成されています。,東京都新宿区新宿3-1-24,1948,,2449,"59,023百万円",40.7,https://www.keio.co.jp/index.html,プライム市場
2024-06-01,三井倉庫ホールディングス株式会社,倉庫業・梱包業,1,■事業内容： 三井倉庫グループは設立以来、輸出入の最前線である保税倉庫を原点に、国内外また陸海空を網羅した物流ネットワークで、お客様のあらゆる物流課題に応える総合物流企業です。「社会を止めない。進化をつなぐ。」重要な社会インフラとしての誇りと責任を持ち、確固たる価値観を創造する企業でありたいと、物流の未来を見据えて活動しています。単にモノを預かる・運ぶに留まらず、地球環境はじめ様々な課題解決に結びつくサプライチェーンを構築し継続する、それが私たちの使命です。,東京都港区西新橋3-20-1,1909,,887,"11,219百万円",,https://msh.mitsui-soko.com/,プライム市場
2024-08-01,株式会社丸運,道路貨物運送業（宅配便・トラック運送など）,20,■事業概要：当社は創業130年を超える総合物流企業です。長年培った物流ノウハウを、先進のソリューションの融合により、お客様に最適なロジスティクスをご提案します。多彩な物流事業を展開しており、陸・海・空のあらゆる輸送手段を用いてさまざまな物流ソリューションを提供しています。確かな輸送品質と厚い信頼は長い歴史によって証明されています。,東京都中央区日本橋小網町7-2,1938,,351,"3,559百万円",42.1,https://www.maruwn.co.jp/,スタンダード市場
2024-08-01,サン　インテルネット株式会社,倉庫業・梱包業,11,■概要：食品を中心に医薬品・小売・各メーカー等、様々な商品を届ける独立系の物流企業です。1971年に倉庫会社としてスタートし、効率的な物流システム実現のための土地建物の企画開発や情報システムの構築、EC物流の拡大等、既存の枠にとらわれない発想で業態を多角化し、『先進の物流をデザインするサンインテルネット』として、順調に業績を伸ばしています。,神奈川県横浜市西区みなとみらい2-3-5クイーンズタワーC 10F,1971,,72,100百万円,38.0,http://www.sun-web.co.jp,
2024-06-01,愛知陸運株式会社（トヨタグループ）,道路貨物運送業（宅配便・トラック運送など）,3,自動車部品輸送事業、貸切（車扱）運送事業、航空貨物関連事業、物流提案事業、人材派遣業務、倉庫業、荷役業、加工組付け業,愛知県豊田市前林町住吉32番地,1942,取締役社長 山崎 義雄,1301,"4億6,500万円",,https://www.airiku.co.jp/,
2024-07-01,玉村運輸株式会社,道路貨物運送業（宅配便・トラック運送など）,2,■事業内容： 一般区域貨物運送業、倉庫事業、通運事業、その他附帯する関連事業■当社の特徴：当社は、1948年から運輸・倉庫業を展開する企業です。関西はもとより、東海、関東と全国に拠点を展開し、広大な倉庫と100台を超える車輛を持ち、物流のあらゆる業務をワンストップで提供。また最新の輸送システムも積極的に取り入れ、安心で迅速なサービス提供を可能にしています。特に「紙」に特化した輸送サービスには絶大な信頼をいただいており、取引先には、紙業界での有力企業がズラリ。物流は経済活動を維持する上で、いつの時代も社会に欠かせないもの。需要がなくなることのない安定業界です。,大阪府東大阪市楠根2-1-67,1972,,142,60百万円,,http://www.tamamura-unyu.co.jp/,
2024-06-01,株式会社ケイシン,道路貨物運送業（宅配便・トラック運送など）,2,■事業内容：1960年の創業から運送事業を展開し、事業所間の配送に特化した企業です。食品原料から生活用品、自動車部品に建築資材、医療用品など、多種多様な業界のお客様の配送業務を行っています。ケイシングループ独自の輸送ネットワークは、近畿2府4県に三重県の一部を加えたエリアをカバーしています。12箇所の拠点（配送センター・営業所）と400台の車両からなる輸送ネットワークで近畿全域にきめ細かな輸送サービスを提供しています。近畿エリアに特化することで、早朝へのお届けや、積み卸し回数の少ない高品質輸送を実現しています。,大阪府茨木市宮島1-3-1,1960,,388,90百万円,,https://www.keishin.jp/,
2024-08-01,株式会社商船三井,海運業,8,■概要：世界的規模において不定期船、各種専用船、油送船、LNG船及びコンテナ船による海上貨物運送を行い、運賃、貸船料、運航手数料等を収受する海運業、海洋事業、倉庫業及び不動産賃貸業を行っています。※グループ運航船舶規模799隻で輸送能力は世界トップクラスです。,東京都港区虎ノ門2-1-1,1884,,1168,"65,589百万円",37.8,http://www.mol.co.jp/,プライム市場
2024-06-01,山陽電気鉄道株式会社,鉄道業,1,■事業内容： 鉄道事業・鉄道 営業キロ 63.2km 車両数 217両・索道・遊園 須磨浦ロープウェイ・須磨浦山上遊園土地建物事業不動産の賃貸・売買等■ビジョン山陽電車は1907年の会社創立以来、グループ会社とともに、沿線地域のみなさまの生活を支える様々な総合サービスを提供し、発展を続けてきました。今後もシンボルマークに込められた「感謝」「信頼」「挑戦」のキーワードを胸に刻み、沿線地域や社会の発展にますます貢献できるよう、新たな歩みを進めていきます。,兵庫県神戸市長田区御屋敷通3-1-1,1933,,763,"10,090百万円",41.8,https://www.sanyo-railway.co.jp/,プライム市場
2024-08-01,鶴丸海運株式会社,海運業,14,■事業内容：（1）内航海運事業…同社の推進する経済的でなおかつ地球環境保護に最も適した海上輸送では、セメント専用船をはじめ、一般貨物船、ガット船、プッシャーバージ、ボックスバージ、台船など特殊船を多数保有して、あらゆる形状物の海上輸送も可能にするなど、顧客のさまざまなニーズに応える体制を整えました。,福岡県北九州市若松区本町1-5-11,1921,,516,200百万円,42.4,https://tsurumaru.co.jp/,
2024-07-01,NSユナイテッド海運株式会社,海運業,1,■事業概要：外航海運業,東京都千代田区大手町1-5-1大手町ファーストスクエア ウエストタワー,2010,,232,"10,300百万円",39.0,http://www.nsuship.co.jp,プライム市場
2024-08-01,岡崎通運株式会社,道路貨物運送業（宅配便・トラック運送など）,5,■事業の特徴：輸送・通運業務をはじめ、それらを下支えする物流センターやパッカー車などを使った環境業務、給食配送業務など、多岐にわたる事業を行っています。（1）輸送業務…小口集約輸送、定期輸送、特別チャーター手配輸送、フルトレーラー輸送）（2）地域配送業務…日用品配送、自動車補修部品配送、食品配送（3）通運業務…JRコンテナ輸送通運業務（4）物流センター（5）物流関連業務…環境業務、給食配送業務、フォークリフトトレーナー派遣、派遣／請負,愛知県岡崎市東大友町字土下35,1950,,634,45百万円,,http://www.okatsu.co.jp/,
2024-07-01,丸全昭和運輸株式会社,道路貨物運送業（宅配便・トラック運送など）,1,■物流事業貨物自動車運送事業利用運送事業（貨物自動車・鉄道・外航海運・内航海運・航空）港湾運送事業（一般港湾運送・港湾荷役・艀運送）倉庫業、通関業、梱包業、海上運送事業、航空運送代理店業■構内作業及び機械荷役事業工場構内での原料、製品、重量物、精密機械等の移送、組立、充填、構内倉庫への保管、入出荷作業とこれらに附帯する諸作業並びに機械の賃貸■その他事業建設業、警備業 など,神奈川県横浜市中区南仲通2-15,1931,代表取締役社長 岡田 廣次,3790,101億2791万2694円（2023年8月末現在）,,https://www.maruzenshowa.co.jp/,プライム市場
2024-05-01,北九州高速鉄道株式会社,道路旅客運送業,1,■事業内容：・軌道法による一般運輸業・土地建物及び施設の売買、賃貸並びに建設業・公共施設の管理の受託業・広告宣伝業・飲食店業並びに食品雑貨、薬品、酒類及びタバコ等の販売業・損害保険代理業・生命保険の募集に関する業務・旅行業務・前各号に関連する一切の事業,福岡県北九州市小倉南区企救丘2-13-1,1976,,154,"3,000百万円",,"Failed to retrieve page, status code: 410",
2024-07-01,豊栄交通株式会社,道路旅客運送業,1,＜事業内容＞■一般乗用旅客自動車運送事業■一般貸切旅客自動車運送事業■一般乗合旅客自動車運送事業■一般労働者派遣事業■特定信書便事業■第2種旅行業務＜車両台数＞■バス運行課148台（大型バス41台、中型バス5台、小型バス49台、乗合バス53台）■ハイヤー・タクシー運行課84台（タクシー58台、ハイヤー19台、大型1台、特大3台、福祉車両3台）,愛知県豊田市深田町1-126-1,1953,代表取締役社長 境 政義,370,"4,800万円",48.0,https://www.hoei-group.co.jp/,
2024-06-01,ダイヤモンドエアサービス株式会社,航空運輸業,3,■事業内容：（1）航空機運行事業（2）航空機製造事業,愛知県西春日井郡豊山町大字豊場1三菱重工業株式会社 名航小牧南工場内,1989,,540,20百万円,43.0,https://www.das.co.jp/,
2024-07-01,株式会社ジェネック,海運業,1,■事業内容： 港湾運送事業、内航海運業、外航海運業、貨物自動車運送事業、貨物運送取扱事業、倉庫業、通関業、海運代理店業、海運仲立業、航空運送代理店業、産業廃棄物収集運搬業、電子機器及び部材、機械器具、金型、輸送機器の輸出入又は国内売買 前各号に付帯する一切の事業■事業部門：(1)代理店部門 外国貿易船への乗船及び入出港手続き・関係官庁との打合せ等の船舶代理店業務(2)物流部門 顧客対応・在庫管理・通関書類の作成等の業務(3)港湾部門 本船コンテナ積み下ろしのプランニング、フォアマン業務、VANPOOL管理業務、ドキュメント業務、船会社との輸出入書類の対応,福岡県北九州市門司区港町9-11門司港レトロスクエアセンタービル3F,1949,,272,242百万円,43.3,http://www.geneq.co.jp/,
2024-07-01,有限会社臼田産業,倉庫業・梱包業,1,■事業詳細：1.輸出梱包全般（各種精密機械・重量機械・プラント機器の耐防錆梱包）2.上記に付帯する業務■特徴：昭和47年業務開始以来、着実に業積を伸ばしています。時代の変化に即応し、今後さらなる業務の発展を目指しています。有給消化率が高い会社です。■工場：太刀浦第一工場（福岡県北九州市門司区太刀浦海岸20-3）太刀浦第二工場（福岡県北九州市門司区太刀浦海岸67-1）太刀浦第三工場（福岡県北九州市門司区太刀浦海岸67-11）,福岡県北九州市門司区旧門司2-5-20,1972,,19,10百万円,46.0,https://usuda1917.com/,
2024-07-01,関門コンテナターミナル株式会社,倉庫業・梱包業,1,■事業内容：コンテナヤード内の沿岸荷役作業、コンテナの船内荷役作業、ストラドルキャリアの整備,福岡県北九州市門司区太刀浦海岸19,1970,,95,36百万円,42.0,https://www.kmnct.co.jp/company/,
2024-07-01,株式会社アストライン,倉庫業・梱包業,1,■事業内容： ・倉荷証券発行許可倉庫・保税蔵置場許可倉庫・農林水産省指定倉庫・定温保管倉庫・通関業・貨物自動車運送業・貨物運送取扱事業・海上運送取次事業・海上利用運送事業・航空運送取次事業・損害保険代理業・不動産賃貸借及び管理業・トランクルーム,和歌山県和歌山市新中通4-37,1947,,320,19百万円,42.0,http://www.astline.co.jp,
2024-07-01,島本海運株式会社,海運業,1,■事業内容：・船舶代理店・造船業■事業の特徴：和歌山港にて小型船舶の建造・修理と、兵庫県神戸市・大阪府・和歌山県の各港湾での外航・内航船の船舶代理店業務を行っています。,和歌山県和歌山市築港5-7,1918,,57,25百万円,,なし,
2024-08-01,エア・ウォーター物流株式会社,道路貨物運送業（宅配便・トラック運送など）,1,■貨物自動車運送事業■貨物利用運送事業■自動車分解整備事業■倉庫業■物流システムコンサルティング■低・定温輸送システムによる血漿・医薬品輸送システム■流通加工サービス業務■引越に関する業務全般■産業廃棄物の収集、処理事業■飼料、肥料の販売及び、製造加工並びに製造加工の請負■各種機械設置工事の請負,■本社：北海道札幌市豊平区月寒東2条16-1-6,1962,代表取締役社長 佐藤 能衞,1700,1億7750万円,,https://www.awlg.co.jp/,
2024-07-01,鶴丸興業株式会社,海運業,2,各種保険商品の取扱いや船用石油製品の販売、台船貸渡等を行っております。・船舶用燃料、潤滑油、その他石油製品販売・台船、デッキバージ貸渡業及び内航船運航業／港湾運送業・損害保険の募集業務・生命保険の募集業務・自動車損害賠償保険法に基づく保険代理業・塗料の販売及び塗装工事業・船舶、車両用機器及びその部品の販売業・梱包資材販売及び梱包業他上記各号に付与する一切の業務,福岡県北九州市若松区本町1-4-21,1963,,6,10百万円,,http://www.tsurumaru.co.jp/kougyou/index.htm,
2024-07-01,株式会社近藤海事,海運業,3,■事業内容：（1）サルベージ作業（2）内航輸送作業（3）起重機船作業（4）曳航及び海洋作業部門（5）臨海土木工事,福岡県北九州市若松区北湊町3-24,1904,,60,75百万円,,http://www.konsal.co.jp/,
2024-08-01,豊鶴海運株式会社,海運業,1,■事業内容： ・内航海運業（内航船舶貸渡業）・船舶の賃貸借及び売買■特徴： 当社は西日本最大級の取扱量を誇る広域関門港を活動の拠点に置き、九州一円から全国へ総合物流事業を展開する鶴丸海運株式会社を親会社に持つ船主会社です。■船舶明細：・セメント船：第八ゆたか丸・一般貨物船：双鶴、翔鶴・ガット付貨物船：遠賀,福岡県北九州市若松区本町1-5-11,1973,,55,10百万円,50.0,http://www.tsurumaru.co.jp/toyotsuru_profile.html,
2024-06-01,松栄株式会社,海運業,1,■事業内容：内航海運業、海運仲立業、貨物運送取扱業、通関取扱業、荷役作業請負業、損害保険代理店業、生花販売業、化粧品販売業、石材及び石材製品の販売業、汚水に含まれる重金属類の除去等の環境機器の製造並びに販売、カーボン原料の販売、産業廃棄物の収集運搬処理業、特別管理産業廃棄物の収集運搬処理業、産業廃棄物のリサイクル及びコンサルティング、船舶の荷役装置に関する技術コンサルタント、ネームプレートの製造・販売、道路付属物設置工事、広告宣伝及び販売促進に関する企画・制作・実地並びに広告代理店業、ポスター・パンフレット・カタログ・ピーアール雑誌の企画制作、看板・表示板の制作,福岡県北九州市若松区久岐の浜7-1,1997,,30,40百万円,,http://www.shoei-company.jp/,
2024-06-01,中央自動車倉庫株式会社,倉庫業・梱包業,1,＜中央自動車倉庫株式会社について＞中央自動車倉庫株式会社は１９５２年に群馬県を基盤とした輸送業者として創業致しました。現在は物流施設を自社で所有し運用する倉庫業を主軸に、オールテレーン・ラフタークレーンのオペレーティングリース業にも取り組んでおり、今日に至るまでの70有余年、群馬県を中心とした物流機能・重機供給の一翼を担って参りました。,群馬県高崎市八幡原町337,1952,,80,90百万円,40.0,http://www.hi-cjs.co.jp/index.html,
2024-08-01,日豊トランスポート株式会社,道路貨物運送業（宅配便・トラック運送など）,1,■一般貨物運送事業■貨物取扱事業■産業廃棄物収集運搬事業■特別産業廃棄物収集運搬事業【所有車両】セメントローリー60台・ミキサー車38台・ダンプ車18台・その他14台,福岡県北九州市小倉北区西港町16番地19,2000,代表取締役社長 岩谷 悟郎,140,9000万円,,https://www.npks.co.jp/group/transport.html,
2024-07-01,株式会社アップル運輸,道路貨物運送業（宅配便・トラック運送など）,1,■事業内容：・一般貨物自動車輸送事業 （新自貨第１４６号）・貨物輸送取扱事業・コンテナーの賃貸及び販売・紙類及び加工紙の販売／業務請負業・特定労働者派遣事業／産業廃棄物収集運搬業 （許可番号２００１０６６８６６号）／飲食業,長野県上田市古里1620-1,1987,,200,40百万円,42.0,http://www.apple-tp.co.jp/info.html,
2024-08-01,トーショー丸貨株式会社,道路貨物運送業（宅配便・トラック運送など）,1,当社は、長年にわたり大手荷主様と信頼関係を築き、国内輸送市場で確固たる地位を築いてきた物流会社です。全国に拠点を持ち、多様な物流サービスを提供しており、その輸送エリアの拡大と充実した倉庫管理体制が当社の成長を支えています。【事業内容】一般貨物自動車運送事業／自動車運送取扱事業／自動車の修理・板金塗装・販売／損害保険代理業／倉庫業／通関業務【業界地位】業界内での広範な輸送ネットワークを有し、群馬県内の配送から全国各地への長距離輸送まで、幅広いニーズに応えることで市場内でのシェアを拡大しています。また、独自の倉庫システムと流通加工サービスにより、市場の参入障壁を築いています。,群馬県佐波郡玉村町斉田453-2,1980,,101,98百万円,,https://www.tohsho-gr.co.jp/company/tohsho-maruka/,
2024-08-01,株式会社コスモフーズサービス,道路貨物運送業（宅配便・トラック運送など）,1,【一般貨物自動車運送業】◎県内及び関東・関西・中京エリアを中心とした定期便の食品輸送■車両台数：大型76台増トン6台中型27台小型3台（合計／112台）,長野県飯田市座光寺5158【営業所】飯田・長野・松本・新潟・長岡,1994,代表取締役 牧内 俊二,179,3500万円,,https://cosmo-fs.jp/,
2024-06-01,北海道郵便逓送株式会社,道路貨物運送業（宅配便・トラック運送など）,1,■事業内容： 郵便物の運送・収集・航空コンテナ輸送・一般貨物運送≪全道各地をつなぐ北逓ネットワーク≫当社は全道各地に事業拠点をもち、市内における郵便物の集荷をはじめ、全道にはりめぐらされた郵便運送線路の運行等、北海道の郵便輸送の一翼を担っている会社です。,北海道札幌市東区北八条東1-2-1,2013,,355,50百万円,47.0,https://hokutei.com/,
2024-06-01,株式会社ニチレイ・ロジスティクス中四国,道路貨物運送業（宅配便・トラック運送など）,5,■事業内容：冷蔵倉庫業、貨物利用運送事業■ニチレイロジグループについて：～低温物流業界国内No.1～国内最大の冷蔵保管能力、全国を網羅する輸配送ネットワーク、徹底した物流品質管理、顧客のニーズの上を提案する物流コンサルティング、これらを組み合わせたロジスティクス事業において、国内No.1の地位を確立しております。『ニチレイロジグループが何かあると、日本の食がストップする』といっても過言でないほど、社会的使命感のある仕事を担っています。,広島県広島市西区草津港1-7-3㈱ニチレイ・ロジスティクス中四国 広島物流センター2F,1966,,98,50百万円,,https://www.nichirei-logi.co.jp/index.html,
2024-07-01,山光運輸株式会社,道路貨物運送業（宅配便・トラック運送など）,1,■建築資材運搬■自動車リース業■賃貸業・倉庫業【許可・免許】◇一般貨物自動車運送事業 札陸自認590号◇自動車運送取扱業◇車両の賃貸業◇倉庫業 北海道運輸局長第134号◇動産・不動産の賃貸業◇産業廃棄物収集運搬業 北海道知事第00100号,札幌市白石区流通センター5丁目3-6,1963,代表取締役社長 藤田 聡史,,1300万円,,http://www.sanko-u.co.jp/,
2024-07-01,栄運輸株式会社,道路貨物運送業（宅配便・トラック運送など）,1,■企業概要・群馬県伊勢崎市のインター南に本社を構え、 配送エリアを関東と長野県内に絞り、輸送を行っているトラック運送事業を展開しております。・取扱貨物は多技に渡り取扱っていますが、殆どの車輌がウイング車のため、その性質を生かした貨物が主体の配送となっております。,群馬県伊勢崎市三和町2529,1989,,38,14百万円,,http://sakae-unyu.co.jp/,
2024-08-01,吉浦運送株式会社,道路貨物運送業（宅配便・トラック運送など）,4,■企業概要：一般貨物運送業（主に新車・中古車回送業務、貨物その他全般）,福岡県福岡市中央区那ノ津3-14-14,1956,,234,12百万円,45.0,http://www.ytc-log.co.jp,
2024-07-01,ジャム・インターナショナル株式会社,海運業,2,■事業内容：国際複合一貫輸送・貿易・フォワーディングサービス、通関業務、保税倉庫管理、国内運送,福岡県福岡市博多区堅粕5-8-18ヒノデビルディング 6F,1981,,36,10百万円,49.0,https://jaminter.co.jp/,
2024-07-01,八洋株式会社,倉庫業・梱包業,1,■事業内容： 冷凍保管庫・不動産業,福岡県福岡市中央区那の津3-7-7,,,4,,,なし,
2024-08-01,さくら運輸株式会社　北広島営業所,道路貨物運送業（宅配便・トラック運送など）,1,■事業内容：(1)一般貨物自動車運送事業(2)入出庫管理業務■グリーンエキスプレスグループについて：・北海道を中心に、東北・関東エリアまで幅広い物流ネットワークを構築している『グリーンエキスプレスグループ』。私たちは1983年のグループ参入以来、グループ内の中核企業の一つとして北海道の物流網を支えて参りました。・運送事業、倉庫業を基幹事業として、自動車整備業、損害保険代理店業、不動産管理業、人材派遣業、青果仲卸業等、グループ全22社の中核会社として、管理業務を事業としています。■車両保有台数：・57台（トレーラーヘッド14台、トレーラーシャーシ14台、その他車両29台）,北海道札幌市西区発寒十三条13-2-40,1966,,55,25百万円,,https://green-exp.co.jp/,
2024-06-01,岡山スイキュウ株式会社,道路貨物運送業（宅配便・トラック運送など）,2,■事業内容：一般貨物自動車運送事業、貨物自動車利用運送、倉庫業、産業廃棄物収集、運搬及び処理業、一般労働者派遣業、宅地建物取引業、不動産業、保育・福祉事業、認可外保育事業,岡山県岡山市南区泉田371-1,1960,,576,48百万円,45.9,https://www.suikyugrp.co.jp/,
2024-07-01,みづほ倉庫株式会社,道路貨物運送業（宅配便・トラック運送など）,1,【企業概要】倉庫と運輸の業務の連携を持ち、お客様の大切なお荷物を安全、確実に保管配送を行う事が可能な総合物流企業です。・お客様のお荷物共に、プライバシーもお預かりしております。・JR大宮駅からもっとも近い認可を受けた営業倉庫です。倉庫、運送、不動産の連携も持つオンリーワン企業です。・お客様へは、「とりあえず御相談下さい！」と申し上げております。それは空間を創造し、不可能が可能になるノウハウが、当社にはあるからです。,埼玉県さいたま市大宮区北袋町1-323,1948,,14,20百万円,,https://www.mizuho-souko.co.jp/,
2024-06-01,下津井電鉄株式会社,道路旅客運送業,1,旅客自動車運送業（乗合・高速・貸切）、住宅・不動産業、レストラン など【事業部】バス事業部／住宅事業部／開発事業部／管理事業部,岡山市北区大元駅前3番61号,1911,代表取締役 永山 久仁彦,204,1億円,,https://shimoden.co.jp/,
2024-07-01,飯盛運輸株式会社,道路貨物運送業（宅配便・トラック運送など）,1,■事業内容：・生コンクリート輸送・生コンクリート輸送効率化支援・土木工事一式,福岡県福岡市西区羽根戸410-1,1990,,,10百万円,,https://www.iimoriunyu.com/,
2024-06-01,ＳＢＳ即配サポート株式会社,道路貨物運送業（宅配便・トラック運送など）,1,■即配事業（SBS即配便）■AZ事業（企業専属便）■環境事業（産業廃棄物、一般廃棄物、移転・搬出、家電配送、リサイクル、中間処理施設、最終処分先）■物流支援事業（店舗什器の製造と物流、デコレーション加工サービス等）,東京都江東区新砂1-5-29,1993,代表取締役 鎌田 正彦,599,1億円,,https://www.sbs-sokuhaisupport.co.jp/sksp/,
2024-06-01,株式会社トムコ,道路貨物運送業（宅配便・トラック運送など）,1,■事業内容・運輸事業・工場内作業・タンククリーニング・化成品取扱業,岡山県岡山市北区大供2-13-21大供マンション101,1972,,118,10百万円,,https://tomuco.co.jp/,
2024-07-01,グリーンエキスプレス株式会社,道路貨物運送業（宅配便・トラック運送など）,23,"■事業内容：・保管倉庫…札幌、旭川、苫小牧、函館に保管倉庫を備え、受注から保管、配送まできめ細やかなサービスを提供しています（倉庫面積 約12,400平方メートル）・重量物輸送…クレーン付き特殊車両4トンユニックからトレーラーウィングシャーシまで、鉄骨、機械など特別輸送を行っています。",北海道札幌市西区発寒十三条14-1080-30,1956,,706,10百万円,,http://green-exp.co.jp/,
2024-08-01,シーアール物流株式会社,倉庫業・梱包業,4,■事業内容：（1）物流事業…経済社会に欠かすことのできない物流の根幹である運送事業は、多面的な情報を活用しながら、モノを運ぶ仕事です。しかし、シーアールの物流事業は、単にモノを届ける仕事ではありません。どうやって届けるのかを、より効率的な方法はないか、情報管理と改善活動を日々行うことで、社会の豊かさへ貢献する事業です。（2）物流センター請負事業…人、モノ、荷物、情報が集約される拠点である物流センターの管理・運営に対応します。物流センターは、入出荷の作業スピードや精度、システム対応可能な在庫管理能力が問われます。,岡山県岡山市北区大内田820-7,,,1150,50百万円,,https://cr-logi.co.jp/,
