更新日,名称,業界(小分類),求人有無,所在地,設立,代表者,平均年齢,従業員数,企業URL,資本金,事業内容,上場市場名
2024-08-01,公益財団法人長崎県産業振興財団,特殊法人・財団法人・その他団体・連合会,無,長崎県長崎市出島町2-11出島交流会館 6Ｆ、7Ｆ,1966,代表理事 福重 武弘,,,,,,
2024-08-01,公益財団法人北九州産業学術推進機構,特殊法人・財団法人・その他団体・連合会,求人なし,福岡県北九州市若松区ひびき-2-1,1990,代表理事 松永 守央,,,,,,
2024-08-01,公益財団法人東大阪市産業創造勤労者支援機構,特殊法人・財団法人・その他団体・連合会,求人なし,大阪府東大阪市荒本北1-4-17クリエイション・コア東大阪北館 302,1984,理事長 西村 弘毅,,,,,,
2024-08-01,株式会社サイテック,その他,求人なし,埼玉県深谷市小前田1728-1,1973,代表取締役 樋口 裕晃,,,,10 百万円,,
2024-08-01,三井住友トラスト・ホールディングス株式会社,その他,求人なし,東京都千代田区丸の内1-4-1三井住友信託銀行本店ビル,2002,取締役 代表執行役社長 高倉 透,,,,"261,608 百万円",,プライム
2024-08-01,株式会社カツラテック,その他,求人なし,東京都中央区新富1-15-14相互新富ビル 601,1995,代表取締役 塩沢 宗一,,,,12 百万円,,
2024-08-01,社会福祉法人海老名市社会福祉協議会,特殊法人・財団法人・その他団体・連合会,求人なし,神奈川県海老名市勝瀬175-1海老名市役所内,1979,理事長 前田 洋子,,,,71 百万円,,
2024-08-01,独立行政法人経済産業研究所,特殊法人・財団法人・その他団体・連合会,求人なし,東京都千代田区霞が関1-3-1経済産業省別館 11Ｆ,2001,理事長 矢野 誠,,,,21 百万円,,
2024-08-01,アイズ株式会社,その他,求人なし,東京都板橋区常盤台3-5-8,2000,代表取締役 木村 謙一郎,,,,10 百万円,,
2024-08-01,丹羽広域事務組合,特殊法人・財団法人・その他団体・連合会,求人なし,愛知県丹羽郡大口町河北2-23,,経営者 江戸 滿,,,,180 百万円,,
2024-08-01,株式会社アルファテック,その他,求人なし,栃木県佐野市堀米町601,2001,代表取締役 齋川 勝博,,,,10 百万円,,
2024-08-01,国立研究開発法人海上・港湾・航空技術研究所,特殊法人・財団法人・その他団体・連合会,求人なし,東京都三鷹市新川6-38-1,2001,理事長 栗山 善昭,,,,"52,376 百万円",,
2024-08-01,社会福祉法人練馬区社会福祉事業団,特殊法人・財団法人・その他団体・連合会,求人なし,東京都練馬区光が丘6-4-1,1992,理事長 福島 敏彦,,,,"4,137 百万円",,
2024-08-01,社会福祉法人共生会,特殊法人・財団法人・その他団体・連合会,無,東京都葛飾区東四つ木1-12-17,1959,理事長 福島 俊彦,,,,"2,628 百万円",,
2024-08-01,銀行等保有株式取得機構,特殊法人・財団法人・その他団体・連合会,求人なし,東京都中央区新川2-28-1新川スクエア 4Ｆ,2002,理事長 半沢 淳一,,,,,,
2024-08-01,日本ルメンタム株式会社,その他,求人なし,神奈川県相模原市中央区小山4-1-55,2000,代表取締役 戸内 孝治,,,,200 百万円,,
2024-08-01,日本発条健康保険組合,特殊法人・財団法人・その他団体・連合会,求人なし,神奈川県横浜市金沢区福浦3-10,1959,,,,,,,
2024-08-01,公益財団法人九州運輸振興センター,特殊法人・財団法人・その他団体・連合会,求人なし,福岡県福岡市博多区博多駅東3-10-17陸運会館 3Ｆ,1981,代表理事 竹島 和幸,,,,,,
2024-08-01,荏原エリオットエネルギーホールディングス株式会社,その他,求人なし,千葉県袖ケ浦市中袖20-1,2002,代表取締役 宮木 貴延,,,,450 百万円,,
2024-08-01,一般社団法人日本テレワーク協会,特殊法人・財団法人・その他団体・連合会,求人なし,東京都千代田区神田神保町1-103東京パークタワー 2Ｆ,1993,会長 栗原 博,,,,,,
2024-08-01,株式会社ニットー,その他,求人なし,東京都荒川区西日暮里2-22-1ステーションプラザタワー 501,1999,代表取締役 吉成 高志,,,,15 百万円,,
2024-08-01,一般財団法人アジア太平洋研究所,特殊法人・財団法人・その他団体・連合会,求人なし,大阪府大阪市北区大深町3-1グランフロント大阪ナレッジキャピタルタワーＣ 7Ｆ,1964,代表理事 小浪 明,,,,,,
2024-08-01,株式会社栗菱コンピューターズ,その他,求人なし,大阪府大阪市中央区久太郎町2-5-28久太郎町恒和ビル 11Ｆ,1974,代表取締役 二木 伸郎,,,,80 百万円,,
2024-08-01,国立研究開発法人情報通信研究機構,特殊法人・財団法人・その他団体・連合会,無,東京都小金井市貫井北町4-2-1,2001,理事長 徳田 英幸,,,,"145,554 百万円",【国立研究開発法人情報通信研究機構（NICT）とは】情報通信分野を専門とする公的研究機関として、ICTの高度化による社会課題の解決や新たな価値の創造が使命。その実現のために、世界最先端技術の研究開発へチャレンジし、社会展開・実装に努めていきます。 2024年3月doda掲載求人より引用,
2024-08-01,東京管路総研株式会社,その他,求人なし,東京都三鷹市新川5-17-16ＴＫＳＢＩＬ,2003,代表取締役 佐藤 龍弥,,,,40 百万円,,
2024-08-01,警察共済組合,特殊法人・財団法人・その他団体・連合会,求人なし,東京都千代田区三番町6-8,1962,理事長 金髙 雅仁,,,,,,
2024-08-01,公益財団法人パナソニック教育財団,特殊法人・財団法人・その他団体・連合会,求人なし,東京都港区虎ノ門1-1-10第2ローレルビル 6Ｆ,1973,代表理事 小野 元之,,,,,,
2024-08-01,株式会社ジャパンエキスパートシステム,その他,求人なし,東京都港区南青山2-22-14フォンテ青山910,1987,代表取締役 中島 真成,,,,72 百万円,,
2024-08-01,一般財団法人東京都人材支援事業団,特殊法人・財団法人・その他団体・連合会,求人なし,東京都新宿区歌舞伎町2-44-1東京都健康プラザハイジア 12Ｆ,1989,代表理事 榎本 雅人,,,,,,
2024-08-01,株式会社オー・ティー・アイ,その他,求人なし,東京都江東区住吉1-16-13富士工第2ビル 5Ｆ,1979,代表取締役 荻原 勝,,,,63 百万円,,
2024-08-01,大阪府国民健康保険団体連合会,特殊法人・財団法人・その他団体・連合会,求人なし,大阪府大阪市中央区常盤町1-3-8中央大通ＦＮビル,1949,,,,,,,
2024-08-01,独立行政法人国立女性教育会館,特殊法人・財団法人・その他団体・連合会,求人なし,埼玉県比企郡嵐山町大字菅谷728,2001,理事長 内海 房子,,,,"3,615 百万円",,
2024-08-01,独立行政法人教職員支援機構,特殊法人・財団法人・その他団体・連合会,求人なし,茨城県つくば市立原3,2001,理事長 荒瀬 克己,,,,"3,891 百万円",,
2024-08-01,国立研究開発法人国際農林水産業研究センター,特殊法人・財団法人・その他団体・連合会,求人なし,茨城県つくば市大わし1-1,2001,理事長 小山 修,,,,"8,470 百万円",,
2024-08-01,国立研究開発法人農業・食品産業技術総合研究機構,特殊法人・財団法人・その他団体・連合会,求人なし,茨城県つくば市観音台3-1-1,2001,理事長 久間 和生,,,,"338,622 百万円",,
2024-08-01,独立行政法人製品評価技術基盤機構,特殊法人・財団法人・その他団体・連合会,求人なし,東京都渋谷区西原2-49-10,2001,理事長 長谷川 史彦,,,,"19,010 百万円",,
2024-08-01,国立研究開発法人国立環境研究所,特殊法人・財団法人・その他団体・連合会,求人なし,茨城県つくば市小野川16-2,2001,理事長 木本 昌秀,,,,"36,793 百万円",,
2024-08-01,独立行政法人北方領土問題対策協会,特殊法人・財団法人・その他団体・連合会,求人なし,東京都台東区北上野1-9-12住友不動産上野ビル 9Ｆ,2003,理事長 諸星 衛,,,,256 百万円,,
2024-08-01,預金保険機構,特殊法人・財団法人・その他団体・連合会,求人なし,東京都千代田区大手町1-9-2大手町フィナンシャルシティグランキューブ 13Ｆ,1971,理事長 三井 秀範,,,,"31,475 百万円",,
2024-08-01,独立行政法人空港周辺整備機構,特殊法人・財団法人・その他団体・連合会,求人なし,福岡県福岡市博多区博多駅東2-17-5ＡＲＫビル 9Ｆ,2003,理事長 今野 洋美,,,,400 百万円,,
2024-08-01,一般財団法人北海道電気保安協会,特殊法人・財団法人・その他団体・連合会,求人なし,北海道札幌市西区発寒六条12-6-11,1966,代表理事 富樫 泰治,,,,,,
2024-08-01,共和設計株式会社,その他,求人なし,長野県長野市差出南3-7-4,1971,代表取締役 桑村 浩匡,,,,39 百万円,,
2024-08-01,和歌山染工株式会社,その他,求人なし,和歌山県和歌山市納定32,1917,代表取締役 髙垣 博明,,,,50 百万円,,
2024-08-01,赤城酪農業協同組合連合会,その他,求人なし,群馬県前橋市二之宮町1448,1956,代表理事 小林 幹男,,,,77 百万円,,
2024-08-01,株式会社新生,その他,求人なし,長野県長野市大字南長野北石堂町1375,1968,代表取締役 久保田 純朗,,,,10 百万円,,
2024-08-01,赤塚株式会社,その他,求人なし,北海道札幌市中央区南十六条西11-2-20南16条ビル 1Ｆ,1956,代表取締役 赤塚 弘茂,,,,11 百万円,,
2024-08-01,株式会社長野フロー,その他,求人なし,長野県長野市若穂川田3800-3,1972,代表取締役 髙木 真,,,,30 百万円,,
2024-08-01,和歌山県農業協同組合連合会,特殊法人・財団法人・その他団体・連合会,求人なし,和歌山県和歌山市美園町5-1-1和歌山県ＪＡビル 3Ｆ,1948,代表理事 楠本 健次,,,,"4,774 百万円",,
2024-08-01,新設工業株式会社,その他,求人なし,長野県長野市青木島町綱島310,1976,代表取締役 工藤 英貴,,,,25 百万円,,
2024-08-01,東洋コーポレーション株式会社,その他,求人なし,福岡県北九州市門司区東港町6-10,1948,代表取締役 安永 大輔,,,,45 百万円,,
2024-08-01,橋本食品株式会社,その他,求人なし,福岡県北九州市門司区錦町6-21,1961,代表取締役 兒玉 斉,,,,10 百万円,,
2024-08-01,有限会社徳秀自動車商会,その他,求人なし,長野県長野市早苗町37,1964,代表取締役 徳永 洋一,,,,6 百万円,,
2024-08-01,協和自動車有限会社,その他,求人なし,群馬県前橋市三俣町2-1-3,1964,代表取締役 倉賀野 功,,,,8 百万円,,
2024-08-01,春風海運株式会社,その他,求人なし,福岡県北九州市門司区港町9-4Ｓ．ＳＢＬＤＧ 4Ｆ,1996,代表取締役 空 真一郎,,,,50 百万円,,
2024-08-01,群馬県酒造協同組合,特殊法人・財団法人・その他団体・連合会,求人なし,群馬県前橋市上長磯町300-1,1950,代表理事 吉田 幸雄,,,,21 百万円,,
2024-08-01,株式会社マスメン,その他,求人なし,和歌山県和歌山市新中通2-8,1951,代表取締役 増田 和則,,,,20 百万円,,
2024-08-01,医療法人福慈会,その他,求人なし,和歌山県和歌山市和歌浦東3-5-31,1976,理事長 福 昭人,,,,464 百万円,,
2024-08-01,群馬友好貿易株式会社,その他,求人なし,群馬県前橋市大友町1-2-15群馬友好貿易ビル,1967,代表取締役 布施 智博,,,,100 百万円,,
2024-08-01,株式会社大田商会,その他,求人なし,福岡県北九州市門司区浜町12-12大田ビル,1973,代表取締役社長 大田 圭彦,,,,15 百万円,,
2024-08-01,株式会社大室洗染所,その他,求人なし,北海道札幌市中央区大通西6-8,1958,代表取締役 大室 昭洋,,,,15 百万円,,
2024-08-01,株式会社中長商店,その他,求人なし,和歌山県和歌山市堀止東1-1-27,1934,代表取締役 中谷 友紀,,,,24 百万円,,
2024-08-01,株式会社建販,その他,求人なし,長野県長野市川中島町御厨652,1978,代表取締役 中村 周一,,,,49 百万円,,
2024-08-01,株式会社カワネン,その他,求人なし,長野県長野市稲里町下氷鉋499-3,1964,代表取締役 北澤 雅博,,,,11 百万円,,
2024-08-01,株式会社三協,その他,求人なし,福岡県北九州市門司区西海岸3-1-28,1965,代表取締役 小栁 繁正,,,,10 百万円,,
2024-08-01,ぎょれん販売株式会社,その他,求人なし,北海道札幌市中央区北十三条西19-37-6ぎょれんビル 5Ｆ,1967,代表取締役 平野 康隆,,,,50 百万円,,
2024-08-01,株式会社均善堂,その他,求人なし,和歌山県和歌山市紀三井寺854-16,1974,代表取締役 栗原 登,,,,10 百万円,,
2024-08-01,一鱗共同水産株式会社,その他,求人なし,北海道札幌市中央区北八条西20-1-20,1959,代表取締役 本間 隆,,,,48 百万円,,
2024-08-01,株式会社バンズ,その他,求人なし,群馬県前橋市小神明町741-2,1969,代表取締役 松田 大輔,,,,36 百万円,,
2024-08-01,第一建設株式会社,その他,求人なし,群馬県前橋市昭和町2-2-2第一ビル 1Ｆ,1968,代表取締役 中村 康行,,,,25 百万円,,
2024-08-01,株式会社工研機製作所,その他,求人なし,北海道札幌市中央区北一条東11-22石塚ビル,1967,代表取締役 石塚 泰生,,,,10 百万円,,
2024-08-01,和歌山県漁業協同組合連合会,特殊法人・財団法人・その他団体・連合会,求人なし,和歌山県和歌山市雑賀屋町東ノ丁30,1951,代表理事会長 木下 吉雄,,,,209 百万円,,
2024-08-01,中山運送株式会社,その他,求人なし,群馬県前橋市天川大島町1330,1956,代表取締役 中山 宏,,,,10 百万円,,
2024-08-01,株式会社公商,その他,求人なし,北海道札幌市中央区北四条西4-1加森ビル3－2Ｆ,1975,代表取締役 加森 久丈,,,,10 百万円,,
2024-08-01,村上機工株式会社,その他,求人なし,福岡県北九州市門司区丸山1-11-18,1961,代表取締役 前田 慶太,,,,10 百万円,,
2024-08-01,株式会社畑山製衡所,その他,求人なし,和歌山県和歌山市禰宜1361-1,1944,代表取締役 畑山 忠德,,,,50 百万円,,
2024-08-01,有限会社萩原製作所,その他,求人なし,群馬県前橋市上大島町115-15,1974,代表取締役 石川 樹理,,,,3 百万円,,
2024-08-01,久松商事株式会社,その他,求人なし,群馬県前橋市北代田町691,1957,代表取締役 久松 一夫,,,,20 百万円,,
2024-08-01,株式会社藤生製作所,その他,求人なし,群馬県前橋市鳥羽町126,1957,代表取締役 藤生 雅彦,,,,50 百万円,,
2024-08-01,株式会社まるいち,その他,求人なし,北海道札幌市中央区南一条西3-1丸一ビルヂングラ・ガレリア 5Ｆ,1950,代表取締役 斎藤 友子,,,,10 百万円,,
2024-08-01,札証物産株式会社,その他,求人なし,北海道札幌市中央区南七条西8-1-16,1965,代表取締役 秋田 雅幸,,,,70 百万円,,
2024-08-01,片桐石油株式会社,その他,求人なし,和歌山県和歌山市雑賀崎2017-5,1979,代表取締役 片桐 敬晃,,,,10 百万円,,
2024-08-01,根岸運送株式会社,その他,求人なし,和歌山県和歌山市土佐町1-20,1960,代表取締役 根岸 洋充,,,,10 百万円,,
2024-08-01,札幌交通機械株式会社,その他,求人なし,北海道札幌市東区北七条東17-16,1952,代表取締役社長 佐々木 康行,,,,66 百万円,,
2024-08-01,札幌市農業協同組合,特殊法人・財団法人・その他団体・連合会,求人なし,北海道札幌市中央区北十条西24-1-10,1968,代表理事 藤田 範彦,,,,"4,683 百万円",,
2024-08-01,三木理研工業株式会社,その他,求人なし,和歌山県和歌山市栄谷13-1,1967,代表取締役 三木 保典,,,,15 百万円,,
2024-08-01,アクアパイプテック株式会社,その他,求人なし,北海道札幌市白石区菊水七条2-7-1札幌流通倉庫東ビル 7Ｆ,1986,代表取締役 髙橋 敏之,,,,95 百万円,,
2024-08-01,昭和食品株式会社,その他,求人なし,福岡県北九州市門司区黄金町6-28,1974,代表取締役 黒田 裕一,,,,10 百万円,,
2024-08-01,株式会社イマナガ,その他,求人なし,福岡県北九州市門司区新門司3-38-2,1982,代表取締役 今永 良二,,,,50 百万円,,
2024-08-01,九州惣菜株式会社,その他,求人なし,福岡県北九州市門司区黄金町6-28,1969,代表取締役 吉田 英次,,,,10 百万円,,
2024-08-01,札幌臨床検査センター株式会社,その他,求人なし,北海道札幌市中央区北三条西18-2-2,1965,代表取締役社長 伊達 忠應,,,,983 百万円,,スタンダード
2024-08-01,ツバメ運送株式会社,その他,求人なし,福岡県北九州市戸畑区牧山海岸4-48,1958,代表取締役 福井 將大,,,,10 百万円,,
2024-08-01,三栄電機販売株式会社,その他,求人なし,北海道札幌市白石区菊水五条3-2-11,2002,代表取締役 木村 誠吾,,,,10 百万円,,
2024-08-01,エスエム鉄工有限会社,その他,求人なし,福岡県北九州市門司区白野江3-31-16,1979,代表取締役 藤本 健典,,,,10 百万円,,
2024-08-01,株式会社島屋,その他,求人なし,北海道札幌市中央区南三条西8-11島屋ビル 1Ｆ,1962,代表取締役 島崎 孝夫,,,,10 百万円,,
2024-08-01,新進冷凍株式会社,その他,求人なし,群馬県前橋市飯土井町1246,1916,代表取締役 籠島 紳介,,,,10 百万円,,
2024-08-01,伊藤建材工業有限会社,その他,求人なし,和歌山県和歌山市小倉494,1953,代表取締役 伊藤 文寿,,,,20 百万円,,
2024-08-01,ダンクセキ株式会社,その他,求人なし,長野県長野市大字柳原2550,1957,代表取締役 関 武士,,,,15 百万円,,
2024-08-01,一般財団法人雑賀技術研究所,特殊法人・財団法人・その他団体・連合会,求人なし,和歌山県和歌山市黒田2-1-20,1963,代表理事 雜賀 慶二,,,,,,
2024-08-01,株式会社ホクエイ,その他,求人なし,福岡県北九州市門司区奥田4-7-1,1954,代表取締役 守田 修志,,,,20 百万円,,
2024-08-01,カントウ農材株式会社,その他,求人なし,群馬県前橋市荒口町561-9,1975,代表取締役 鈴木 康徳,,,,20 百万円,,
2024-08-01,株式会社美整社,その他,求人なし,長野県長野市中御所3-9-14,1980,代表取締役 浦野 康子,,,,20 百万円,,
2024-08-01,第一電気工業株式会社,その他,無,北海道札幌市中央区南五条西14-2-2マーキュリー5 1Ｆ,1957,代表取締役 内海 みどり,,,,20 百万円,情報が古い可能性があります。最新の情報を確認する場合はHP等をご覧ください。 ■各種電気設備の設計、施工、品質管理 2021年12月doda掲載求人より引用,
2024-08-01,都食品株式会社,その他,求人なし,群馬県前橋市古市町228,1954,代表取締役 永崎 雅信,,,,20 百万円,,
2024-08-01,株式会社ワーナテック,その他,求人なし,群馬県前橋市大渡町2-1-9,1960,代表取締役 渡辺 孝,,,,20 百万円,,
2024-08-01,株式会社マインドシンセイ,家電 （商社）,求人なし,福岡県北九州市門司区鳴竹1-14-14,1989,代表取締役 宮田 親志,,,,10 百万円,,
2024-08-01,ヂーゼル精器工業株式会社,自動車部品メーカー,求人なし,北海道札幌市中央区北一条東7-1,1957,代表取締役 木村 一丸,,,,10 百万円,,
2024-08-01,株式会社有石,石油・資源,求人なし,和歌山県和歌山市北島394-2有石ビル 1Ｆ,1961,代表取締役 有田 真隆,,,,11 百万円,,
2024-08-01,司株式会社,その他,求人なし,北海道札幌市中央区南九条西10-1783-11,1959,代表取締役 塚本 恵美,,,,10 百万円,,
2024-08-01,株式会社ミヤガワ,その他,求人なし,長野県長野市大字栗田1196,1973,代表取締役 宮﨑 敦史,,,,30 百万円,,
2024-08-01,株式会社土肥商店,その他,無,北海道札幌市中央区南一条西4-4丁目プラザ 8Ｆ,1931,代表取締役 土肥 聡一,,,,10 百万円,,
2024-08-01,長野ピーエス株式会社,その他,求人なし,長野県長野市若里1-23-11,1979,代表取締役 平山 武久,,,,10 百万円,,
2024-08-01,道央青果協同組合,特殊法人・財団法人・その他団体・連合会,求人なし,北海道札幌市中央区北十二条西20-2-2,1962,代表理事 堀崎 幸博,,,,23 百万円,,
2024-08-01,菊川工業株式会社,その他,求人なし,群馬県前橋市表町2-22-20,1952,代表取締役 菊川 善明,,,,22 百万円,,
2024-08-01,群馬県信用保証協会,特殊法人・財団法人・その他団体・連合会,求人なし,群馬県前橋市大手町3-3-1群馬県中小企業会館 5Ｆ,1954,経営者 池田 秀廣,,,,"280,099 百万円",,
2024-08-01,和歌山大同青果株式会社,その他,求人なし,和歌山県和歌山市西浜1660-401,1973,代表取締役 中村 達,,,,90 百万円,,
2024-08-01,ワタビキミート株式会社,その他,求人なし,群馬県北群馬郡吉岡町大字大久保257-1,1962,代表取締役 綿引 貴,,,,20 百万円,,
2024-08-01,群馬中央酪農業協同組合,その他,求人なし,群馬県前橋市荻窪町354-5,1962,代表理事 品川 文隆,,,,44 百万円,,
2024-08-01,株式会社シマモト繊維,その他,求人なし,和歌山県和歌山市西浜1411,1969,代表取締役 嶋本 圭志,,,,10 百万円,,
2024-08-01,株式会社ケーアイ,その他,求人なし,長野県長野市稲田3-48-35,1984,代表取締役 森井 功,,,,3 百万円,,
2024-08-01,若井糧穀株式会社,その他,求人なし,群馬県前橋市上大島町182-54東工業団地内,1952,代表取締役 金子 泰彦,,,,75 百万円,,
2024-08-01,群馬県建設事業協同組合,特殊法人・財団法人・その他団体・連合会,求人なし,群馬県前橋市富田町587-1,1973,代表理事 青柳 剛,,,,226 百万円,,
2024-08-01,株式会社古川製作所,その他,求人なし,和歌山県和歌山市西653,1967,代表取締役 古川 晃秀,,,,10 百万円,,
2024-08-01,和歌山電工株式会社,その他,求人なし,和歌山県和歌山市本町9-23,1967,代表取締役 土橋 加代子,,,,10 百万円,,
2024-08-01,田鍋水産加工株式会社,その他,求人なし,福岡県北九州市門司区黄金町4-14,1983,代表取締役 田鍋 幸司,,,,10 百万円,,
2024-08-01,株式会社日商印刷,その他,求人なし,長野県長野市大橋南2-5-1,1985,代表取締役 基井 照明,,,,24 百万円,,
2024-08-01,ぐんま共済協同組合,特殊法人・財団法人・その他団体・連合会,求人なし,群馬県前橋市石倉町4-9-10ぐんま共済ビル,1969,代表理事 田部井 俊勝,,,,987 百万円,,
2024-08-01,一般財団法人同愛会,特殊法人・財団法人・その他団体・連合会,求人なし,群馬県前橋市昭和町3-39-15群馬大学付属病院,1945,代表理事 白倉 賢二,,,,,,
2024-08-01,有限会社前橋奈良フアニチヤー,その他,求人なし,群馬県前橋市飯土井町692-2,1972,代表取締役 奈良 利夫,,,,4 百万円,,
2024-08-01,株式会社寳龍,その他,求人なし,北海道札幌市中央区南六条西3,1968,代表取締役 伊藤 信幸,,,,10 百万円,,
2024-08-01,株式会社野原商会,その他,無,福岡県北九州市門司区新門司3-25,1979,代表取締役 野原 和彦,,,,33 百万円,産業廃棄物処理業（収集運搬・処分）特別管理産業廃棄物処理業（収集運搬・処分）一般廃棄物処理業（収集運搬・処分）一般貨物自動車運送事業 プラ・非鉄金属買付・販売 2023年12月doda掲載求人より引用,
2024-08-01,北土設備株式会社,その他,求人なし,北海道札幌市中央区南十条西14-1-18,1973,代表取締役 砂田 美喜雄,,,,15 百万円,,
2024-08-01,星野水産株式会社,その他,求人なし,北海道札幌市中央区北七条西17-3,1968,代表取締役 星野 哲也,,,,45 百万円,,
2024-08-01,有限会社新栄無線,その他,求人なし,福岡県北九州市門司区原町別院17-1,1979,代表取締役 稲垣 美恵子,,,,3 百万円,,
2024-08-01,昭和金属株式会社,その他,求人なし,群馬県前橋市上大島町505-6,1983,代表取締役 江原 謙治,,,,30 百万円,,
2024-08-01,北海道学校生活協同組合,特殊法人・財団法人・その他団体・連合会,求人なし,北海道札幌市中央区南三条西12-1293（財）北海道教育会館 1Ｆ,1957,代表理事 木下 真一,,,,75 百万円,,
2024-08-01,北海道勤労者住宅生活協同組合,特殊法人・財団法人・その他団体・連合会,求人なし,北海道札幌市中央区北四条東2-7-6,1961,代表理事 小関 顕太郎,,,,163 百万円,,
2024-08-01,綜建産業株式会社,その他,無,群馬県前橋市清野町160-3,1979,代表取締役 萩原 洋平,,,,10 百万円,建築、土木用仮設資材の設計・製作・販売・レンタル□国内に本社含め4拠点、関連会社1拠点□海外に関連会社3拠点 2023年9月doda掲載求人より引用,
2024-08-01,一般財団法人北海道住宅協会,特殊法人・財団法人・その他団体・連合会,求人なし,北海道札幌市中央区北三条西7-1緑苑ビル 2Ｆ,1966,代表理事 貝田 保史,,,,,,
2024-08-01,株式会社興和製作所,その他,求人なし,和歌山県和歌山市福島618-6,1961,代表取締役 松場 崇晃,,,,10 百万円,,
2024-08-01,北海道チクレン農業協同組合連合会,特殊法人・財団法人・その他団体・連合会,求人なし,北海道札幌市厚別区厚別東五条1-2-29,1974,代表理事 貞廣 修,,,,490 百万円,,
2024-08-01,太平フーズ株式会社,その他,求人なし,群馬県前橋市朝倉町542-1,1975,代表取締役 井田 純一郎,,,,20 百万円,,
2024-08-01,北海道農産物集荷協同組合,特殊法人・財団法人・その他団体・連合会,求人なし,北海道札幌市中央区北四条西4-1札幌国際ビルディング 7Ｆ,1954,代表理事 髙井 博美,,,,84 百万円,,
2024-08-01,北海道ロードメンテナンス株式会社,その他,無,北海道札幌市中央区北一条東12-22,1970,代表取締役 大野 末治,,,,30 百万円,情報が古い可能性があります。最新の情報を確認する場合はHP等をご覧ください。 ■一般土木工事一式■道路の維持管理■道路排水施設清掃工■下水道施設の維持管理(清掃、TVカメラ調査、管更生、部分補修)■産業廃棄物処理業・収集運搬 2023年3月doda掲載求人より引用,
2024-08-01,株式会社丸誠本田誠一商店,その他,求人なし,北海道札幌市中央区北十二条西20-2-2,1965,代表取締役 本田 仁,,,,10 百万円,,
2024-08-01,群馬県中央生コンクリート協同組合,その他,求人なし,群馬県前橋市西片貝町5-15-1,1970,代表理事 髙木 康夫,,,,231 百万円,,
2024-08-01,株式会社信州青果流通,その他,求人なし,長野県長野市市場3-22青果仲卸売棟 12,1988,代表取締役 米望 忠雄,,,,15 百万円,,
2024-08-01,有限会社丸三商店,その他,求人なし,和歌山県和歌山市美園町4-30-4,1954,代表取締役 赤井 康造,,,,3 百万円,,
2024-08-01,株式会社和歌山一誠工作所,その他,求人なし,和歌山県和歌山市松島243-3,1969,代表取締役 大久保 利三郎,,,,10 百万円,,
2024-08-01,医療法人愛和会,その他,求人なし,長野県長野市大字鶴賀1042,1989,理事長 山田 祐司,,,,"1,305 百万円",,
2024-08-01,医療法人中沢会,特殊法人・財団法人・その他団体・連合会,求人なし,群馬県前橋市下大島町596-1,1984,理事長 服部 真弓,,,,"3,066 百万円",,
2024-08-01,美松企業株式会社,その他,求人なし,北海道札幌市中央区南三条西5-15,1964,代表取締役 中村 英喜,,,,10 百万円,,
2024-08-01,新和通信建設株式会社,その他,求人なし,長野県長野市川中島町原156-4,1982,代表取締役 牧 秀人,,,,10 百万円,,
2024-08-01,セイカ株式会社,その他,求人なし,和歌山県和歌山市南汀丁8,1973,代表取締役 竹田 純久,,,,80 百万円,,
2024-08-01,長野医療生活協同組合,特殊法人・財団法人・その他団体・連合会,求人なし,長野県長野市大字鶴賀西鶴賀町1570,1966,代表理事 菅田 敏夫,,,,"1,530 百万円",,
2024-08-01,株式会社平田商会,その他,求人なし,群馬県前橋市小相木町552-1,1980,代表取締役 平田 典之,,,,25 百万円,,
2024-08-01,池田鉄工株式会社,その他,求人なし,和歌山県和歌山市北牛町11,1960,代表取締役 池田 慶憲,,,,21 百万円,,
2024-08-01,日扇運輸機工株式会社,その他,求人なし,福岡県北九州市若松区南二島2-17-28,1971,代表取締役 中川 憲治,,,,24 百万円,,
2024-08-01,株式会社横山造園,その他,求人なし,北海道札幌市西区発寒六条5-5-3,1960,代表取締役 小華和 坦,,,,30 百万円,,
2024-08-01,株式会社峯,その他,求人なし,和歌山県和歌山市粟24-7,1962,代表取締役 田中 久美,,,,10 百万円,,
2024-08-01,花田工業株式会社,その他,求人なし,福岡県北九州市若松区北浜1-6-2,1956,代表取締役 大池 芳幸,,,,60 百万円,,
2024-08-01,有限会社栄峰,その他,求人なし,長野県長野市大字高田397丸泉ビル,1993,取締役 中澤 利昭,,,,3 百万円,,
2024-08-01,株式会社コヤマ,その他,求人なし,長野県長野市真島町真島202,1986,代表取締役 小山 和代,,,,10 百万円,,
2024-08-01,株式会社白新,その他,求人なし,東京都江東区千田9-10小林ビル4Ｆ,1981,代表取締役 佐藤 一男,,,,10 百万円,,
2024-08-01,株式会社吉田精工所,その他,求人なし,福岡県北九州市若松区南二島2-25-15,1958,代表取締役 吉田 麻子,,,,10 百万円,,
2024-08-01,大東工業株式会社,その他,求人なし,北海道札幌市中央区北四条西27-1-5,1961,代表取締役 飯島 裕幸,,,,50 百万円,,
2024-08-01,中野電話工業株式会社,その他,求人なし,福岡県北九州市若松区波打町6-23,1962,代表取締役 中野 浩一,,,,10 百万円,,
2024-08-01,有限会社みかづき店舗設計事務所,その他,求人なし,群馬県前橋市上小出町2-3-8,1978,代表取締役 宮﨑 哲也,,,,3 百万円,,
