更新日,名称,業界(小分類),求人有無,事業内容,所在地,設立,平均年齢,従業員数,資本金,企業URL,代表者
2024-07-01,株式会社プラチナコーティング,サブコン,1,■事業内容： ・建築塗装、外壁塗装・外壁工事、建築工事、水廻り工事、内装工事、屋根工事、防水工事、板金工事 ・リフォーム、エクステリア、ガーデニング工事、タイル工事・シロアリ駆除、除菌工事■会社の特徴：・地元密着の塗装専門店です。主に個人宅の外壁、屋根塗装、白あり駆除、内装・外構リフォームを行っています。・当社は職人直営店で下請け工事は無く、OB紹介や現場近くでの契約率も高く、お客様から高い信用を獲得しています。・大好きな塗り替えを通して、地域のご家族の笑顔を増やすことをモットーにしています。,茨城県守谷市みずき野5-5-7,2007,37.0,8,5百万円,https://platinum-paint.net/,
2024-07-01,Ａｒｍａｃｅｌｌ　Ｊａｐａｎ株式会社,住宅設備・建材,2,当社は、柔軟弾性発泡ゴム保温材のイノベーターとして、またエンジニア発泡材のリーダーとして、Armacellは革新的で安全な保温用と吸音用の弾性発泡材とメカニカルソリューションを開発し、お客様へ継続的持続可能な価値を創出しております。■事業内容：・空調・配管用断熱材、被覆用システム・吸音製品・付属製品の開発、製造、販売■本社以外拠点：・Armacell（本社・ルクセンブルク）・海外拠点（16か国以上）・世界24の生産拠点あり,東京都中央区八丁堀1-2-9八重洲アングル2F,2011,,20,10百万円,"Failed to retrieve page, status code: 410",
2024-06-01,株式会社Ｊ．Ｅ．Ｗ,設備管理・メンテナンス,1,■関電工の下請け工事電気の保安・設備,神奈川県横浜市瀬谷区上瀬谷町4-34,2014,30.0,15,,http://yokohama-jew.biz/,代表取締役 川瀬 勇
2024-07-01,ダイア建設名古屋株式会社,ディベロッパー,1,■事業内容：自社分譲マンション・戸建ての企画・販売、販売受託、不動産用地開発、不動産仲介、ローン事務取扱、損害保険,愛知県名古屋市中区丸の内2-18-11合人社名古屋丸の内ビル4F,2014,42.0,18,50百万円,https://www.dia-nagoya.co.jp/,
2024-07-01,札幌土建工業株式会社,サブコン,1,～創業大正10年・総合建設業・官公庁工事ほぼ100％・地域に根差し地域社会の発展に貢献～■事業内容： 公共建築事業・民間建築事業・土木建築事業建築・土木・大工・水道施設・とび土工・防水・解体・鉄構造物・塗装・内装仕上工事業■会社特徴：・札幌市ワークライフバランスPlus「行動計画策定企業」認定企業・2023年1月23日SDGs宣言,北海道札幌市豊平区豊平一条1-2-25,1921,49.0,25,40百万円,https://sapdk.com/,
2024-08-01,株式会社フィールド,不動産仲介,2,■事業内容： 不動産投資事業、不動産賃貸事業、不動産開発事業■特徴： ◇不動産投資事業◇不動産賃貸事業◇不動産開発事業,大阪府大阪市中央区備後町1-6-15明治安田生命備後町ビル2階,2014,,22,100百万円,http://www.field-fd.co.jp/,
2024-08-01,株式会社Ｖｉｓｉｏｎ,不動産仲介,1,■不動産の賃貸、売買、管理のコンサルティング業務■不動産取引に関する保証および債権買取を含めた信用供与■家賃保証および回収に関する業務■損害保険代理業■広告、宣伝に関する企画、制作および広告代理業東京都知事(2)第96944号,東京都北区赤羽南１-3-2 真木ビル4F,2014,,,,http://www.vision5.co.jp/,代表取締役 後田 敦
2024-06-01,株式会社トマルバ,ディベロッパー,3,世界中の人々を幸せにし世界中の人々を笑顔にする事をビジネスを通して実現します。■事業内容：（1）不動産事業・スクラップ＆ビルドではなく中古物件に付加価値を付けて流通シェアを世界一に！・見過ごされがちな遊休不動産を現代のライフスタイルに適したホテルや飲食店に生まれ変わらせ、地域の文化と歴史を再発見します。（2）ホテル運営事業・低賃金、低い生産性を覆すホスピタリティ業界の新しい常識を創る！・遊休不動産を現代のホテルへと蘇らせ、運営しております。また、ホテルの運営委託も行っており、お客様の満足度を最大限に引き出し、最高の結果を生み出します。,京都府京都市中京区壬生相合町67-1UNビル204,2014,,,82百万円,https://www.tomaruba.me/,
2024-07-01,明智不動産株式会社,不動産仲介,2,■事業内容：新築戸建て、中古戸建て、中古マンション、土地の売買や不動産の有効活用・管理,愛知県名古屋市南区柵下町1-32,2014,,10,1百万円,https://akechi-fudousan.com/,
2024-08-01,スヴァーリエヒュース株式会社,住宅（ハウスメーカー）,2,住宅販売、建築工事の請負、設計及び施工管理業務を行っている会社です。,山梨県中央市若宮8-6,2004,,12,45百万円,https://sumatochi.jp/recruit/,
2024-08-01,株式会社サンライフコーポレーション,ゼネコン,6,■事業内容：総合エネルギー事業・建設業・不動産業,茨城県笠間市五平61-10,2012,,80,80百万円,http://www.sunlife-corporation.jp/,
2024-08-01,有限会社サンワ設計,建設コンサルタント,1,■会社概要：当社は災害対策工事の調査・計画・設計をおこなう会社です。自然豊かなこの国は、どの町にも災害の原因となる問題が数多く隠れています。それらを調査・分析し、適切な構造物を設計することにより、人々のくらしと財産を守ることが私たちの役目です。日々進化する新しい技術も取り入れながら、私たちはこれからもこの仕事に真摯に取り組んでまいります。■業務内容：・防災及び地滑り対策工（鋼管杭、アンカー、落石対策工等）の設計・構造物（擁壁・ボックスカルバート等）の計画及び設計・道路の設計及び宅地造成設計・トンネルの計画及び設計・ラジコンヘリによる空撮,福岡県福岡市博多区博多駅東3-10-15博多駅東アトルビル2F,1993,35.0,7,3百万円,https://www.sanwa-cep.co.jp/,
2024-07-01,Primetals Technologies Japan株式会社,プラントメーカー・プラントエンジニアリング,4,■事業内容：製鉄プラント（熱間圧延設備、冷間圧延設備、高付加価値プロセス設備等）の開発・設計・調達・製造・販売およびアフターサービス,広島県広島市西区観音新町4-6-22三菱重工業株式会社広島製作所内,2015,,651,"4,640百万円",https://www.primetals.com/jp/,
2024-07-01,コロンビア・コミュニティ株式会社,不動産管理,5,■事業内容： 商業施設、複合施設、オフィス、住居などの不動産管理事業都市型総合ディベロッパーであるコロンビア・ワークス株式会社の開発する多様な不動産の管理運営を担う。住宅の管理運営比率が高いが、今後はオフィス運営等にも幅広い展開が計画されている。,東京都渋谷区渋谷3-28-15渋谷S.野口Bldg.3F,2014,32.0,9,42百万円,https://columbia-com.jp/,
2024-08-01,ハイビックス株式会社,不動産管理,1,■事業内容： 8つの事業分野による複合的なコンサルティングを行っています。①不動産鑑定評価②不動産ンコンサルティング③都市再開発事業支援④固定資産システム評価⑤海外不動産調査⑥公共用地補償積算⑦分析・データ解析⑧システム開発,愛知県名古屋市中区新栄1-47-15,2014,,17,10百万円,http://www.hibiix.co.jp,
2024-06-01,株式会社建装,サブコン,1,■事業内容： 塗装や防水工事を行う建設業を営んでいます。残業が非常に少なく、社員一人ひとりが働きやすい環境づくりを行っています。そのため、定着率が高いのも特徴の1つです。,埼玉県三郷市采女1-143-3,2014,,8,10百万円,なし,
2024-07-01,株式会社クラウドコンサルティング,不動産仲介,1,◆不動産事業 （東京都知事免許(2) 第99259号）・賃貸仲介、売買仲介、不動産管理、不動産コンサルティング業務など◆コンサルティング事業◆有料職業紹介事業 （13-ユ-308679）◆Googleストリートビュー事業◆WEBソリューション事業,◆本社／東京都渋谷区代々木2-16-15 新宿オークビル1F,2014,,15,2000万円,https://crowd-consulting.co.jp/,代表取締役 蝦田 貴元
2024-08-01,株式会社アルテック,ゼネコン,2,当社は1986年に構造設計事務所として創業その後、構造物を支える基礎地盤を、SST工法を用いて地盤改良設計・施工を行う事業を開始しました。「意匠」・「構造」・「地盤」に亘る独自の職能を更なる知識と技術力の研鑽を進めることで、多様化するニーズに的確にお応えする努力を続けて参ります。■事業内容： ・建築物の意匠設計、構造設計及び工事監理業務・SST工法による地盤改良工事（設計・施工）・自動車整備業,茨城県つくば市小野崎88-22,1986,43.0,25,16百万円,https://www.artec-k.co.jp/,
