更新日,名称,業界(小分類),求人有無,事業内容,所在地,設立,平均年齢,従業員数,資本金,企業URL,代表者
2024-06-01,株式会社信濃レジン,サブコン,2,■事業内容： （1）土木・建築工事請負業（2）土木・建築資材の販売（3）全各号に附帯関連する一切の業務,長野県松本市大字島立3510-3,2003,,,5百万円,https://shinanoresin.co.jp/,
2024-06-01,株式会社アルバライフ,ゼネコン,1,～当社は土木建築工事業を営む会社です。土木工事、公共工事、福祉施設関連工事、その他民間工事を多く手掛けております。～■事業詳細：当社が位置する岩手県北地域は、畜産、主に養鶏業が盛んな土地です。主要取引先に大手養鶏会社を有していることで、安定した工事受注が可能となっています。また、関連会社には福祉施設を運営する社会福祉法人があり、福祉関連施設の工事実績も多くなっています。これらの幅広い工事受注と豊富な工事実績に基づく信頼から、大変安定した経営状況となっています。,岩手県二戸市金田一字八ツ長88-5,1984,,60,90百万円,https://albalife.jp/,
2024-08-01,株式会社エコエナ,内装・インテリア・リフォーム,1,■事業内容：太陽光発電・オール電化・蓄電池の販売・施工・メンテナンス解体工事住宅リフォーム全般,栃木県宇都宮市平松本町786-11,2005,40.0,15,12百万円,https://ecoena.jp/company,
2024-07-01,矢口港湾建設ヤグチダイバー株式会社,設備管理・メンテナンス,2,■事業内容：・潜水作業、一般土木工事、港湾工事、重機船舶リース、増養殖事業、藻場造成、海洋調査■会社の特徴：・一般の土木工事に加え、道南に数多くある港を補修したり、作ったり護岸の工事をしたり海のある所には、欠かせない仕事をしています。,北海道北斗市七重浜7-10-8,1989,,47,22百万円,https://www.yaguchikowan.com/blank,
2024-08-01,株式会社ハウスプロデュース,住宅（ハウスメーカー）,2,■ビジョン：「豊かになること、環境を守ることの共存」「災害時に家族を守る。自給自足のエネルギー」「人と家、お客様の生活に豊さと安心を。」 社会が、日本が、一丸となって防災や環境保護といった問題を解決してゆく未来ビジョン、より豊かな皆様の生活の実現のため私たちはこれからもエネルギー事業の拡充に努め、社会への貢献を行ってまいります。,大阪府大阪市北区梅田1-1-3大阪駅前第3ビル24F,1995,,34,10百万円,https://en-reform.com/index.html,
2024-07-01,株式会社リンクス・ビルド,ゼネコン,1,■事業内容：総合建設業・一級建築士事務所・土地建物売買・仲介,千葉県船橋市本町7-10-1SUCCEED船橋5F,2005,47.8,35,40百万円,https://links-g.com/,
2024-05-01,株式会社感動ハウス,住宅（ハウスメーカー）,1,■会社概要：・当社は自由設計が可能なオーダーメイドの注文住宅が魅力のハウスメーカーです。多彩なデザインはもちろん、お客様それぞれのこだわりを形にします。耐震に強く、環境にも優しい家づくりで「安心できる暮らし」を提供しております。つくば市、土浦市、宇都宮市に展示場を持ち、幅広い世代のお客様にご来場いただき、ご愛顧いただいております。■事業内容：・住宅建築、設計、施工その他建築に関する事業,茨城県筑西市八丁台361,2005,,20,20百万円,https://cando-house.co.jp/,
2024-07-01,株式会社栃木舗装,建設コンサルタント,1,■会社概要・栃木県栃木市大平町に事務所がある、土木工事や、舗装工事をメインに施工している会社です。■事業内容・一般建設業：土木一式工事、舗装工事、造園工事■当社の特徴道路舗装工事、土木工事業を主体にし創業から20年地域に根差した運営を行っております。売上割合は、舗装工事90％、土木一式工事他が10％です。公共工事は40％、民間工事は60％です。信用と実績、丁寧な仕事ぶりでたくさんの顧客より評価を頂いております。夜間舗装工事の割合が減少しています。,栃木県栃木市大平町下皆川2018-3,2003,,10,10百万円,なし,
2024-08-01,株式会社丸雄組,サブコン,3,丸雄組は創業以来、鳶・鉄骨工事・足場仮設工事・クレーン事業・設計事業を手掛ける建設会社です。宮城県を起点に東北エリアで『実績』と『信頼』を積んでまいりました。当社は『顧客』『従業員』…他ステークホルダーにとって『良いこと』『メリット』があれば、既成概念・業界の当たり前にとらわれず、常に『改革』『変革』を行い、『成長』し続けている企業です。,宮城県石巻市須江字茄子川前5,2001,38.0,23,10百万円,https://www.maruyuugumi.com/,
2024-08-01,株式会社タカコウ・ハウス,サブコン,求人なし,,宮城県石巻市須江字舘81-4,2001,,,5 百万円,"Failed to retrieve page, status code: 410",代表取締役 髙橋 晃男
2024-08-01,株式会社晶翔興業,住宅設備・建材,1,■事業内容： 土木工事一式建築工事一式収集運搬業建材販売残土運搬処理■ビジョン： 未来につなげるモノづくり、地域から信頼され、地域から求められる企業,東京都江東区青海2-7-4,,,20,10百万円,http://www.akishou-kougyou.com/,
2024-08-01,東宝ホーム株式会社,住宅（ハウスメーカー）,11,■事業内容：（1）注文住宅建築（木造軸組J-WOOD工法）（2）建て替え住宅建築（3）分譲住宅（建築家創作住宅）（4）街づくり・造園事業（5）賃貸アパート建築（6）店舗付き住宅建築（7）リフォーム工事（8）アフターサービス業務,福岡県北九州市小倉北区下到津4-9-2,1989,40.0,283,45百万円,http://tohohome.jp/,
2024-07-01,株式会社大塗,設備管理・メンテナンス,1,■事業内容建物の調査／建物の劣化診断及び改修の立案／内外装吹付工事／樹脂注入工事／躯体処理工事／シーリング工事／防水工事・塗装工事／耐震補強工事／給排水管更新・更生 等,愛知県春日井市八幡町77-4,2006,,35,100百万円,http://k-daito.net/,
2024-06-01,ニチデンワーク株式会社,ゼネコン,2,■事業内容：・橋梁、鉄骨製作 ・各種プラント工事■会社概要：人々の生活を支える重要なインフラの一つでありながら、時代と共に老朽化が進んでいる「橋梁」の補修・補強工事、鉄骨の製造を主に事業を展開。建築金物の制作から機械製缶、プラント工事に各種溶接など幅広いニーズに対応し、社会的インフラの安全を支え続けている。,福岡県北九州市若松区響町1-28-3,1989,,30,15百万円,https://www.nichiden-k.jp/,
2024-06-01,有限会社アイティーリキ,サブコン,1,■事業内容：建設業（橋梁補修工事など）■当社の特徴：1991年の創業以来、橋梁補修工事などの特殊な分野を得意としています。当社は香川県内の工事が多く、公共工事の受注が高い割合を占めております。橋梁補修工事は需要も引き続き拡大しており、安定的な業績を誇っております。■組織について：現在、20代～70代の方まで当社にて活躍しており、長期的に就業も可能な環境です。,香川県高松市塩上町3-2-4,1991,,6,5百万円,なし,
2024-08-01,日本建築検査協会株式会社,設備管理・メンテナンス,3,■事業内容： 確認検査業務/構造計算適合性判定業務/住宅性能評価業務 /住宅瑕疵担保責任保険(まもりすまい保険) 適合証明業務(フラット35)等/長期優良住宅に関わる業務 /改正省エネに関わる業務 /構造適合判定調査業務/建物調査業務1.建築基準法適合判定調査(構造判定含む)2.建物状況調査(エンジニアリング・レポート作成)3.建物簡易診断4.不動産鑑定業務,東京都中央区日本橋3-13-11油脂工業会館ビル7F,2005,,85,70百万円,http://jcia.co.jp/,
2024-08-01,環境建設株式会社,不動産仲介,1,■事業概要：・新築、改装、営繕・株式会社ローソン建設部指定業者・土地・建物売買、賃貸仲介及び管理■経営モットー：・すべてはあなたを“輝きの着地点”へ導くために。私たちは、お客様を住宅建築や賃貸物件の仲介、管理などの事業を通じて一人ひとりがそこで輝きながら生き、暮らすことができる着地点へと導きます。,群馬県前橋市総社町総社2948-1,1992,,16,30百万円,https://www.pearllanding.com/company/,
2024-07-01,松橋建設株式会社,サブコン,2,■事業内容：・特定建設業（建築一式、左官、屋根、板金、塗装、建具、大工、とび、土木、鋼構築物、ガラス、内装仕上工事）・温泉宿泊施設運営（湯の越の宿※秋田県五城目町）■事業の特徴：1970年1月、特定建設業として秋田市にて創業した同社は、型枠・造作業で東北トップクラスの完成工事高を上げている会社です。宮城県大衡村には仙台支店があり、大手ゼネコンなどの主要顧客から多くの依頼を受けています。また、秋田県五城目町にて、同社の五城目支店でもある温泉宿泊施設「湯の越の宿」の運営も行っています。,秋田県秋田市桜2-35-12,1970,50.0,32,83百万円,なし,
2024-06-01,株式会社武蔵工務店,住宅設備・建材,1,RC造のマンションやS造の商業ビル、店舗等あらゆる構造の建築に対応させていただき、施主様のご依頼に答え、こちらから案件に対して最適なご提案等をさせていただいております。建設業許可 国土交通大臣(特-29)第27018号一級建築士事務所 東京都知事 一般 第63711号,東京都千代田区飯田橋3-3-9 千代田VERDAビル4階,2006,,19,"3,300万円",https://www.musashi-m3.com/,代表取締役社長 明本 真吾
2024-07-01,株式会社日専連オホーツク網走,不動産仲介,2,■事業内容：・不動産業（常口アトムFC日専連網走店／自社物件賃貸）・水道料金収納業務（網走市より委託）・体育施設運営業務（網走市体育施設指定管理者）・駐車場事業（関連会社）など,北海道網走市南二条西2-7,1951,,60,80百万円,https://www.ok-abashiri.com/,
2024-08-01,株式会社シャイン・コーポレーション,土地活用,2,当社の母体である三光ソフラングループは、不動産事業を中心に幅広い事業領域を展開しています。その中でも当社は、土地活用事業を担当。グループ全体の強みを活用するのはもちろんグループ内でノウハウを共有しながら、お客様のよりよい未来のために土地を目覚ませます。■事業内容:・米穀事業・駐車場事業・海外事業,埼玉県さいたま市大宮区大成町2-181,1955,,330,10百万円,https://shine-co.jp/overview/,
2024-08-01,株式会社ＮＨＣホールディングス,不動産仲介,1,株式会社NHCホールディングス（以下、同社）は、2000年に設立された名古屋市中村区に本社を置く企業で、主に下記事業を展開しています。■事業内容： 1.グループ会社の経営管理及びそれに付随する業務2.不動産の売買・開発・賃貸・仲介・コンサルタント3.飲食店舗の運営・開発4.介護施設の運営・開発5.駐車場の運営・開発・コンサルタント6.ホテルの運営・開発,愛知県名古屋市中村区名駅2-35-22,2000,,260,100百万円,https://www.meieki-tk.jp/index.html,
2024-08-01,株式会社セキモト,内装・インテリア・リフォーム,1,■事業内容： ・リフォーム・リノベーション事業当社では、千葉市を中心に地域密着で住宅や店舗のリフォーム・リノベーション事業を行っております。経験豊富なスタッフがどこにも負けない施工体制で、お客様にとって大切なお住まい、心地よい家造りを常に探求し、お客様が満足していただけるように「丁寧な仕事」を心がけております。・セキスイハイム特約店当社では40年に亘りセキスイハイムの一括工務店として取り組んでおります。豊富な経験と知識を元に、優れた品質、情報を入手しお客様にご満足頂ける様、日々努力しております。・三井ホーム一括店当社は、三井ホームの施工・工事の一括店としても努力しております。,千葉県千葉市若葉区若松台1-1-23,1998,35.0,12,10百万円,https://sekimoto-sk.jp/,
2024-08-01,大豊トラスト株式会社,内装・インテリア・リフォーム,7,■事業内容：・一般建築設計施工・各種商業施設・店舗・住宅の内装総合工事、木造作工事・家具の製造・販売・不動産利用に関する企画、設計、開発、貸付・不動産コンサルタント,愛知県名古屋市中川区中京南通2-8,2003,,20,10百万円,https://taiho-trust.co.jp/about-us/,
2024-07-01,株式会社アスナカノ,サブコン,4,■事業内容： 特定建設業、商業施設企画・設計施工監理、建築工事全般,広島県広島市中区羽衣町15-15,1990,,8,20百万円,http://www.asnakano.co.jp/,
2024-08-01,株式会社西和,設備管理・メンテナンス,4,■事業内容： 建築工事業、大工工事業、防水工事業、板金工事業、とび・土木工事業、熱絶縁工事業、塗装工事業、タイル・レンガ・ブロック工事業、鋼構造部工事業など。■ビジョン： 西和は福岡を中心に、マンションの改修工事に特化している会社です。居住者の皆さまが、長く安心して暮らせる住まいにすることが、我々の使命と考えています。,福岡県福岡市博多区金の隈2-18-41,1996,,32,51百万円,https://www.seiwa.in/,
2024-05-01,株式会社ハマテックス,サブコン,1,■事業内容：・建築塗装工事・防水工事・外壁調査・改修工事・鋼構造物塗装工事 ・コンクリート構造物改修工事,鹿児島県鹿児島市谷山港1-3-34,1928,,24,20百万円,https://hamts.jp/,
2024-08-01,株式会社サークル,住宅設備・建材,2,■事業内容： ユニットハウス（コンテナハウス）・仮設トイレのレンタル及び販売を行っています。大手ゼネコン建設現場、大規模公共工事、建築工事、イベントなど様々な用途で利用されています。山梨県南アルプス市、長野県松本市の営業所があり、甲信地方を中心に営業をしております。,山梨県南アルプス市飯野3795,1971,,27,9百万円,https://circle-co.jp/,
2024-07-01,株式会社エム・シー・ティー,サブコン,3,■事業内容： 2004年に設立後、大阪市北区の都心に本社を構えております。大阪市、官公庁案件だけでなく、取引先にはそうそうたる大手が名を連ねており、ジェイアール西日本ビルト、セキスイファミエス近畿、セキスイハイム不動産などでの施工実績も幅広く、一つ一つの案件を確かな技術と責任感で引き受け、信頼を築いてきました。お客様からいただきたいのは、『感謝』という固い表現ではなく『ありがとう』の自然な言葉であり、お客様とは対等な立場でいることを求めており、立場に関係なく、パートナーとして大切につながりたいと考えています。,大阪府大阪市北区東天満2-9-4千代田ビル東館9F,2004,,,10百万円,http://mct-mct.com/,
2024-08-01,株式会社ユタカエンジニアリング,プラントメーカー・プラントエンジニアリング,3,■事業内容：製缶・配管工事、油圧配管、操作用エアー配管、サニタリー配管、各機器据付、鳶工事、各種プラント配管工事,静岡県富士市柳島207-6,1967,54.9,25,10百万円,http://yutaka-eng.com/,
2024-06-01,株式会社名古屋第一不動産,不動産管理,1,■不動産売買・仲介■法人用賃貸マンション仲介、店舗・事務所仲介■法人用賃貸マンション等の企画、提案■賃貸マンション管理、運営、駐車場管理■借上社宅管理代行■賃貸マンション・貸家の修繕・メンテナンス■不動産有効活用のコンサルティング全般宅地建物取引業 愛知県知事（9）第15131号賃貸住宅管理業 国土交通大臣（1）第1126号,愛知県名古屋市千種区今池4-8-19,1989,,9,1000万円,http://nagoyadaiichi.co.jp/,代表取締役 杉本 大志
2024-06-01,株式会社昇和,ゼネコン,2,■事業内容： 当社は、解体工事から産業廃棄物の収集運搬・処分までの業務を行い、産業廃棄物処理を通じて環境問題に取り組んでおります。,大阪府大阪市港区田中2-1-1,1992,44.0,85,50百万円,"Failed to retrieve page, status code: 410",
2024-08-01,株式会社アイティサービス四国,設備管理・メンテナンス,1,■企業概要当社は情報通信設備を中心としたインフラの調査から設計、施工、運用、保守にいたるまでトータルで管理を行い、日々変化し進化する情報通信網への対応を行うスペシャリスト集団です。お客様のより快適な環境を実現するため日々進化し続け、安心、安全な作業を行うよう取り組んでいます。,愛媛県松山市居相6-3-35,2002,,9,10百万円,https://its-shikoku.jp/,
2024-06-01,株式会社ティエムシー,サブコン,1,■事業内容：（1）建築物の設計及び設計監理…本来、「建築」とは与えられた環境や敷地形状、クライアントの感性・ライフスタイルや目的・用途などあらゆる要素の中から生まれてくるものであり、一つとして同じスタイルの作品が存在するはずがないと考えています。同社は、法律に基づいた上で「快適で利便性のある空間」を提供することで、社会に貢献したいと思っています。（2）建築工事の請負…同社は、建築施工を通じ先人達が創り上げたものを、維持し後生に伝えていきたいと考えています。,福島県会津若松市門田町大字堤沢字道西34,2006,43.0,8,8百万円,http://www.tmc-ma.co.jp/,
2024-07-01,株式会社シーエーリーディング,内装・インテリア・リフォーム,1,■内装施工事業東京と大阪に拠点を構え、北海道から沖縄まで日本全国の商環境・店鋪づくりを支援。「個性」「空間」「サービス」この3つの要素をうまく調和させ、お客様の夢と空間と経営をサポートをする総合プロデューサーとして、居心地の良い空間をつくり上げます。,東京都港区東新橋2-14-1 NBFコモディオ汐留2F,2005,37.0,52,2000万円,https://ca-leading.com,代表者 弘山 統望
2024-08-01,株式会社晃和設備,サブコン,3,■事業内容： ●給排水衛生設備給水設備・給湯設備・排水、通気設備・衛生器具設備・ガス設備・し尿浄化槽設備・厨房設備・洗たく設備・ごみ処理設備・真空掃除機設備●消火設備屋内消火設備・スプリンクラー設備・水噴霧設備・泡消火設備・二酸化炭素消火設備・ハロゲン化物消火設備・粉末消火設備・屋外消火設備・連結散水設備・連結送水管・ダクト消火設備●各設備、機器類を連結するための各種配管及びそれらの保温、塗装工事●その他 上記の各種付帯業務,東京都品川区東大井5-26-22,1972,43.5,21,29百万円,https://gtnda.co.jp/,
2024-08-01,株式会社越配,設備管理・メンテナンス,2,■水回りのお困り事（修理・機器の取り換え等）■給排水衛生設備工事■空調設備工事■ガス設備工事,新潟県新潟市秋葉区新津4535,1972,,,4000万円,https://echihai.com/,代表取締役 笠原 實
2024-07-01,日昌測量設計株式会社,建設コンサルタント,5,■事業内容：（1）企画業務/計画業務（2）調査業務（3）測量業務（4）設計業務（5）補償業務（6）管理業務（7）許可申請業務（8）宅地建物取引業務（9）維持管理業務,栃木県宇都宮市野沢町472-19,1980,43.2,43,10百万円,https://nisshou2400.jp/,
2024-07-01,ひだまり工房株式会社,住宅（ハウスメーカー）,2,■事業内容：建築請負：デザイン木造注文住宅、商店建築、集合住宅、リフォーム、リノベーション、エクステリア工事不動産業務：不動産売買、仲介、管理住宅設備：オール電化、太陽光ソーラーシステム、太陽光創蓄連携ソリューション（太陽光＋蓄電池）、V2H設備スマートハウス事業：IOT機器、遠隔操作,静岡県浜松市中央区雄踏町山崎3400-362,1979,36.8,12,3百万円,https://www.hidamarikoubou.jp/,
2024-07-01,東翔建設工業株式会社,サブコン,1,■官公庁を主とした土木水道工事・東京都指定給水装置工事事業者 第6706号・東京都指定排水設備工事事業者 第4718号・東京都知事許可(特-2)第123960号（土木・舗装・水道施設）・東京都知事許可(般-2)第123960号（管）,東京都北区西が丘2-16-18,2003,37.0,,3000万円,http://www.tosho-kk.co.jp/,代表取締役 田中 雄一郎
2024-08-01,株式会社本間解体工業,サブコン,9,■事業内容：総合解体工事業（コンクリート造建物解体・各種ビル、大型マンション・鉄骨・鉄塔・ビル看板、煙突・橋梁・工場・ボイラー・各種プラント、一般住宅・学校・アパート・旅館）,北海道札幌市西区発寒十七条4-1-74,1977,46.0,106,80百万円,http://www.honma-kaitai.co.jp/,
2024-07-01,株式会社文創,内装・インテリア・リフォーム,9,■事業内容： 店舗、病院などの施設、ハウスメーカー、イベント会場の演出等の施工会社です。・カーテン縫製および取付工事・クロス仕上げ工事全般・化粧塩ビシート貼り工事・ガラスフィルム工事・ブラインド／ロールスクリーン等、取り付け工事・床／長尺塩化ビニール及び塩ビタイル施工・カーペット施工 他,愛知県名古屋市中村区京田町2-1,2000,33.0,70,10百万円,https://www.fumiso.com,
2024-08-01,株式会社CSコーポレイション,建築設計事務所,3,【事業内容】 ■建築設計■商業施設企画・開発・設計・施工■総合サイン企画・設計・施工■イベント＆ディスプレイ■宅地建物取引業■損害保険代理店業■太陽光発電CS 設計・施工（産業用・住宅用）,新潟県新潟市中央区美の里17-8,1977,,63,,http://cs-corporation.co.jp,
2024-06-01,セイスイ工業株式会社,設備管理・メンテナンス,2,■泥水、汚泥処理のプランニング■汚水、汚泥処理施設の点検・メンテナンス■泥水、汚泥処理プラントのレンタル■IHIデカンタ式遠心分離機のレンタル・販売■各種水処理機材のレンタル■土木泥水再利用システム（震災対応）■汚染土壌分級システム（震災対応）■株式会社IHI ビジネスパートナー,千葉県千葉市若葉区上泉町424-18 ちばリサーチパーク内,1974,,50,2000万円,https://seisui-kk.com/,代表取締役 井本 謙一
2024-06-01,有限会社グリーンネットワーク,内装・インテリア・リフォーム,1,■事業詳細：・建築事業部／グリーンコープ生協の組合員向けの住宅の新築や増改築・リノベーション工事の設計施工と生協関係施設の幅広い建築関係の工事を手掛けています。・保険事業部／グリーンコープ生協の組合員向けのケガ、がん、三大疾病の団体保険、自動車、火災保険と生協施設関係の自動車・火災等の保険を取り扱っています。・旅行事業部／グリーンコープ生協の組合員向けの航空券・ＪＲ券、ツアーの販売や国内旅行の企画販売、プレイガイドを取り扱っています。,福岡県福岡市博多区東月隈3-3-9,1992,,18,,https://greennetwork.jp/,
2024-06-01,株式会社東岐空調,設備管理・メンテナンス,1,■事業内容： 空調設備（製図から施工）管理及び空調設備メンテナンス1.商業施設・新築・改装・改修工事の空調部門に関する施工管理2.空調換気のメンテナンス、修理等の現場管理3.CAD図面作成,岐阜県瑞浪市松ケ瀬町4-48-2,1984,,14,20百万円,http://www.tohgikun.com/,
2024-08-01,有限会社ベーストラスト,建築設計事務所,1,■事業内容： ・建築工事の請負及び施工・建築物の設計及び工事監理・造園工事及び外構工事の設計、請負、施工及び監理・土木建築の計画、設計及び施工・土地の開発・造成工事の設計、請負、施工及び監理・不動産の売買、交換及び貸借並びにこれらの仲介及び代理,愛知県日進市梅森町株山1-3,2001,,7,5百万円,https://base-trust.jp,
2024-08-01,ノアテック関西株式会社,内装・インテリア・リフォーム,無,情報が古い可能性があります。最新の情報を確認する場合はHP等をご覧ください。 住宅提案型リフォーム【建設業許可】知事（般-19）第129196号【加盟団体・加盟協会】◎TOTOリモデルクラブ会員◎パナソニックわが家見直し隊加盟店◎リフォームコンタクト◎リショップナビ 2023年8月doda掲載求人より引用,大阪府堺市北区百舌鳥陵南町3-13乾ビル 1Ｆ,2004,,,5 百万円,"Failed to retrieve page, status code: 410",代表取締役 飯阪 晃三
2024-07-01,有限会社横田工業所,サブコン,2,■事業内容： 戸建住宅の水道・排水・衛生設備工事■事業の特徴：資格を保有した技術者による設計・施工広島市及び周辺市町から工事事業者の指定を受け、お客様より信頼を得て、長年に渡り工事を行っております。【施工内容】キッチン・バス・トイレ等、衛生器具の配管工事公道水道本管から敷地内への給水管引込工事公道下水道本管から敷地内への排水管引込工事【技術者保有資格】給水装置工事主任技術者下水道排水設備工事責任技術者給水装置工事配管技能者,広島県安芸郡府中町浜田1-4-1-16,1968,,14,3百万円,https://www.midori-gr.com/yokota-kogyo/,
2024-07-01,メインマーク株式会社,サブコン,2,■事業内容：コンクリート土間床の傾き修正/段差解消工事コンクリート土間床下などの空洞充填工事工場/倉庫の害虫対策工事既存建物の傾き修正工事既存建物下の地盤改良/強化工事地中空洞充填工事による陥没防止工事液状化対策/盛土造成地の滑動崩落対策工事建築物の振動調査/解析/コンサルティング日本の耐震技術/地盤改良技術を海外へ輸出する業務,東京都江戸川区西葛西5-2-3NEXTAGE西葛西ビル7F,2001,,98,20百万円,https://mainmark.co.jp/,
2024-06-01,株式会社長谷基業,設備管理・メンテナンス,1,～同社は碧南市を中心に工業事業を主な事業としながら地域の皆様に■事業内容：公共事業∟土木工事、水道工事など個人向け事業∟宅内排水管接続工事／修繕／外構／剪定など,愛知県碧南市植出町1-84,2005,,48,20百万円,http://hasekigyo.jp/,
2024-07-01,計測技研株式会社,建設コンサルタント,6,■事業内容：（1）建設工事における安全性・経済性の確保と品質向上・計測変位、変状、応力測定…山留計測、各種変状モニタリング、鉄道構造物の水平鉛直変位計測・解析業務…山留逆解析及び予測解析、近接影響予測解析、構造物応力解析・測量三次元測量…鉄骨建方、基準墨出し（2）生活環境に影響をもたらす要因の測定や分析・環境モニタリング…騒音、振動、粉じん、温湿度、作業環境モニタリンク（ネットワークカメラ）・その他測定分析…土壌、水質、大気、アスベスト、室内空気環境（SBS）,兵庫県尼崎市長洲本通1-14-1,1991,39.0,73,24百万円,http://www.keisokugiken.co.jp/,
2024-08-01,株式会社フロムファースト,内装・インテリア・リフォーム,2,■事業内容：（1）建築特需部…在来木造住宅の設計施工、賃貸物件の設計施工、リフォーム工事、インテリアコーディネイト（2）スペースデザイン部…商業施設工事、店舗内装・外装デザイン設計施工、店舗リニューアル工事、サインデザイン設計施工、ディスプレイデザイン施工、造作家具（オリジナル家具製作）,宮城県仙台市泉区野村字菅間前25-33,1993,,11,10百万円,http://www.from-first.co.jp/index.html,
2024-08-01,新菱電気保安協会株式会社,電力,無,■電気保安事業■環境省エネルギー事業 2024年5月doda掲載求人より引用,大阪府大阪市中央区谷町2-4-5谷町センタービル 8Ｆ,2000,,,34 百万円,"Failed to retrieve page, status code: 410",代表取締役 杉村 由博
2024-06-01,ジーエー株式会社,内装・インテリア・リフォーム,1,【大理石・タイルの販売から施工まで/一流施設の内装を手掛けた実績豊富】■事業内容： ・国内外各社の天然大理石、天然御影石、人造石、磁器タイルの販売及び施工・建築用石材の販売、施工・米国フリベルインターナショナル日本代理店・各種床材（フローリング・塩ビタイルなど）の販売、施工,大阪府東大阪市森河内東1-25-7,1989,46.0,14,10百万円,http://www.ga-osaka.com/index.html,
2024-07-01,日本ユニテック株式会社,設備管理・メンテナンス,6,■会社概要・当社は、1979年設立以来、空調工事をメインに事業を行っている企業です。40年の歴史で培ってきた技術とノウハウを活かし、お客様の満足度１位を目指して、工事施工、商品開発、省資源と省エネルギーの推進、地球環境への配慮に全力を注いでいます。,東京都大田区南馬込2-29-2,1979,,25,90百万円,http://www.n-unitech.co.jp,
2024-07-01,双葉設備株式会社,サブコン,1,■事業内容： 給排水衛生設備工事・換気空調工事・上下水道本管工事・基礎工事 等※8割ほど管工事の仕事を行っています。甲斐市の仕事やハウスメーカーからの受注がメインです。■当社の特徴：甲斐市の仕事や最大手のハウスメーカーやその他の大手３社から安定受注、事業拡大中です。充実した福利厚生施設とスケールメリットで、安心安全な労働環境です。今後は、木工事・警備業務まで拡大予定です。,山梨県甲斐市志田517-1,2014,38.0,18,5百万円,https://www.kensetumap.com/company/534033/,
2024-08-01,株式会社美研ウッド,内装・インテリア・リフォーム,2,■企業概要：創業20周年を迎え、プレカット部門及びリフォーム部門の二本柱で事業の拡大を進めています。高い技術力を背景に一般住宅リフォームから事務所棟のリノベーションまで幅広い事業を展開しています。,秋田県秋田市河辺戸島字七曲台120-8,2000,53.0,14,10百万円,"Failed to retrieve page, status code: 410",
2024-08-01,ＣＩＦＯ株式会社,不動産仲介,2,■事業概要・総合不動産・建築業（投資用物件開発事業／不動産仲介事業／不動産管理事業／リフォーム事業／テナント企画仲介事業）・飲食事業≪免許≫◇宅地建物取引業 国土交通大臣（2）第008960号◇賃貸住宅管理業者登録 国土交通大臣（2）第3623号◇建設業 福岡県知事（般-2）105714号◇住宅性能保証制度 業者登録番号21020098,東京都千代田区大手町2-2-1新大手町ビル4F,1998,35.4,130,40百万円,http://www.cifo.jp/,
2024-07-01,株式会社哲建,内装・インテリア・リフォーム,8,■事業内容：（1）建築事業部…新築工事、設計・施工、店舗工事、リフォーム工事、耐震工事（2）リニューアル事業部…大規模改修工事、塗装工事、防水工事、建物劣化診断、リノベーション事業、仲介事業、マンション管理,大阪府堺市美原区太井578-2,2001,46.0,54,100百万円,http://tekken-web.co.jp/,
2024-08-01,レヴェックスコンサルタント株式会社,建設コンサルタント,1,【土木工事の計測機器設置、計測管理および解析業務を中心に社会資本整備事業（インフラ整備）の技術的な支援を行っています！】■事業内容：建設コンサルタント業、地質調査業、測量業、計測機器の開発・販売・設置、コンピュータソフトの開発・販売,神奈川県横浜市都筑区葛が谷14-9,1997,43.0,23,30百万円,https://www.revex.ne.jp/,
2024-08-01,株式会社オメガエステート,不動産仲介,10,■事業内容：・不動産の売買、仲介、賃貸、管理及び鑑定に関する業務・経営コンサルタント業務,東京都中央区日本橋大伝馬町10-6フォーリッチビル4F,2006,28.0,45,10百万円,http://www.omega-e.co.jp/contents/,
2024-07-01,株式会社常盤不動産,不動産仲介,7,■事業内容：『不動産クリニック』として不動産のあらゆる悩みを解決するコンサルティング業務全般を行っております。(1)建物の企画及び、相続コンサルティング(2)不動産の売買及び賃貸、仲介(3)住宅建築プロデュース/コンサルティング(4)リフォーム企画/コンサルティング(5)新築分譲住宅の企画、販売業務(6)自社新築分譲住宅の企画、販売業務(7)不動産管理業務(8)損害保険代理業務,東京都大田区池上3-39-12,2009,,9,10百万円,http://www.tokiwa-r.co.jp/,
2024-07-01,株式会社アシスト,設備管理・メンテナンス,1,■消防用設備の保守・点検・工事・販売■各種法定点検■消火器全般・誘導灯・誘導標識などの施工・点検・保守・販売【点検対象設備】消火設備：屋内・屋外消火設備、スプリンクラー設備、消火器等警報設備：自動火災報知設備、非常放送設備、火災通報装置等避難設備：避難器具、緩降機、誘導灯等防火対象物点検、防災管理点検、消防計画作成、CAD建築設備：建築設備点検、特殊建築設備点検、防火設備等,東京都江戸川区松江3-14-10【許可番号】消防設備業届出 東京消防庁 江戸川消防署 第2号消防設備工事業 東京都都知事許可(般-27)第143172,2009,31.0,27,"1,000万円",http://assist-s.co.jp/,代表取締役 布目 光夫
2024-07-01,流通アシストネットワーク株式会社,不動産仲介,1,■事業内容：不動産仲介・管理業務・コンサルタント,東京都江戸川区中葛西3-29-1スワロー第二ビル,2009,47.0,6,5百万円,http://www.ra-net.co.jp/index.html,
