更新日,名称,業界(小分類),求人有無,事業内容,所在地,設立,代表者,上場市場名,平均年齢,従業員数,資本金,企業URL
2024-08-01,株式会社プラネットワーク,ブライダル・ウェディング,5,■事業内容：（1）ブライダル事業（2）レストラン事業（3）ドレス事業,大阪府吹田市芳野町13-8アメニティ江坂,1989,,,29.0,120,40百万円,http://www.planetwork.co.jp/
2024-06-01,有限会社シティホール,葬儀,1,■冠婚葬祭業お陰様で今年で20年目を迎えます。地域密着はもちろん、幅広い活動、さまざまなイベントを開催し、これから先もお客さまに愛されるホールと接客を目指し、「これからの時代に合わせた葬儀の形」を。お客さまのサービスを一番に考え、気配り、目配り、心配りを徹底して精進してまいります。■長野県SDGs推進企画業地域と人を繋ぐ「家族に寄り添い、一人ひとり違うご葬儀」を今後も目指していきます。,長野県茅野市宮川安国寺1378-1,2004,取締役 井出 幸子,,,80,300万円,https://chino-ch.com/
2024-08-01,株式会社グッドラック・コーポレーション,ブライダル・ウェディング,38,～2003年の設立以来、世界的なリゾートと日本的な心遣いの融合による高品質なサービスを展開し、業界最後発ながら圧倒的なスピードで業界トップクラスに成長を遂げた「海外・国外リゾートにおける結婚式の企画・運営」企業です～■事業内容：（1）海外および国内リゾートにおける結婚式の企画・運営／（2）海外および国内挙式会場・サロン等の施設運営・管理／（3）ウエディング関連全般における新規事業開発／（４）海外および国内リゾートウエディングにおける旅行の企画・手配■企業理念：「世界中を幸せに」,東京都目黒区中目黒1-1-71KN代官山1F,2003,,,32.0,341,50百万円,http://goodluck-corp.com/
2024-08-01,株式会社まなか,ブライダル・ウェディング,3,■事業概要：同社は、葬儀葬祭事業、墓所・墓石事業、仏壇・仏具事業の3つの事業を運営しています。葬儀業界では珍しく、自社で墓石・仏壇・葬祭サービスをトータルに提供できる体制を確立しています。「墓を建てる」「葬儀を行う」ことは一生のうち何度もあることではなく、その特殊性ゆえに、これまで古いしきたりが「常識」としてすまされてきました。しかし、同社は「大切な故人の最期を、安心して迎えられているのか」を考え、葬儀・仏壇・墓石のトータルサービスを展開しています。同社は業界の「当たり前」に「NO」を突きつけ、顧客主体の「本来的なサービス業」を展開しています。,東京都中央区銀座1-15-4銀座一丁目ビル9F,2000,,,33.0,35,10百万円,http://manaka-ltd.jp/
2024-07-01,株式会社ＪＡ東京中央セレモニーセンター,葬儀,1,■冠婚葬祭の請負に関する業務■葬祭用具の賃貸業務■葬祭関連用品の販売業務■霊柩自動車運送業務■斎場その他関連施設の運営・維持管理業務■研修、講習、会合その他各種催事の用に供する会館の運営・維持管理業務■仏壇・仏具・宗教用具の販売業務■墓石の販売および仲介業務など,東京都世田谷区北烏山3-5-6,2000,代表取締役社長 渡邊 明義,,,,,https://www.ja-tokyo.co.jp/
2024-06-01,有限会社東葛福祉葬祭,葬儀,1,葬祭業（家族葬・直葬）～地域密着の葬儀社です～当社は流山市に事務所があり、東葛エリアで主に家族葬を担当しています。,千葉県流山市東深井105-10,2003,代表取締役 神木 繁雄,,,4,"3,000,000円",https://www.tfs24h.net/
2024-07-01,株式会社ブライド・トゥー・ビー,ブライダル・ウェディング,3,■概要：名古屋のブライダル業界で注目を集めています。同社が運営する「AILE d'ANGE（エル・ダンジュ）ガーデン」は、本格フレンチレストランでありながら、土日は1日最大2組限定の結婚式場になります。また名駅エリアの「AILE d'ANGE NAGOYA」は2会場貸切の結婚式場になります。料理を届けるのは、数々の名店で正統派フレンチを学んだ巨匠や新進気鋭の若手シェフ。1組1組に担当シェフやパティシエがつき、出身地の食材や親族が育てた野菜等をアレンジして、世界に一つだけのフルコースを仕上げます。サービスを届けるのは、ソムリエでもある支配人やサービススタッフ。,愛知県名古屋市瑞穂区八勝通3-7-2,2004,,,30.0,57,30百万円,http://www.bridetobe.co.jp
2024-08-01,株式会社エータイ,葬儀,1,■2004年設立。永代供養墓の寺院コンサルティング事業において業界をリードする存在■永代供養墓/樹木葬の建立・集客・販売・管理をワンストップで行う独自サービスを展開■首都圏を中心に九州・中部地方を含む約80ヵ寺の寺院と提携し、年間平均5～7か寺と提携寺院を拡大中■地域社会とお寺を結び、そこで生活する人々に貢献しています,東京都千代田区神田錦町3-21JPRクレスト竹橋ビル3F,2004,,,,119,20百万円,"Failed to retrieve page, status code: 410"
2024-05-01,有限会社ラストライフ,ブライダル・ウェディング,1,■事業内容：・葬儀サービスの提供■当社の特徴：当社は、大阪市内で地域密着型の葬儀サービスを提供している専門葬儀社です。城東区、枚方市、寝屋川市、松原市、門真市に自社ホール「フローラルホール」を運営し、家族葬を中心にお客様第一主義のサービスを行っております。お客様第一主義を掲げ、悲しいお別れの場をいかに笑顔でお過ごしいただけるかを大切に業務に取り組んでおります。無理な営業や無理なご提案は一切せず、本当に大切な方とゆっくりお過ごしいただける空間づくりに励んでおります。,大阪府枚方市西禁野2-8-5三由ビル3F,2003,,,37.0,16,3百万円,https://floralhall.jp/company/
2024-07-01,株式会社出雲殿,ブライダル・ウェディング,6,■事業内容： 出雲殿グループは、愛知県～静岡県西部を中心に、人生の節目を彩る様々な事業を展開しています。新たな門出を迎えるおふたりのご要望を、豊富な実績と柔軟なアイデアで実現するブライダル事業。あらゆる形式・規模に対応し、ご遺族・ご友人がゆっくりと故人様との思い出を心に刻むことができるフューネラル事業。結婚式・お葬式はもちろん、七五三や成人式なども安心してお任せいただける互助会事業。食の喜びを全ての人に感じていただくため、食材からこだわる飲食事業。そして出雲殿の全ての事業を支える柱として、広報・配送・仕入・製造などを行う流通事業。,愛知県名古屋市中村区名駅南3-3-27,1924,,,,838,586百万円,https://www.izumoden.co.jp/aboutus/
2024-07-01,株式会社サンセルモ,ブライダル・ウェディング,1,■事業内容： 冠婚葬祭互助会全国に冠婚葬祭事業を展開している1973年創業のサンセルモ。東京本社を拠点に3つの支社､全国に11の結婚式場と54の葬儀会館を運営しています｡互助会の会員数は全国で120万人以上。多くの方々の暮らしや､生活の節目を支えています｡,東京都港区芝大門1-1-35,,代表取締役社長 安田 幸史,,,100,100百万円,https://suncelmo.co.jp/
2024-08-01,株式会社公益社,葬儀,10,1932年に創業した「株式会社公益社」の事業を会社分割により承継し2004年に設立。葬祭事業や生花販売事業、保険代理業等を展開しています。・約5000社ある葬儀社の中で数少ない東証プライム上場企業の燦ホールディングス株式会社の主要事業会社です。・同社は90年以上の長い歴史の中で、信頼される企業としての組織基盤の整備に注力してまいりました。燦ホールディングス株式会社のグループ中核葬儀社として、プライバシーマーク取得などを行い、透明性の高い組織づくりを行っております。,大阪府大阪市北区天神橋4-6-39,2004,,,46.8,654,100百万円,http://www.koekisha.co.jp/
2024-07-01,株式会社元創,葬儀,3,●火葬場の運営受託・指定管理業務（火葬業務、火葬炉保守点検業務、火葬残骨灰処理業務、中央監視業務●労働者派遣●物販事業（台車保護材、ロストル、熱電対、デレッキ棒、その他火葬炉消耗品、遺体保管冷蔵庫）●システム販売【許認可】労働者派遣事業 派13-309209、一般建設業 許可（般一30）第149234号,東京都新宿区西新宿6丁目26番11号 成子坂ハイツ1002号室,2007,代表取締役 石住 秀樹,,,120,1000万円,https://gensoinc.jp/
2024-08-01,株式会社クローヴプラスワン,ブライダル・ウェディング,1,【ブライダル】■ダイジェストエンドロール制作■演出映像制作■写真撮影アルバム制作■アルバム制作 など【その他】■企業映像■学校紹介映像（学校VP）■イベント撮影編集■販促用映像撮影編集■ホームページ制作■スタジオの運営 など,大阪府大阪市北区堂島3丁目2-9 3階,2007,代表取締役社長 石橋 秀時,,,,,http://www.cloveplusone.com/
2024-07-01,バリューマネジメント株式会社,ブライダル・ウェディング,17,■事業概要：（1）事業再生コンサルティング事業 現在マーケットを担う企業をバリューアップすることによる、ウエディング・ブライダルマーケットの再編 、復興支援（2）新規事業開発支援 マーケット・企業に新たなバリューを生み出す実質的なオペレーターとしての機能（3）人材開発コンサルティング 組織を形成する源である人材を生み出すビジネスパーソンとしてあるべき姿への変革 （4）事業運営（ウエディング会場・レストランの経営・運営） オペレーターとしての体現・マーケットの価値基準変革,大阪府大阪市北区梅田2-2-2ヒルトンプラザウエストオフィスタワー19F,2005,,,29.0,800,30百万円,http://www.vmc.co.jp/
2024-07-01,株式会社エス・ブイ・シー,葬儀,2,■会社概要・当社は栃木県宇都宮市にて葬儀場を運営し、ご家族に寄り添った葬儀を行う会社です。・家族葬は「みどり葬祭ホール」で、一般葬なら「悠久の丘式場」にて承ります。・人材派遣部門では契約葬儀場にて、セレモニー司会・ホールアシスタント・火葬場アシスタントを行います。■事業内容みどり葬祭事業部冠婚葬祭イベント事業部緑風園ギフト事業部,栃木県宇都宮市緑3-1-9,1999,,,,,10百万円,https://www.midorisousai.jp
2024-07-01,株式会社トリート,ブライダル・ウェディング,1,■ウエディングコスチュームの企画、レンタル、販売■パーティードレスの販売■その他ブライダル関連事業,東京都港区麻布台一丁目3番1号 麻布台ヒルズ 森JPタワー11階,2005,代表取締役 石崎 淳一,,27.0,388,1000万円,https://www.treat-co-ltd.co.jp/
2024-08-01,株式会社アスティア,ブライダル・ウェディング,5,■事業内容： ブライダルビジネス、写真館、レンタルドレス、成人式衣装販売・レンタル,新潟県長岡市古正寺3-39,1992,,,,20,10百万円,https://www.partir-bridal.jp/
2024-06-01,株式会社日本仲人協会,ブライダル・ウェディング,1,■全国の加盟仲人に対する結婚情報の提供と指導育成■個人見合い、婚活相談、お見合いパーティー、インターネットによる結婚情報サービス■ブライダル事業（成婚者に対し、式場紹介から新婚旅行の斡旋）,【東京本部】〒160-0023東京都新宿区西新宿7-6-6 久川ビル2階【大阪本部】〒530-0028大阪府大阪市北区万歳町5-12 ローレルタワー梅田3801,1992,理事長 中西 圭司,,,1000,1000万円,https://www.omiaink.com/
2024-08-01,株式会社ディアハート,その他,無,◆婚礼衣装、着物、特殊衣装などのクリーニングおよびメンテナンス※ウエディングドレス／タキシード／和装／式服／礼服／舞台衣装／テーマパークやアミューズメント施設の制服、イベント衣装など◆衣装の修理、修繕、補正◆衣装の保管、管理業務◆セットセンター業務◆衣装の真空パック＜グループ会社＞株式会社キレイナ株式会社ベリーハーツ株式会社ウィルハーツ 2024年6月doda掲載求人より引用,兵庫県伊丹市森本3-206-1,2004,代表取締役 舟掛 研二,,,,8 百万円,"Failed to retrieve page, status code: 410"
2024-06-01,株式会社想心季,葬儀,1,葬儀施行、法要、仏事相談,愛媛県松山市柳原808,2009,代表者 瀬戸丸 泰／ 福岡 正人,,,,,https://www.gessin.co.jp/hall_top/hall05/
2024-06-01,円満院,葬儀,1,■事業内容： ・葬儀・法要等の法務手配及び納骨堂の販売。■当院について・昭和28年、石川県において「二尊念仏教会」として宗教法人成立。二尊の教えに従い、西方浄土に比定する石川県小松市を本院として阿弥陀如来を、その東方に位置する福島県郡山市に分院として釈迦牟尼仏を安置。また、宗教法人名を「円満院」と改称。平成 31年より埼玉県に移転し、西方の所沢市に本院及びその東方の川口市（令和4年3月蕨市に移転）に分院を開設。令和 3年 1月に埼玉県知事より認証をうけ、宗旨宗派にとらわれず、ひらかれたお寺としてすべての方を対象として活動しています。,埼玉県所沢市若狭4-2477-9,1953,,,46.0,60,,"Failed to retrieve page, status code: 410"
2024-08-01,株式会社ファイン,葬儀,1,【事業内容】株式会社ファインは「家族の絆、地域の絆を大切に」を社是に、葬祭事業をはじめ多角的な事業展開を行っております。,大分県大分市中判田1589-3,1991,,,,47,3百万円,https://www.issa-group.jp/
2024-07-01,株式会社メモリアルむらもと,葬儀,2,■葬祭業「コープの家族葬 ウィズハウス」「香華殿」の運営,北海道恵庭市駒場町6丁目4番6号,2004,代表取締役 竹本 学,,,30,1300万円,https://with-house.jp/
2024-06-01,株式会社アトラクティブ,ブライダル・ウェディング,3,■事業内容： ・ウエディングゲストハウス運営・インポートドレスショップ運営・サービス事業の運営・レストランの運営・ブライダルコンサルタント・上記事業に附帯又は関連する一切の事業,茨城県水戸市中央2-8-8アシスト第2ビル2F,2007,,,,160,9百万円,http://www.attractive2007.co.jp/
2024-07-01,マリッジ株式会社,ブライダル・ウェディング,1,～出会いから結婚まで、お客様の人生に貢献する喜びを手にできる～■事業内容：仙台駅前にて、結婚相手紹介サービス「マリッジ」を運営しています。東京・八重洲にもサロンをオープンし、東北だけではなく、より多くの方にご成婚を支援いたします。見合い斡旋のみではなく、手厚いサポートによる成婚主義を掲げており、1年以内のご成婚にむけてフォローしています。また、婚活パーティーやセミナーも開催しています。■コース：スタンダードコース、プレミアムコース、プラチナコース、エグゼクティブコース、結婚承継コース,宮城県仙台市青葉区中央1-3-1アエル17F,2013,,,,10,50百万円,http://mpartners.jp/
2024-08-01,株式会社ＮＣＰ相続センター,総合コンサルティング,無,■葬儀後の諸手続きのアドバイス■相続手続き全体のコーディネート（各種専門家の紹介を含む）■生前対策など終活のコンサルティング（各種専門家の紹介を含む）■セミナー、相談会の開催■ライフエンディングに関する広告物の企画・作成 2024年6月doda掲載求人より引用,東京都新宿区四谷三栄町12-5ライラック三栄Ｂ1Ｆ,2009,代表取締役 井上 真之,,,,10 百万円,"Failed to retrieve page, status code: 410"
2024-07-01,株式会社ファミリー・ホール,葬儀,1,■葬儀一式 ■散骨■仏壇、仏具販売■葬儀専用保険■地鎮祭・竣工式 ■各種イベント,神奈川県横浜市旭区鶴ヶ峰本町1-26-１,1989,代表取締役 新田 英通,,,30,"3,000万円",https://family-hall.com/
2024-08-01,株式会社クォーターズ,Webマーケティング（広告代理店・コンサルティング・制作）,求人なし,,福岡県福岡市中央区警固2-13-7警固ランドマークタワーＩ4Ｆ,2013,代表取締役 中間 竜太朗,,,,80 百万円,"Failed to retrieve page, status code: 410"
2024-05-01,株式会社キコー,葬儀,1,■経営理念：「天職観」を抱き「思いやり」「善の心」「勤勉・努力」の実践をもって関わる全ての人の「物・心」両面の発展に貢献します。■事業内容： 1.葬祭施行及び関連物品の製造販売2.料理会食、仕出し■社風：天の大いなる意志である全てのものの生成発展のために、繁栄を通して平和と幸福を目指します。たとえ困難があっても素直になり取り組み、知恵多才を発揮し前進します。,秋田県湯沢市田町2-1-5,1961,,,44.0,30,10百万円,http://akita-kikoh.com/
2024-06-01,株式会社やなぎ,葬儀,1,■事業内容：葬祭事業、会館運営・やなぎ葬祭本部事務所三重県多気郡多気町相可１０６４－１・斎場やなぎ会館てんけい斎場／奥伊勢斎場明和ファミリー斎場ファミリースイート花岡,三重県松阪市久保町1855-668,1999,,,,40,3百万円,https://www.yanagi.website/
2024-06-01,株式会社茶の八,葬儀,1,■企業概要：1980年（昭和55年）先代の社長が「お茶の販売」で創業。1985年（昭和60年）当社設立。1997年（平成９年）より葬祭業を開始。2014年（平成26年）代表者変更となり現在の営業体制になりました。■事業内容： ・葬祭業・お茶販売,千葉県柏市五條谷32-12,1985,,,,28,10百万円,https://www.tenlai.com/
2024-07-01,さくら葬祭　株式会社,葬儀,3,■事業内容：ご葬儀の規模・形式・場所等、ご家族様のお話をうかがい、皆様の送る気持ちを大切に、ご希望に沿ったスタイルを提案いたします。お迎え・搬送から葬儀の打ち合わせ・施工、各種手続き代行等の一切を承ります。＜花祭壇＞お客様のご要望に合わせたオリジナルの花祭壇を用意しています。＜自由なお葬式＞様々なご要望を取り入れた、お葬式を執り行うことが可能です。さくら葬祭では世界にたったひとつだけのオーダーメードのお葬式をご提案させていただきます。,東京都豊島区上池袋2-41-10,1989,,,,30,,https://www.sakura-sousai.com/index.html
2024-08-01,株式会社みつわ,葬儀,13,■事業内容：・葬祭事業:メモリアルホールみつわ、樹木葬祭霊園・生花事業：花工房みつわ■当社の特徴：(1)充実のサポート体制：当社では、葬儀の前も後も無期限でのサポートをさせて頂いております。突然大切な人を亡くされると、殆どの方は思うような葬儀を執り行えず、また葬儀社の言われるままに葬儀をした結果、「当初の見積もり以上の費用がかかった」と後悔されるケースが少なくありません。事前に参列者の人数、葬儀場所などを決めておけば、具体的な葬儀費用も把握でき、落ち着いた気持ちで安心して葬儀が行えるでしょう。,長野県南佐久郡小海町千代里3222,2005,,,35.0,24,20百万円,https://mitsuwa-sougi.co.jp/
2024-06-01,有限会社天国,葬儀,2,鹿児島県で創業70年目を迎える天国葬祭は姶良市・霧島市を中心に、6カ所の葬祭場を運営しています。■事業概要・葬儀施行・一般貸切旅客一般自動車運送業,鹿児島県姶良市加治木町木田2342,1997,,,,32,9百万円,https://tengokusousai.com/company/
2024-08-01,株式会社大蔵舎,葬儀,無,ペットの葬儀・法要 2024年5月doda掲載求人より引用,東京都世田谷区大蔵5-11-8,1998,代表取締役 佐藤 寛子,,,,10 百万円,"Failed to retrieve page, status code: 410"
2024-08-01,株式会社セレモニーきうち,葬儀,2,■事業内容： 葬儀施行、霊柩事業、慶弔式典全般、式典企画、運営、設営,千葉県香取市堀之内1947,1990,,,,70,40百万円,https://www.ceremonykiuchi.com/
2024-07-01,株式会社サンポウ,ブライダル・ウェディング,2,■事業内容：ウェディング、ホテル経営、住宅工事、大理石・花岡岩等輸入及び石材工事全般、公園墓地、石造建築、テーマパーク 他,群馬県沼田市薄根町4470-1,1971,,,,220,30百万円,https://sanpo-group.co.jp/
2024-08-01,株式会社ＴＨＤ,葬儀,1,■事業内容：冠婚葬祭業■㈱ベルコについてご家族の“芯”の部分にふれる。それが、冠婚葬祭の仕事です。株式会社ベルコは1969年の創業以来、多くの会員様の「結婚式」「お葬式」という、人生の二大セレモニーをお手伝いしてまいりました。大きな責任を胸にご家族の素の心と向き合いながら、新たな旅立ちへの喜びやお別れの哀しみが込められたセレモニーの開催を誠心誠意サポートしています。人生において最も大切なセレモニー（冠婚葬祭）に関わる、やりがいのあるお仕事です。お客様1人1人の想いを形にすることで、“感動”へと導いてくれる「おもてなし」「サービス」を共に創造しましょう。,大阪府大阪市中央区久太郎町3-5-27BLCビル6F,1998,,,,30,20百万円,なし
2024-08-01,株式会社永田屋,葬儀,7,■事業内容： お客様へのサービスに高い誇りとこだわりを持ち、葬祭業務及び仏壇仏具販売業務を行っています。■概要：大正2年創業、100年以上の歴史のある葬儀専門会社です。・事業詳細(1)葬儀の企画・運営・施行管理事業 (2)セレモニーホール管理・運営事業 （神奈川県相模原市と東京都町田市に11拠点18式場を展開）(3)ｉｆ共済会管理・運営事業(4)霊柩車・寝台車の搬送事業 (5)仏壇・仏具販売事業 (6)その他の葬祭関連商品販売事業,神奈川県相模原市緑区橋本8-1-1,1955,,,33.1,174,50百万円,http://www.e-nagataya.com/
2024-07-01,株式会社和光商事,葬儀,1,■葬儀・式典請負■霊柩寝台自動車運送業■葬儀に付帯する業務一式■損害保険代理業及び生命保険の募集に関する業務,神奈川県横浜市港北区小机町1474 ル・チード原橋ビル1F・2F,2015,代表取締役 渡邉 智史,,,10,1000万円,https://www.wakousougisya.com/
2024-07-01,サン・ワード株式会社,ブライダル・ウェディング,3,■事業内容：ハウスウエディング会場の運営,岐阜県岐阜市薮田南4-12-16,1990,,,30.0,62,10百万円,https://s-word.co.jp/
2024-07-01,株式会社アネーリ,ブライダル・ウェディング,4,■事業内容：「ザ・コルトーナ・シーサイド台場」等の結婚式場の運営および、結婚式のプロデュース,群馬県沼田市薄根町4470-1,2017,,,,34,3百万円,なし
2024-08-01,株式会社トレセレ,葬儀,無,・葬祭事業・生花販売事業・一般貨物（霊柩）自動車運送事業・一般乗用旅客自動車運送事業・保険代理業・仏壇・仏具販売事業・葬祭用贈答品販売事業・葬儀関連業務全般 2024年6月doda掲載求人より引用,東京都八王子市鑓水2020-1,2005,代表取締役 田島 香織,,,,20 百万円,"Failed to retrieve page, status code: 410"
2024-08-01,株式会社グランプラス,ブライダル・ウェディング,1,■会社概要・2017年に設立、栃木県足利市に本社を置き、人前式、教会式、神前式なども行い、さまざまなウエディング事業を展開しております。■事業内容（１）ウエディングハウスの運営 （２）ウエディングプロデュース事業（３）パーティープロデュース事業 （４）ウエディングコンサルティング事業,栃木県足利市堀込町2518-8,2017,,,,31,3百万円,http://www.sally-garden.jp/access/
2024-06-01,株式会社サンマリエ,ブライダル・ウェディング,1,■事業内容：（1）会員制による結婚相手の紹介、相談（2）パーティーの主催、旅行イベントの企画・運営（3）出会い・交際・結婚に関する教室、講座の運営（4）挙式、披露宴、及び新婚旅行の企画斡旋 （5）図書・新聞の出版及び販売 （6）上記に付帯する事業,東京都新宿区西新宿3-20-2東京オペラシティタワー 40F,1981,,,,210,800百万円,https://www.sunmarie.com/
2024-07-01,株式会社古都錦堂,葬儀,1,冠婚葬祭ギフト販売仏壇・仏具・墓石販売,千葉県松戸市日暮3-10-10,2022,代表者 錦戸 研二,,,3,300万円,https://nishikidou.com/
2024-07-01,株式会社Ｓｈｉｎ,葬儀,2,■ライフエンディングサービス【終活相談】■家族葬・一般葬・社葬■式場運営■仏壇・仏具の販売・寺院紹介・お墓のご案内,東京都渋谷区笹塚2-30-1,2015,代表取締役 北島 伸由,,,65,1000万円,http://osoushiki-tokyo.jp/
2024-08-01,株式会社オーネット,ブライダル・ウェディング,6,"■概要：会員登録数39,844人（2024年1月1日現在）を有する結婚情報サービス業界トップクラスの企業です。2007年12月、株式会社オーエムエムジーの結婚情報サービス「O-net」事業を全て承継し、楽天グループ出資の新会社として発足。■サービス内容：(1)結婚情報サービス事業※株式会社オーネットは設立43年の実績のある結婚相手紹介サービスです(2)イベントの企画、運営に関する業務(3)出版事業（会員情報誌等の発行）その他上記に関する周辺業務",東京都中央区晴海1-8-12晴海アイランド トリトンスクエア オフィスタワーZ 22F,2007,,,,419,613百万円,https://onet.co.jp/
2024-08-01,株式会社Ｒｅａｌｉｎｇ,ブライダル・ウェディング,1,＜婚活サービス＞・結婚相談所・恋活・婚活・交流会イベント・男女恋愛婚活コンサルサービス・男女の恋愛におけるカウンセリングサービス・結婚式に向けてのサポートサービス＜その他のサービス＞・コンサルティング・イベント企画・運営・映像制作全般・不動産の仲介・転職キャリア支援・オーダースーツのサービス・提携先サロンのご案内・写真撮影サービス,東京都渋谷区渋谷1-11-3第一小山ビル3F,2018,代表取締役 佐藤 優,,27.0,,,https://realing.co.jp/
2024-06-01,株式会社ホワイトイン高崎,ブライダル・ウェディング,1,■事業内容： 鎌倉時代からつづく高崎総鎮守髙﨑神社の結婚式場として昭和43年（1968年）創業。高度成長期には時代の要請をうけて増改築を重ねて拡大路線を歩んできましたが、少子化・晩婚化・非婚化の趨勢を受けてコストをかけてダウンサイジングを計画中（コロナ禍、円安、建設コスト高のため一時中断）。一方で、料理の評判を活かして料亭レストランの運営を展開。そしてまた新規事業として2024年6月に「やる気スイッチグループFC」のスクールIE玉村校を開校。,群馬県高崎市赤坂町94-1,2019,,,,4,5百万円,なし
2024-07-01,ラポールホールディングス株式会社,葬儀,3,事業内容：グループ会社の経営指導、管理部門の請負当社について：ラポールホールディングス株式会社は、和歌山エリアを中心に、家族葬専門式場や仏壇仏具販売を運営している会社の持ち株会社です。当社がVISION&SLOGANで掲げる「『いい人生だった』とすべての人が思える社会へ」の実現に向け、葬祭分野のみならず、介護などライフエンディングステージに係るすべての「ライフサポート」サービスを展開し、一人ひとりに満足していただけるサービスを提供する企業群を構築するため、大阪市内にオフィスを開設し、さらなる事業拡大とIPO（新規株式公開）を目指しています。,和歌山県和歌山市和歌浦西1-1-19,2020,,,46.0,15,10百万円,https://rapport-hd.co.jp/
2024-08-01,ライフフォワード株式会社,葬儀,1,≪東証プライム上場の燦ホールディングス株式会社のグループ会社≫【会社概要】ライフフォワード株式会社は、信頼できる事業者（パートナー企業）と提携することで、消費者が安心・信頼できる品質の良いサービス・関連商品をポータルサイトでの紹介を通じて提供することを目的に設立いたしました。2020年の設立以来、不透明感が指摘される終活業界において、情報の透明化を図り、消費者の安心・安全を守ることを使命としています。「葬儀」「お墓」を紹介するポータルサイトの運営からスタートし、徐々にその事業領域を拡大しながらライフエンディングサポート事業の拡充を図り、消費者の多様なニーズに対応してまいります。,大阪府大阪市中央区北浜2-6-11,2020,,,,48,,https://life-forward.co.jp/message/
2024-05-01,株式会社小さなお葬式,葬儀,1,●不動産の売買/保有/賃貸/リース及び管理●上記に伴うコンサルタント●葬儀全般に関する業務のコンサルタント●建築物の設計建設に関する一切の業務,大阪府大阪市西区靭本町1-6-3ユニクエスト3F,2021,代表取締約社長 重野 心平,,,,"1,000万円",https://www.uqo.jp/
2024-07-01,株式会社あえる,葬儀,2,■事業内容： ・墓地リノベーション再生事業・樹木葬の企画、施工及び紹介斡旋販売・改葬サポート事業（墓石撤去工事を含む）・寺院様向けの経営コンサルサポート・ペット墓地の企画・提案、設計施工・葬送に関わる事業・仏壇・仏具、仏像、寺院装飾品、墓石の販売・葬祭サポート事業・その他上記に関わる事業,東京都中野区本町2-51-10OKビル9F,2022,,,,5,"1,500百万円",https://www.flower-jumokuso.com/
2024-07-01,パルモＤＣ株式会社,葬儀,4,～イズモはパルモグループに生まれ変わります～冠婚葬祭業（結婚式、お葬式、お宮参り、七五三、成人式、長寿祝い、法事、初盆、各種宴会 等）静岡県西部～愛知県東部エリアにて冠婚葬祭業を営み続け50年有余年。時代を先取りするあらゆるスタイルのブライダルの展開や、地域と慣習に合わせたフューネラルの提供。豊かな日本のセレモニー文化を尊重し、「人と人とのつながりを築き、心の絆を強めます」「時代の先駆者となり、地域に必要とされる企業であり続けます」というクレド（企業理念）のもと、社会に貢献できる総合セレモニー企業として、人生の節目を彩る様々な事業を展開中です。,静岡県浜松市中央区三組町185-1,,,,,,,なし
2024-07-01,株式会社ナレソメ,ブライダル・ウェディング,5,■事業内容： オンライン結婚相談所「ナレソメ予備校」■特徴：「ナレソメ予備校」とは、婚活のプロである“仲人カウンセラーと塾長をはじめとしたインフルエンサー”が一人一人と面談した上で、成婚するための環境とノウハウを提供し「プロフィール作成」からお見合い調整／交際サポート「成婚退会／プロポーズ」まで全てサポートいたします。,東京都目黒区東が丘2-14-12コテージ東が丘301,2023,,,32.4,37,1百万円,https://naresome.net/yobiko/company/
2024-07-01,株式会社八芳園エリアプロデュース警固,ブライダル・ウェディング,2,■結婚式場／宴集会場、各パーティー会場のイベントプロデュース・運営■地方自治体関連のイベント・コンテンツプロデュース,福岡県福岡市中央区天神２丁目２－２０ 警固神社社務所ビル 9階,2023,代表取締役 井上 義則,,,22,1000万円,https://www.happo-en-kego.com/business
2024-06-01,株式会社広済堂エンジニアリング,葬儀,2,■事業内容： （1）建築工事・土木工事・機械器具設置工事の企画、設計、請負、施工及び管理（2）機械設備の企画、設計、請負、製作、修理、整理、技術指導、維持管理及び販売（3）火葬業務及び火葬場の運営受託・管理、企画、設計、請負、施工及び監理（4）環境改善及び環境保全に関する技術の開発及び製品の販売（5）動産の賃貸並びに不動産の売買・賃貸の管理（6）全角法に付帯関連する調査、研究開発、評価・認証及びコンサルティングの受託,東京都港区芝浦1-2-3シーバンスS館13F,2023,,,,,,なし
2024-08-01,株式会社サンレー,ブライダル・ウェディング,求人なし,,福岡県北九州市小倉北区上富野3-2-8,1974,代表取締役 佐久間 庸和,,,1465,50 百万円,
2024-08-01,株式会社リクルートゼクシィなび,ブライダル・ウェディング,無,（1）国内結婚式場（ホテル、レストランを含む）の紹介（2）海外ウエディング会場の紹介（3）二次会会場の紹介（4）婚約／結婚指輪展示、案内、試着（5）結婚式に関連する商品の展示、案内（6）結婚相手の紹介、相談（7）生命保険・損害保険の募集に関する業務 2024年5月doda掲載求人より引用,東京都千代田区丸の内1-9-2,2008,代表取締役 舘 康人,,,665,150 百万円,
2024-08-01,株式会社ブラス,ブライダル・ウェディング,無,■直営店型ハウスウエディング事業■ハウスウエディング事業にともなう挙式披露宴に関する■企画運営、婚礼衣裳の販売レンタル、外食、司会、演出業等 2024年2月doda掲載求人より引用,愛知県名古屋市中村区名駅2-36-20アイムビル 4Ｆ,1998,代表取締役社長 河合 達明,スタンダード,28.1,542,100 百万円,
