更新日,名称,業界(小分類),求人有無,事業内容,所在地,設立,代表者,上場市場名,平均年齢,従業員数,資本金,企業URL
2024-08-01,こころネット株式会社,葬儀,求人なし,,福島県福島市鎌田字舟戸前15-1,1966,代表取締役社長 菅野 孝太郎,スタンダード,46.2,512,500 百万円,
2024-08-01,株式会社サン・ライフホールディング,葬儀,無,,神奈川県平塚市馬入本町13-11,2018,代表取締役社長 比企 武,スタンダード,41.0,477,100 百万円,
2024-08-01,株式会社ベストホスピタリティーネットワーク,ブライダル・ウェディング,求人なし,,東京都港区海岸1-16-2,1983,代表取締役 塚田 正之,,,362,100 百万円,
2024-08-01,株式会社きずなホールディングス,葬儀,求人なし,,東京都港区浜松町2-2-12ＪＥＩ浜松町ビル 2Ｆ,2017,代表取締役社長 兼 グループＣＥＯ 中道 康彰,グロース,42.5,319,165 百万円,
2024-08-01,株式会社ラック,ブライダル・ウェディング,無,■フューネラル事業【西日本典礼（24斎場）・大分典礼（5斎場）】■ウエディング事業【NOBLE JAPAN FUKUOKA・Pulse5】■ドレス事業【Lazy Cinderella 福岡・大分】■フォト&プロデュース事業【RES WEDDING】■福祉事業■前払式特定取引業（経済産業大臣許可互第8002号） 2024年4月doda掲載求人より引用,福岡県福岡市博多区東比恵3-14-25,1967,代表取締役 松井 秀二,,,299,65 百万円,
2024-08-01,東京博善株式会社,葬儀,求人なし,,東京都港区芝浦1-2-3シーバンスＳ館 13Ｆ,1921,代表取締役社長 和田 翔雄,,,295,200 百万円,
2024-08-01,株式会社たまのや,葬儀,求人なし,,福島県福島市黒岩字堂ノ後35,2008,代表取締役 羽田 和德,,,227,50 百万円,
2024-08-01,株式会社アルカンシエル,ブライダル・ウェディング,求人なし,,東京都港区南青山6-1-16,1983,代表取締役 濵田 学,,,178,58 百万円,
2024-08-01,株式会社サンテック九州,葬儀,無,,福岡県福岡市博多区豊2-4-6豊甲陽ビル,1969,代表取締役 吉田 浩市,,,136,100 百万円,
2024-08-01,株式会社アターブル松屋,ブライダル・ウェディング,求人なし,,東京都中央区明石町2-1,1956,代表取締役 寺輪 佳輝,,,109,90 百万円,
2024-08-01,株式会社ティアサービス,葬儀,無,,愛知県名古屋市中村区烏森町7-296,2002,代表取締役 岡留 昌吉,,,90,17 百万円,
2024-08-01,南海グリーフサポート株式会社,葬儀,求人なし,,大阪府大阪市住之江区西住之江1-1-41南海住ノ江ビル 2Ｆ,2005,代表取締役 小池 裕司,,,75,35 百万円,
2024-08-01,ＭＩＳＥＬ株式会社,ブライダル・ウェディング,求人なし,,大阪府大阪市北区大淀中1-1-30梅田スカイビルタワーウエスト 7Ｆ,2017,代表取締役 中 研悟,,,75,100 百万円,
2024-08-01,トーカイシティサービス株式会社,ブライダル・ウェディング,求人なし,,静岡県静岡市葵区紺屋町17-1,2009,代表取締役 谷口 芳浩,,,58,50 百万円,
2024-08-01,株式会社花駒,葬儀,無,,京都府相楽郡精華町大字植田小字寺東5-2,1999,代表取締役 上野 雄一郎,,,32,10 百万円,
2024-08-01,株式会社ビジュアライフ,ブライダル・ウェディング,求人なし,,東京都文京区関口2-5-14目白台ハウス 219,2004,代表取締役 成瀬 健一,,,30,20 百万円,
2024-08-01,エスケーアイマネージメント株式会社,葬儀,無,情報が古い可能性があります。最新の情報を確認する場合はHP等をご覧ください。 葬祭事業 2022年5月doda掲載求人より引用,愛知県知多市新知東町3-44-8,2009,代表取締役 中野 喜夫,,,28,490 百万円,
2024-08-01,株式会社北関東互助センター,葬儀,求人なし,,栃木県宇都宮市山本1-2-8,1974,代表取締役 中山 浩,,,23,40 百万円,
2024-08-01,株式会社広済堂ライフウェル,葬儀,無,＼株式会社広済堂ホールディングス100%子会社／■葬祭業■コンサルティング業 2023年9月doda掲載求人より引用,東京都港区芝浦1-2-3シーバンスＳ館 13Ｆ,2020,代表取締役 志岐 崇,,,17,100 百万円,
2024-08-01,株式会社阪急ウェディング,ブライダル・ウェディング,無,,大阪府大阪市北区角田町8-7,2003,代表取締役 川上 智,,,16,10 百万円,
2024-08-01,株式会社グランセレモ東京,葬儀,求人なし,,東京都港区芝浦1-2-3シーバンスＳ館 13Ｆ,2022,代表取締役 櫻井 貴史,,,15,100 百万円,
2024-08-01,株式会社アルカンシエルプロデュース,ブライダル・ウェディング,求人なし,,愛知県名古屋市西区牛島町4-1,2010,代表取締役 中村 正和,,,12,10 百万円,
2024-08-01,株式会社アロウブライト,ブライダル・ウェディング,求人なし,,静岡県浜松市中央区船越町34-25アポロホール 2Ｆ,2020,代表取締役 水田 優輝,,,8,3 百万円,
2024-08-01,さがみライフサービス株式会社,冠婚葬祭業界,求人なし,,神奈川県小田原市西酒匂1-3-52,1998,代表取締役 原田 教夫,,,5,30 百万円,
2024-08-01,株式会社東京會舘,ブライダル・ウェディング,求人なし,,東京都千代田区丸の内3-2-1,1920,代表取締役社長 渡辺 訓章,スタンダード,,,"3,700 百万円",
2024-08-01,株式会社公益社,葬儀,求人なし,,京都府京都市中京区烏丸通六角上る饅頭屋町608,1938,代表取締役 松井 雄,,,,80 百万円,
2024-08-01,株式会社わたる,ブライダル・ウェディング,求人なし,,岡山県浅口市鴨方町鴨方808-1,1988,代表取締役 三木 亜里砂,,,,10 百万円,
2024-08-01,株式会社キタジマ,葬儀,求人なし,,福井県福井市高木中央2-3214,1975,代表取締役 北嶋 さおり,,,,21 百万円,
2024-08-01,聖典株式会社,葬儀,求人なし,,埼玉県草加市瀬崎4-6-36,1931,代表取締役 藤井 明,,,,45 百万円,
2024-08-01,松和産業株式会社,葬儀,求人なし,,福岡県福岡市博多区西月隈1-13-44,1976,代表取締役 松﨑 公一郎,,,,45 百万円,
2024-08-01,トモエ協同組合,ブライダル・ウェディング,求人なし,,岡山県岡山市北区奥田南町6-53,1974,代表理事 藤井 健正,,,,,
2024-08-01,株式会社江頭仏壇店,葬儀,無,情報が古い可能性があります。最新の情報を確認する場合はHP等をご覧ください。 ■仏壇・仏具、神具、寺院用品の小売・卸売販売業■各宗寺院の御内陣・納骨堂の新設・改修 2023年7月doda掲載求人より引用,福岡県大川市大字津17-2,1971,代表取締役社長 江頭 那将,,,,30 百万円,
2024-08-01,宗教法人慈恵院,葬儀,求人なし,,東京都府中市浅間町2-15-1,1965,代表役員 永田 宏,,,,555 百万円,
2024-08-01,株式会社公益社,葬儀,無,情報が古い可能性があります。最新の情報を確認する場合はHP等をご覧ください。 ■葬儀一般、葬具品貸付及び販売■霊柩運送事業■貸切バス事業■葬儀式場の貸付■生花、引出物一般 2023年7月doda掲載求人より引用,北海道札幌市中央区南三条西9-998-14,1973,代表取締役 荏原 泉,,,,50 百万円,
2024-08-01,株式会社博善社,葬儀,求人なし,,長野県長野市大字東和田245-1博善グループ本社ビル 1Ｆ,1979,代表取締役 脇﨑 佐知子,,,,30 百万円,
2024-08-01,株式会社長野エーコープサプライ,葬儀,求人なし,,長野県長野市市場2-1ＪＡ全農長野北信物流基地,1970,代表取締役 湯本 豊,,,,84 百万円,
2024-08-01,株式会社レストランスワン,ブライダル・ウェディング,求人なし,,群馬県前橋市大渡町1-20-11,1966,代表取締役 萩原 康充,,,,10 百万円,
2024-08-01,北海葬祭株式会社,葬儀,求人なし,,北海道札幌市中央区南二十六条西14-1-15,1937,代表取締役 松井 貞憲,,,,10 百万円,
2024-08-01,株式会社セリオむすめや,冠婚葬祭業界,求人なし,,北海道札幌市白石区中央二条3-4-10,1941,代表取締役 岩崎 明仁,,,,60 百万円,
2024-08-01,ブライト信州株式会社,葬儀,求人なし,,長野県長野市大字南長野妻科962,1977,代表取締役 有吉 眞,,,,20 百万円,
2024-08-01,株式会社博善社,葬儀,求人なし,,北海道札幌市中央区南十四条西7-1054,1967,代表取締役社長 北島 忍,,,,12 百万円,
2024-08-01,株式会社美美,ブライダル・ウェディング,求人なし,,北海道札幌市東区北三十三条東8-1-20,1977,代表取締役 枝並充高,,,,30 百万円,
2024-08-01,株式会社愛衣裳店,ブライダル・ウェディング,無,,北海道札幌市中央区北五条西13-1,1983,代表取締役 宮坂 美奈子,,,,25 百万円,
2024-08-01,株式会社銀伶,ブライダル・ウェディング,求人なし,,群馬県前橋市南町3-50-1,1983,代表取締役 手島 武夫,,,,15 百万円,
