更新日,名称,業界(小分類),求人有無,事業内容,所在地,設立,従業員数,資本金,平均年齢,企業URL,上場市場名,代表者
2024-08-01,Ｉ－ＰＥＸ株式会社,電子部品メーカー,24,■事業概要：コネクタ及びエレクトロニクス機構部品事業／自動車電装・関連部品事業／半導体設備及びその他の事業1963年、I-PEXは精密金型メーカーの「第一精工」として京都に誕生しました。金型や製造装置の社内製作を中心とした技術の研鑽によって難易度の高いものづくりに取り組み、数々の世界初や独自の製品、ソリューションを産み出してきました。I-PEXは、グローバル市場で閃きや驚きという価値を提供する「ものづくりソリューションエキスパート」を意味します。,京都府京都市伏見区桃山町根来12-4,1963,5293,"10,968百万円",39.9,https://www.corp.i-pex.com/ja,プライム市場,
2024-08-01,株式会社アドヴィックス,自動車部品メーカー,56,■事業内容：同社は国内を代表する自動車部品メーカー3社（アイシン精機、デンソー、住友電気工業）が事業統合し、トヨタ自動車の出資で設立した「止める技術の究極」を追い求めるブレーキシステムの専門メーカーです。主に自動車用ブレーキシステム（ABS、ESCなど）及び、そのシステムを構成する部品（ブレーキブースタ、マスターシリンダ、ディスクブレーキ、ドラムブレーキ、その他関連部品）の開発・販売を行っています。世界中にブレーキ関連のサプライヤーは多数ありますが、同社は世界で唯一、電子制御から摩擦材までの開発を手がけます。,愛知県刈谷市昭和町2-1,2001,12719,"12,200百万円",,http://www.advics.co.jp/index.html,,
2024-08-01,ジャパンマリンユナイテッド株式会社,造船・重工業,14,■事業概要：船舶・艦艇・海洋浮体構造物等の設計、製造、販売等,神奈川県横浜市西区みなとみらい4-4-2,2013,4800,"57,500百万円",41.2,https://www.jmuc.co.jp/,,
2024-08-01,プライムアースＥＶエナジー株式会社,電子部品メーカー,29,■事業内容：PHEV・HEV用ニッケル水素蓄電池、リチウムイオン電池、BMSの開発・製造・販売,静岡県湖西市岡崎20,1996,4693,"20,000百万円",36.5,https://www.peve.jp/,,
2024-08-01,株式会社ジャパンディスプレイ,電子部品メーカー,7,■事業内容：ジャパンディスプレイは、人と世界を結び、瞬時に多くの情報を伝えるビジュアルインターフェースになくてはならない「ディスプレイ」の開発、製造 を行い、グローバル市場にお届けしています。スマートフォンに代表されるモバイル分野、インテリジェント化が進む車載分野、デジタルカメラやハイ エンドノートPC用等の民生機器用ディスプレイ、医療用モニター等の産業用ディスプレイなどのノンモバイル分野の、幅広い分野でグローバル市場から 高い評価を得ています。,東京都港区西新橋3-7-1ランディック第2新橋ビル,2012,4600,"100,000百万円",44.9,http://www.j-display.com/,プライム市場,
2024-08-01,富士フイルムビジネスイノベーション株式会社,家電・モバイル・ネットワーク機器・複写機・プリンタメーカー,99+,■会社概要：「富士フイルムビジネスイノベーション株式会社」は、2021年4月に「富士ゼロックス株式会社」より社名を変更しました。新社名には「富士フイルムグループの企業として、常にビジネスに革新をもたらす存在であり続ける」との決意を込めています。1962年の創立以来、オフィスドキュメント分野のパイオニアとして、高い堅牢性を有した複合機に代表される卓越した商品技術力を強みに、常に業界をリードしてまいりました。,東京都港区赤坂9-7-3東京ミッドタウン,1962,4505,"20,000百万円",,https://www.fujifilm.com/fb/,,
2024-07-01,MXモバイリング株式会社,家電・モバイル・ネットワーク機器・複写機・プリンタメーカー,3,■概要：MXモバイリングは、NTTドコモをはじめとする携帯電話事業者の一次代理店として、全国にドコモショップを中心とした携帯電話販売網を展開しています。■主要事業：・携帯電話の販売代理店(ショップ運営)・携帯電話関連商品等の販売・法人向け携帯端末・ソリューションの提供・固定回線サービス事業、その他取次事業■補足：法人企業向けに、Office365や、スマートデバイスの導入検討時から運用・廃棄までのライフサイクル全体についてトータルサポートサービスを提供しています。,東京都江東区豊洲3-2-24豊洲フォレシア,1972,4417,"1,000百万円",,https://www.mxmobiling.co.jp/index.html,,
2024-07-01,日産自動車九州株式会社,自動車部品メーカー,10,■会社概要日産自動車九州は、周防灘に面した福岡県苅田町に位置しています。1975年に日産自動車九州工場（九州初の自動車工場）として生産を開始。以来、数々の日産車を世に送り出してきました。そして2011年、日産自動車九州工場は『日産自動車九州』として新たな一歩をスタートいたしました。私たちは、これからもアライアンス生産方式（APW）※により、時代とともに多様化するお客さまの要望にも柔軟に対応。最先端の技術を駆使した、コストパフォーマンスの高い、確かな品質のクルマを約束通りの短い納期でお客さまにお届けしてまいります。,福岡県京都郡苅田町新浜町1-3,2011,4500,10百万円,41.0,https://www.nissankyushu.co.jp/index.html,,
2024-08-01,アイリスオーヤマ株式会社,家電・モバイル・ネットワーク機器・複写機・プリンタメーカー,99+,■企業概要：同社は生活用品を開発・販売するグローバルメーカーベンダーです。同社の事業マインドは、生活者の目線になって考える「ユーザーイン発想」と、過去の常識にとらわれないアグレッシブな考え方の「イノベーション」の2つで構成されています。元々プラスチック製造を手掛けるメーカーであった同社はこの事業マインドを大切にすることで、メーカーベンダーへの業態革新を行うとともに、事業領域としてもペット事業、収納用品事業、LED照明事業など新規事業への参入を果たしながら拡大してきました。,宮城県仙台市青葉区五橋2-12-1,1971,6290,100百万円,,https://www.irisohyama.co.jp,,
2024-08-01,株式会社デンソーテン,家電・モバイル・ネットワーク機器・複写機・プリンタメーカー,62,■企業概要：1983年に車載用CDプレイヤーを世界初で開発したことを皮切りに、Audio・Visual・Navigationを一体とした「AVN」の開発、クルマの360度周辺監視を実現する三次元仮想投影技術（文部科学大臣「科学技術賞」受賞）を使用した「マルチアングルビジョン」など、先進的な製品・技術を世に生み出し、常にクルマ社会の進化をリードし続けてきた。,兵庫県神戸市兵庫区御所通1-2-28,1972,9531,"5,300百万円",,https://www.denso-ten.com/jp/,,
2024-08-01,村田機械株式会社,産業用装置（工作機械・半導体製造装置・ロボットなど）メーカー,86,～1935年創業、「繊維機械」世界シェアNO.1を誇りファクトリー＆オフィスオートメーション事業を手掛けるグローバル総合メーカーです～,京都府京都市伏見区竹田向代町136,1935,4172,900百万円,,https://www.muratec.jp,,
2024-08-01,マクセル株式会社,電子部品メーカー,24,マクセル株式会社は、創業以来、電池や磁気テープなどの製造過程で培った独自のモノづくり技術を、価値創造の源泉としています。この技術は、粉体の混合分散、塗料の均質塗布、樹脂の精密成型などにおいて、高い品質と革新性を両立させるものです。マクセルは、これら技術を基盤として、世の中のニーズに応える新しい製品の開発に取り組んでいます。例えば、全固体電池などの革新的な製品は、これらの技術の集大成であり、次世代のエネルギー革命に貢献するものとして期待されています。マクセルは常に技術革新を追求し、世界中のお客様に高品質かつ革新的なソリューションを提供することを使命としています。,京都府乙訓郡大山崎町大山崎小字小泉1,1960,3956,"12,200百万円",,http://www.maxell.co.jp/,プライム市場,
2024-07-01,山洋電気株式会社,産業用装置（工作機械・半導体製造装置・ロボットなど）メーカー,1,■事業内容： ◇クーリングシステム事業部：冷却ファン、冷却用システムの開発・製造・販売PC、サーバなど，電子機器内部で発生する熱を冷ますためのファンを開発◇パワーシステム事業部：無停電電源装置，エンジンジェネレータ、および太陽光発電システム用パワーコンディショナの開発・製造・販売絶対に止まることが許されない金融機関オンラインシステムなどの電源バックアップ装置や太陽光発電システム用パワーコンディショナを開発◇サーボシステム事業部：サーボモータ、ステッピングモータ、エンコーダ、および駆動装置，コントロールシステムの開発・製造・販売,東京都豊島区南大塚3-33-1,1936,3720,"9,900百万円",,https://www.sanyodenki.co.jp/,プライム市場,
2024-08-01,ＳＥＭＩＴＥＣ株式会社,電子部品メーカー,13,電子部品の製造販売【営業品目】・各種センサ(温度センサ・薄膜センサ・赤外線センサ)・サージアブソーバ(シリコンサージアブソーバ・バリスタ)・電流デバイス(パワーサーミスタ・定電流ダイオード) ・その他(各種モジュール等),東京都墨田区錦糸1-7-7／本社【国内事業拠点】西日本営業所(大阪府)／名古屋営業所【生産・開発拠点】千葉工場,1958,343,7億7302万円,,https://www.semitec.co.jp/,スタンダード市場,代表取締役社長 石塚 大助
2024-08-01,パンチ工業株式会社,機械部品・金型メーカー,8,■事業内容： 精密金型部品を製造直販する総合メーカーとして、金型業界のあらゆるニーズに対応し、高精度・高品質で安価な製品を世界中に供給しています。■詳細：以下事業を行っています。(1)プラスチック金型部品事業(2)プレス金型部品事業(3)自動機部品事業(4)その他（半導体、ダイカスト金型部品、冷間・熱間鍛造各種パンチ、治具部品製造等）,東京都品川区南大井6-22-7大森ベルポートE館5F,1975,3575,"3,400百万円",39.2,http://www.punch.co.jp/,スタンダード市場,
2024-08-01,株式会社日立産機システム,産業用装置（工作機械・半導体製造装置・ロボットなど）メーカー,23,■企業の特徴・事業内容幅広い分野を持つ日立グループの中で、株式会社日立製作所の産業電機事業を専業分社し、2002年4月に設立されました。産業用の空気圧縮機、変圧器、インクジェットプリンタを主としたマーキングシステムや、モーター、制御機器などのドライブシステム事業、ポンプ、ファンなどの風水力機器、ホイスト（クレーン）等の分野において、国内トップクラスのシェアを数多く誇る有数の企業です。産業電機分野は、日本のモノづくりや社会インフラを支える中核製品分野であり、近年は小型化・軽量化・省エネ化が大きなテーマとなっています。,東京都千代田区外神田1-5-1,2002,3200,"10,000百万円",40.5,"Failed to retrieve page, status code: 410",,
2024-06-01,トヨタ自動車北海道株式会社,自動車（四輪・二輪）メーカー,1,■事業内容： トヨタグループの北の戦略拠点として、トヨタ車に搭載するオートマチックトランスミッション、トランスファー等を製造し、国内・海外の生産拠点に供給しています。トヨタのグローバル戦略の一翼を担い、「世界No.1のユニットメーカー」を目指して成長中です。また海外拠点への技術支援にも取り組んでいます。,北海道苫小牧市字勇払145-1,1991,3336,"27,500百万円",40.6,http://www.tmh.co.jp/,,
2024-08-01,株式会社スクウェア・エニックス,アミューズメント・エンタメ・ゲームメーカー,8,■事業内容：（1）デジタルエンタテインメント事業（2）アミューズメント事業（3）出版事業（4）ライツ・プロパティ等事業,東京都新宿区新宿6-27-30新宿イーストサイドスクエア,2008,3330,"1,500百万円",,http://www.jp.square-enix.com/,,
2024-08-01,株式会社やまびこ,建設機械・その他輸送機器メーカー,21,■事業内容： 小型屋外作業機械（チェンソー、刈払機等）、農業用管理機械（防除機、畦草刈機、モア等）、一般産業機械（発電機、溶接機等）などの製造、販売。,東京都青梅市末広町1-7-2,2008,3241,"6,000百万円",43.6,https://www.yamabiko-corp.co.jp/,プライム市場,
2024-08-01,株式会社レスター,機械部品・金型メーカー,32,■事業内容：半導体及び電子部品事業、電子機器事業、システム機器事業、調達事業、環境エネルギー事業、新電力事業、植物工場事業,東京都港区港南2-10-9,2019,2601,"4,383百万円",45.8,https://www.restargp.com/,プライム市場,
2024-08-01,ビューテック株式会社,自動車部品メーカー,5,■事業内容：（1）ガラス事業…ビューテックグループの基幹事業で、50年に渡り技術力を磨き、生産現場の効率化の追求により独自のノウハウを蓄積してビューテックブランドを確立してきました。自動車用ガラスアッセンブリーは、世界でトップシェアを誇るまでに成長しています。（2）製造請負事業…顧客の工場内にて特定の工程を請負、部品の製造・加工・供給を行っています。顧客の要望に応えるかたちではじまった事業で、今ではAGC株式会社の自動車・液晶ディスプレイ・住宅用ガラスの加工やアッセンブリー工程、トヨタ自動車株式会社の生産ラインへの部品供給工程を担当しています。,愛知県豊田市梅坪町9-30-3,1965,12500,"5,500百万円",38.0,https://www.vuteq.co.jp/,,
2024-08-01,矢崎総業株式会社（矢崎グループ）,自動車部品メーカー,88,■概要：自動車用ワイヤーハーネスで世界トップクラスを誇る独立系メーカーで日本を含む45カ国・143法人・従業員約25万人で展開するグローバル企業。YAZAKIの開発コンセプトは「つなぐ」。独自の視点と技術からヒトとモノ、またはモノとモノをつなぐことで、社会に役立つさまざまな製品を生み出しています。中でも主力商品は、自動車に必要な電線や情報回路をコンパクトに束ねた、いわばクルマの神経・血管にあたるワイヤーハーネス。国内は基より各国の主要カーメーカーから高い評価を受け、世界トップクラスを誇ります。,東京都港区港南1-8-15Wビル7F,1941,239753,"3,191百万円",40.7,http://www.yazaki-group.com/,,
2024-08-01,コニカミノルタジャパン株式会社,家電・モバイル・ネットワーク機器・複写機・プリンタメーカー,17,■事業内容：（1）複合機（MFP）・プリンター、印刷用機器、ヘルスケア用機器、産業用計測機器などの販売、並びにそれらの関連消耗品、ソリューションサービス等（2）新規注力事業の強化・拡充のための開発、企画、マーケティング等,東京都港区芝浦1-1-1浜松町ビルディング26F,1947,3341,397百万円,42.9,https://www.konicaminolta.jp/business/about/bj/index.html,,
2024-08-01,株式会社ツバキ・ナカシマ,機械部品・金型メーカー,5,■事業内容：軸受用鋼球、セラミック球、超硬合金球、ガラスボール、プラスチック球、カーボン鋼球など各種産業用精密ボール、円錐ころ、円筒ころ、球面ころなどの軸受用及び各種産業用精密ローラー、リテーナー、医療用器具及び衛生用器具、ボールねじ及び送風機等の製造販売 ■事業所：・本社 奈良県葛城市 ・工場 【精密ボール】 奈良県葛城市、岡山県勝田郡勝央町 【ボールねじ】 奈良県大和郡山市 【送風機】 長崎県佐世保市 ・海外拠点 アメリカ、ポーランド、中国、台湾、インド、タイなど、日本含む世界11か国21工場,奈良県葛城市尺土19,1936,3066,"17,117百万円",44.2,https://www.tsubaki-nakashima.com/jp/,プライム市場,
2024-08-01,デンソーテクノ 株式会社,自動車部品メーカー,99+,～デンソーグループ最大の「設計専門」カンパニーとして、デンソーグループの量産設計を担うエンジニア集団です～■事業内容：◇デンソーグループの中で、主に顧客の量産開発・設計工程において、仕様検討から量産対応までのプロセスを担当しています。◇技術分野は、ソフトウェア設計・電子回路設計・機器設計と幅広くカバーしています。◇より安全・安心・便利で環境にやさしいモビリティを実現するべく、CASE・MaaSへの対応など、先進技術をいち早く社会に実装する役割を果たしていきます。,愛知県刈谷市大正町1-714,1984,3194,180百万円,38.0,http://www.densotechno.co.jp/,,
2024-06-01,株式会社パロマ,家電・モバイル・ネットワーク機器・複写機・プリンタメーカー,2,■事業内容：ガスコンロ、ガス給湯器、ガス炊飯器、業務用機器などガス器具の開発・製造・販売,愛知県名古屋市瑞穂区桃園町6-23,1911,15872,86百万円,38.2,http://www.paloma.co.jp/,,
2024-08-01,株式会社IJTT,自動車部品メーカー,48,～「“うごくモノ”を力強く支え、輝かしい未来の実現に貢献する」“革新的な技術”で世界中のモノづくりを支える自動車部品メーカー～◇事業内容：自動車用部品及び各種建設機械用部品の製造・販売・機械加工・組立：「品質」「価格」「サービス」で満足いただける製品の提供開発商品の乗用車用・商用車用プロペラシャフトにおいては、市場ニーズを先取りした提案型のビジネスを国内外で積極的に展開。また、主力製品の産業・建設機械用エンジンの生産においては、主要部品の粗材調達から加工、組立までの一貫生産で、ニーズに対応。,神奈川県横浜市神奈川区金港町1-7横浜ダイヤビルディング18F,2013,4304,"5,500百万円",41.2,https://www.ijtt.co.jp/,スタンダード市場,
