更新日,名称,業界(小分類),求人有無,事業内容,所在地,設立,平均年齢,従業員数,資本金,企業URL,代表者,上場市場名
2024-07-01,株式会社ＳＯＲＡ,Webマーケティング（広告代理店・コンサルティング・制作）,1,■概要：Webマーケティング、常駐型プロジェクト支援、システムインテグレーションの3つの事業を柱に展開しております。,東京都目黒区目黒1-4-16目黒Gビル10F,2001,27.0,30,30百万円,http://www.so-ra.co.jp/,,
2024-08-01,株式会社オプティマイザー,Webマーケティング（広告代理店・コンサルティング・制作）,5,■企業概要：当社は「Optimizer with Innovative Experience」をテーマに創業当時から続けているWEB広告事業を始め、エネルギー事業、クラウド通信事業などの事業を展開しており、マーケティングとテクノロジーを組み合わせて経済活動や消費者行動を最適化している会社です。5GやAI、クラウドビジネスの普及により急速にデジタル化が進み、既に社会は大きく変化しています。ビジネスにおいても新型コロナウイルスの影響により、テレワークやハンコ文化の見直しなどあらゆるもののデジタル化が進んでいます。WEB広告を中心に新規事業を展開する同社のシステムは全て自社開発。,東京都港区元赤坂1-1-7オリエント赤坂モートサイドビル2F,2005,29.5,65,30百万円,https://www.optimizer.co.jp/,,
2024-08-01,株式会社フォトクリエイト,Webサービス・Webメディア（EC・ポータル・ソーシャル）,5,■概要：「感動をカタチにして、すべての人へ」という理念の下、全国各地のスポーツ/文化/教育/芸能イベント等、人生における様々なイベントを写真に残し、インターネットメディアを介して販売するビジネスを展開しています。,東京都新宿区西新宿6-3-1新宿アイランドウイング13F,2002,35.9,94,722百万円,https://photocreate.co.jp/,,
2024-07-01,千株式会社,Webサービス・Webメディア（EC・ポータル・ソーシャル）,10,"■事業内容：・インターネット写真販売サービス事業「はいチーズ！フォト」／インターネット写真販売システム事業「はいチーズ！システム」「はいチーズ！ムービー」／卒園・卒業アルバム制作事業「はいチーズ！アルバム」／保育業務ICT、IoT事業「Hoisys」「Hoimin」／広告販促事、マーケティング支援事業／映像制作、映像配信、WEB制作事業／AI事業／写真撮影事業（スタジオ・法人・個人など）幼稚園保育園を中心に全国12,000以上の団体、270万世帯が導入する「はいチーズ！」でスクールフォトのマーケットリーダー。",東京都千代田区紀尾井町1-3東京ガーデンテラス紀尾井町紀尾井タワー14F,2004,31.5,416,50百万円,https://sencorp.co.jp/,,
2024-07-01,プライマルホールディングス株式会社,Webサービス・Webメディア（EC・ポータル・ソーシャル）,1,■事業内容：プライマルグループ会社の持株会社であり、統括・管理、またバックオフィス機能を提供しています。■新規事業に特化したコンサルティング会社として、ソフトバンクグループと三菱商事で設立をしたユーフォリンクのビジネスインキュベーション部がスピンアウトして創業。グループ全体の新規事業創出を加速させるため、2014年2月1日をもってホールディングス形態へ移行しました。主な事業内容は以下の通りです。・新規事業立ち上げ支援・商品、サービス開発支援・自社新規事業,東京都港区芝1-6-10芝SIAビル3F,2006,31.0,201,13百万円,https://www.primalhd.co.jp/,,
2024-07-01,ネットスクウェア株式会社,印刷,1,■デジタル情報の印刷、製本および電子媒体への入出力に関する業務■インターネット関連、ドキュメントサービスに関するコンサルティング業務,東京都江東区枝川2-4-11 産業倉庫B棟,2000,,90,5000万円,https://www.netsquare.jp/,代表取締役社長 森川 卓也,
2024-08-01,株式会社パラダイムシフト,Webサービス・Webメディア（EC・ポータル・ソーシャル）,2,■事業内容：「世の中を変える新しい価値を創造する企業になる」「よりよい社会作りに貢献するため、私たちにしかできない最先端のサービスや商品を提供します」を理念に、システム開発、ビッグデータ分析プラットフォーム、マーケティング・アプリケーション、SaaS＆クラウド等のサービスを展開しております。,東京都中央区東日本橋1-3-6パラダイムシフトビル,2005,37.3,14,100百万円,https://paradigmshift.io,,
2024-06-01,株式会社DASH,広告制作,1,■事業内容：・テレビ、Web、ラジオコマーシャルの企画及び制作・エンターテーメントコンテンツの企画及び制作（映画、テレビ番組、PV）・タレント及びミュージシャンのキャスティング,東京都中央区新川1-15-2DASHビル,2006,35.0,44,30百万円,http://www.dash-cm.co.jp/,,
2024-08-01,株式会社QLife,Webマーケティング（広告代理店・コンサルティング・制作）,18,■事業内容：「医療と生活者の距離を縮める」をコンセプトとした、医療総合情報メディア運営会社です。エムスリー資本を100％導入済で医療・ヘルスケア業界向け各種サービス事業を展開しています。1．医療メディア事業（自社メディア運営）…生活者向けおよび医療関係者向け医療関連コンテンツの提供。※自社メディアを運営（医療関連テーマのメディアとして日本最大級の月間利用者数約600万人）,東京都港区虎ノ門3-8-21虎ノ門33森ビル10F,2006,37.0,135,149百万円,http://www.qlife.co.jp/,,
2024-07-01,株式会社電通リテールマーケティング,SP代理店（イベント・販促提案など）,6,■事業詳細： コンサルティングのみに留まらず、流通段階における戦略決定から店頭展開まで一貫したトータルソリューションをワンストップで提供。・全国対応のフィールド専門部隊による、「売場づくり支援」「店頭管理支援」・店頭を基点に、あらゆるマーケティング支援による、「店頭販促の支援」「DX支援、コンサルティング」・多種多様な業界経験者のデータ分析力による、「MD戦略の意思決定支援」「商談支援」「効果検証」,東京都港区芝5-31-17,2006,39.0,72,406百万円,https://dentsu-rm.co.jp/company/,,
2024-06-01,株式会社シグナルトーク,ゲーム（オンライン・ソーシャル）,1,■インターネットを利用した各種娯楽提供、及び各種情報提供のサービス■ソフトウェアの開発、設計、制作、販売,東京都大田区蒲田5-8-7 蒲田K-1ビル8F,2002,,,"1,000万円",https://www.signaltalk.com/,代表取締役社長 栢 孝文,
2024-08-01,株式会社四国中央テレビ,放送・新聞・出版,1,■事業内容： ・有線テレビジョン放送法による放送事業及び電気通信事業、有線テレビジョン放送施設を利用するエフエム放送及び音楽放送事業・広告宣伝業・有線テレビジョン等による調査／広報／物品販売事業・有線テレビジョン放送施設の回線の貸与に関する事業・放送関連技術の開発及び販売、放送番組及び録音及び録画の製作ならびに販売・教育及び文化イベントの企画サービス・出版事業・電気製品の販売及びリース事業,愛媛県四国中央市三島宮川4-6-48,2004,,67,300百万円,https://www.cosmos-network.jp/,,
2024-08-01,株式会社リクルートカーセンサー,広告制作,5,■事業内容：自動車検索情報サイト「カーセンサー」の編集・広告営業ならびに制作■取扱いサービス：・カーセンサー…中古車を軸に車の購入、買い替えにまつわる情報を幅広く掲載・カーセンサーEDGE…大人のためのプレミアムカーライフ実現を手伝うための情報を幅広く掲載,東京都千代田区丸の内1-9-2,1999,32.0,324,80百万円,http://www.recruitcarsensor.co.jp/,,
2024-08-01,株式会社DONUTS,ゲーム（オンライン・ソーシャル）,99+,■企業概要：IT分野の5領域（クラウドサービス、ゲーム、動画・ライブ配信、医療、出版メディア）を軸に20事業以上展開している企業です。一見すると全く異なるジャンルのプロダクトがシナジーを生み出し、2007年の創業以来、高い成長率を達成してきました。今尚。事業の幅を広げ続けています。,東京都渋谷区代々木2-2-1小田急サザンタワー8F,2007,32.0,880,77百万円,http://www.donuts.ne.jp/,,
2024-08-01,株式会社メトロアドエージェンシー,総合広告代理店,6,【事業内容】・交通、新聞、雑誌、放送、屋外、映画、ダイレクトメール、インターネットその他各種広告の取扱い及びセールスプロモーション並びにパブリックリレーションズに係る業務・広告、広報に関する企画立案及び制作・情報の収集、計算、統計、分析及び市場調査、広告調査、広告効果の測定並びに情報機器によるプログラムの開発・運営の受託及び情報提供サービス業・出版、印刷、写真、映画の企画立案及び制作並びに出版物、写真フィルム、映画フィルム等の賃貸及び販売・著作権、著作隣接権及び工業所有権その他の知的所有権並びにキャラクター及びソフトウェアの取得、利用、管理、賃貸借及び販売並びにその受託,東京都港区東新橋2-14-1NBFコモディオ汐留9F,2007,,362,50百万円,http://www.metro-ad.co.jp/,,
2024-08-01,株式会社ギークピクチュアズ,広告制作,6,■事業内容：・映画、ドラマ、アニメ、ミュージックビデオ、ライブ・舞台演出の企画・制作・TVCMなどの広告映像およびグラフィック制作・WEBCOMICの企画・制作・出版・IP（知的財産）の企画開発・販売・版権管理・アートの企画・制作・販売、ギャラリーの運営・美術セットの制作、施設・テーマパーク・イベント空間の演出・制作・クリエイターのマネジメント・スタジオの運営・エンターテインメントコンテンツの輸出入、海外と日本のプロダクションコーディネート,東京都港区北青山1-2-3青山ビル,2007,32.0,257,60百万円,http://geekpictures.co.jp/,,
2024-08-01,株式会社ニア,Webマーケティング（広告代理店・コンサルティング・制作）,3,■事業内容：＜イベント事業部＞各種イベントの企画、立案、制作及び設営業務2.各種広告宣伝に関するデザイン、企画、制作並びに代理業3.各種催事場の設営に関する企画、立案、並びに実務業務4.各種イベントに関する物品・什器備品の企画、開発、製造、販売及びレンタル5.各種イベントツール、記念品、ノベルティ等の企画、立案並びに制作業務6.各種放送番組に関する企画、立案、映像、音楽並びに制作業務7.各種システム企画・設計・開発 及び、ＩＴインフラ基盤の設計・構築8.インターネットのウェブサイトの企画、制作、運営及び管理9.インターネットを利用したデジタルコンテンツの企画、制作、販売,宮城県仙台市青葉区五橋1-7-15ピースビル五橋6F,2007,34.0,60,30百万円,https://www.near-sendai.com/,,
2024-08-01,Glossom株式会社（GREEグループ）,Webマーケティング（広告代理店・コンサルティング・制作）,7,【事業一覧】■広告代理事業：グリーグループのマーケティングエージェンシーとして、長年蓄積したノウハウとリレーションを生かし、クライアントビジネスを成長に導きます。■DX支援事業：デジタルを活用した新規事業の戦略立案からサービス企画、プロダクト開発、データ分析による改善提案、マーケティングまでを総合的に支援します。■マーケティングプロダクト事業：国内最大級の広告配信プロダクトを保有し、大規模なメディア解析データを活用した効率的なプロモーションとメディアマネタイズを支援します。,東京都新宿区西新宿6-18-1住友不動産新宿セントラルパークタワー14F,2013,33.0,140,141百万円,http://glossom.co.jp/,,
2024-08-01,ジーワン株式会社,Webサービス・Webメディア（EC・ポータル・ソーシャル）,2,■事業内容： ・医療現場向け ・医薬品業界向け・IoT (Internet of Things),東京都渋谷区桜丘町14-1HATCHERY SHIBUYA 3F,1999,,,57百万円,https://www.g-1.ne.jp/,,
2024-08-01,株式会社ロックウェーブ,Webサービス・Webメディア（EC・ポータル・ソーシャル）,20,【企業概要】■事業内容：クラウド型ECプラットフォーム開発提供を主力事業としています。代表の岩波氏はネット通販市場がPCメインであった時代からネット通販利用端末がモバイル中心になることを確信され、企業のECサイトを最新化することを目指して同社を設立。その後は一貫してクラウド型マルチデバイス対応「aishipR」をはじめとしたモバイルECサイトのためのサービス開発を進めてこられました。,滋賀県大津市逢坂1-1-1,2005,29.0,30,45百万円,http://www.rockwave.co.jp/,,
2024-07-01,ソルフレア株式会社,Webサービス・Webメディア（EC・ポータル・ソーシャル）,4,《テクノロジーをベースに様々なマーケティングサービスを提供します！》■事業内容：マーケティングサービス事業、クラウドサービス事業、CROWD ROASTER事業、メディア事業■提供サービス：当社ではO2Oクラウドサービス「RUNWAY（ランウェイ）」の提供や一流焙煎士×厳選生豆によって生みだされるコーヒーを楽しむ自社プラットフォーム「CROWD ROASTER」、レビューメディア「ZIGSOW（ジグソー）」の運営をおこなっています。またそれら自社サービスを利用して、各種マーケティングサービスの提供を行っています。,東京都千代田区神田神保町1-1-17,2007,36.0,20,82百万円,https://solflare.co.jp/,,
2024-08-01,株式会社トライバルメディアハウス,SP代理店（イベント・販促提案など）,19,■事業内容：・デジタルマーケティング事業,東京都中央区銀座6-10-1GINZA SIX 13F WeWork内,2007,33.0,120,37百万円,http://www.tribalmedia.co.jp/,,
2024-07-01,株式会社ITコミュニケーションズ,総合広告代理店,3,2007年に株式会社日本経済広告社（ADEXグループ）から分社した総合広告代理店です。私たちが提供するサービスは、「データに基づく施策の立案・検証を通じ、お客様のビジネスへ貢献する」ことを軸とし、マーケティングからセールス領域の「戦略設計」「各種施策の実行」「コンテンツ制作」「効果検証」をワンストップで提供しています。幅広いサービスラインナップで、お客様の課題やニーズにマッチした最適な解決策をご提案します。,東京都千代田区神田錦町3-20錦町トラッドスクエア 7F,2007,34.0,70,60百万円,http://www.it-comm.co.jp/,,
2024-08-01,株式会社Ｇｕｇｅｎｋａ,ゲーム（オンライン・ソーシャル）,5,■事業内容： ＜HoloModels＞＜MakeAvatar＞＜XMarket＞＜バーチャルコマース&イベント＞＜ライブ配信＞,新潟県新潟市中央区南出来島1-10-7,2005,,70,3百万円,https://gugenka.jp/,,
2024-07-01,有限会社ユビキタス,Webサービス・Webメディア（EC・ポータル・ソーシャル）,1,■映像コンテンツの企画・制作・配信■ホームページの企画・デザイン・制作・運営■Web広告制作■企業広告用映像の企画・演出・制作■グラフィックデザイン■イベントの企画・制作■CD-ROMの企画・制作,東京都渋谷区代々木2-40-9 VILLA VALLE代々木101,2000,,7,300万円,https://www.ubiq.co.jp,取締役 村井 寿,
2024-08-01,株式会社CCG HONANDO,放送・新聞・出版,1,■事業内容：印刷に関連するすべてのサービス…製版・印刷から製本まで一貫して受注（企業パンフレット・ポスター・DM・チラシ・その他各種SPツールなど）,大阪府大阪市中央区南本町1-8-14堺筋本町ビル5F,2007,,45,30百万円,http://www.honando.net/,,
2024-07-01,株式会社デザイン,Webマーケティング（広告代理店・コンサルティング・制作）,5,■中小企業向け支援事業■インキュベーション事業■販売代行事業■ネイルサロン開業支援事業■Webコンサルティング事業■Web制作事業■システム開発事業■広告代理事業■経営コンサルティング事業■求人広告代理事業■人材採用支援事業■ヘアサロン、ネイルサロン等美容店舗の運営■インターネットを利用した各種情報提供サービス業,東京都新宿区西新宿2-6-1 新宿住友ビル32F,2007,26.0,300,8300万（2023年 グループ総計）,https://recruit.design-inc.jp/,代表取締役社長 平林 義行,
2024-07-01,パシフィックリーグマーケティング株式会社,SP代理店（イベント・販促提案など）,2,■事業概要：・パ・リーグ主催試合のインターネット配信サービス（パーソル パ・リーグTV）の運営・パ・リーグ6球団 インターネット配信権の管理・6球団公式HPの管理・パ・リーグ6球団共同企画・実施管理・リーグスポンサーの企画・販売・実施管理・プロパティライセンスの企画・販売業務 ・人材エージェントサービスなど■株主：株式会社北海道日本ハムファイターズ株式会社楽天野球団株式会社西武ライオンズ株式会社千葉ロッテマリーンズオリックス野球クラブ株式会社福岡ソフトバンクホークス株式会社,東京都中央区日本橋浜町1-12-9日本橋浜町ビル3F,2007,,,30百万円,https://www.pacificleague.jp/index.html,,
2024-05-01,株式会社全力エージェンシー,総合広告代理店,1,■事業内容： 日本経済広告社（ADEX）グループのエンタメに強い総合広告代理店,東京都千代田区神田小川町2-4-5杉商ビル7F,2007,33.0,27,15百万円,http://www.zenryoku.co.jp/,,
2024-08-01,株式会社フリーメソッド,Webマーケティング（広告代理店・コンサルティング・制作）,4,■事業概要：福岡地場の中小企業に対するインターネットを利用したマーケティング及びコンサルタント（売れるための仕組み作り）を行っています。（1）ホームページ制作、製作（2）Webマーケティング（3）ホームページ再構築（作り直し、リニューアル）（4）インターネット広告コンサルティング（5）Webサイト構築、運営、コンサルティング（6）その他インターネットに関連する事業,福岡県福岡市中央区天神1-15-2第6明星ビル8F,2007,27.0,20,3百万円,http://www.freemethod.net/,,
2024-08-01,株式会社ネットラインプレス,広告制作,2,■事業内容：・SPプランニング・広告企画制作・グラフィックデザイン・商業印刷（ポスター・カタログ・チラシ・DM・カレンダー等）・その他印刷（書籍印刷・特殊印刷・帳票印刷等）・SPツール企画制作・各種プレミアム・ノベルティ企画制作・イベント企画・施工・実施運営・人材派遣・業務請負 ・事務局運営・国内・国際物流サービス,東京都渋谷区神宮前3-7-5青山MSビル8F,1997,,20,10百万円,なし,,
2024-07-01,株式会社クリード,Webサービス・Webメディア（EC・ポータル・ソーシャル）,1,■事業内容： デジタルマーケティング事業および制作全般・Webサイト構築・広告運用・コンテンツマーケティング・動画制作・SNS運用代行・インターネット広告運用代行・システム開発・DTP制作・デジタルデータ管理運用業務・顧客管理サポート業務,東京都品川区西五反田1-21-8ヒューリック五反田山手通ビル5F,2007,,,10百万円,https://cread.biz/,,
2024-08-01,株式会社リバスタ,Webサービス・Webメディア（EC・ポータル・ソーシャル）,46,■事業内容：・電子マニフェストサービス｢e-reverse.com｣の提供・産廃処理委託契約サービス｢er-contract｣の提供・産業廃棄物に関するコンサルティング業務・建設現場施工管理サービス「Buildee」の提供・上記または建設業界に関連するサービス、物品の販売,東京都江東区豊洲5-6-36豊洲プライムスクエア9F,2007,36.0,170,100百万円,https://www.rvsta.co.jp/,,
2024-08-01,ＶＩＳＨ株式会社,Webマーケティング（広告代理店・コンサルティング・制作）,2,～「お客様のVISION（想い）のSHARE（共有）をする」をミッションに、導入実績3000施設以上、右肩上がりの自社クラウドサービス「バスキャッチ」を全国展開中～■事業内容：VISH株式会社の主力商品である「バスキャッチサービス」は、2006年4月に地元・愛知県名古屋市の自動車教習所の「利用者の皆様にバス位置情報を配信したい」というご相談を受けて誕生したクラウドサービスです。,愛知県名古屋市中区錦2-10-13SC錦ANNEX5F,2004,36.0,45,11百万円,https://www.vish.co.jp/,,
2024-07-01,株式会社ヘヤゴト,Webサービス・Webメディア（EC・ポータル・ソーシャル）,10,■事業内容： （1）ヘヤゴトポータル事業…家具インテリアのポータルサービスです。（1）インターネット広告集客サポート事業…購買意欲の高い顧客の集客代行サービスです。（2）家具インテリアオンライン通販KAGOO EC事業…同サイトにアクセスすれば欲しい家具は全て揃う、そんなサービスを目指します。（3）高級家具催事販売KAGOO外販事業…高級家具は、実際「目で見て、触って、プロに聞いて」納得感を持ってから 購入するのが一番。プロのコンシェルジュが一人一人の顧客に丁寧に対応する事業サービスです。,東京都品川区東五反田5-21-15メタリオンOSビル 2C,2004,,30,44百万円,https://heyagoto.co.jp/,,
2024-08-01,株式会社カドベヤ,Webサービス・Webメディア（EC・ポータル・ソーシャル）,5,■事業概要：1.クリエイティブ部 Webサイト／Webサービス構築、ソーシャルメディアアカウント運用、アプリ開発 テレビCMや商品紹介ビデオなど映像制作、チラシ・パンフレットなど紙媒体による広告2.カドベヤエージェント有料職業紹介事業、労働者派遣事業3.その他事業,東京都渋谷区神南1-7-9北谷マンション 301,1999,33.0,20,10百万円,https://www.kadobeya.net/,,
2024-08-01,株式会社ハイベロシティ,Webマーケティング（広告代理店・コンサルティング・制作）,5,■企業概要：ファンコマースとデジタルマーケティングの2つの事業を基軸に、コンテンツとファンを、ダイレクトにつなぐ「感動体験」を生み出すことをモットーにサービスを展開しています。WEBを中心としたマーケティング・プロモーションからコンテンツの設計・開発・運用といった幅広い業務を行っています。■事業内容：・WEBマーケティング・開発事業・ビジネスデベロップメント事業・ファンコマース事業,東京都港区白金台3-2-10白金台ビル6F,2004,,60,35百万円,http://www.hivelocity.co.jp/,,
2024-07-01,株式会社ブリッジコーポレーション,Webマーケティング（広告代理店・コンサルティング・制作）,11,■概要：Webサイトの企画・デザイン、システム開発からサイト運用管理、サーバー保守やドメイン管理まで、トータルでインターネットビジネスをサポートするWebコンサルティング企業。特にWebコンサルティング・Webシステム開発に軸足と強みを持つ。「クライアントが抱える経営課題を、Webによって解決する」が事業ミッション。いくつものWebサイトを成功に導いてきた。従業員の満足と定着を高める代表の考えに特徴がある。,京都府京都市中京区饅頭屋町595-3,1995,31.0,50,40百万円,https://www.bridge-net.co.jp/,,
2024-05-01,フィッツ株式会社,広告制作,1,＜当社について＞ANDCOCO 株式会社（旧きかんしエムエス）の社内カンパニー社。生活協同組合の広告制作を手がけるANDCOCO株式会社（旧きかんしエムエス）からシステム・マーケティングを担う社内カンパニーとして2007年9月に設立しました。＜主な開発実績＞◎CRMシステム ◎顧客支援システム ◎ECサイト ◎Web校正システム ◎品質管理システム ◎グループ企業のシステム開発・運用,京都府京都市南区久世殿城町330-1,2007,,5,10百万円,https://www.fi2.jp/,,
2024-08-01,株式会社デイヴィッドプロダクション,放送・新聞・出版,1,【アニメーション企画・制作事業】テレビシリーズをはじめ、劇場版映画・CM・ゲーム映像用のアニメーション企画制作を行っています。,東京都西東京市西原町1-4-1 鵜野ビル,2007,,66,6000万円（2024年5月現在）,http://davidproduction.jp/,代表取締役 田中 修一郎,
2024-07-01,株式会社ＩＲパートナーズ,広告制作,10,■事業内容：同社はIPO、IR、広報の事業領域で、IPO、IRコンサルティング、IR活動支援をメインにコーポレートコンテンツとステークホルダーとのリレーションにかかわるサービスを提供しています。・IRコンサルティング／IR活動支援・IRツール、IRサイト制作・IPOコンサルティング／IPO支援・経営企画、財務関連コンサルティング,東京都千代田区神田神保町3-5BONMARUSANビル2F,2007,38.0,15,10百万円,http://www.irpartners.co.jp/,,
2024-06-01,六三グラフィックス株式会社,PR会社・代理店,1,◆販売促進（SP）のプランニングおよびコンサルティング販売促進に必要なツールの制作。広報誌発行における企業内外の環境調査・分析。広報誌制作における企画、取材、編集作業の受託およびそれに付帯する情報提供。◆印刷物にかかわるプランニングおよびコンサルティングチラシ、ポスター、カタログ、パンフレットなどの企画、デザイン、撮影、レイアウトなど制作のディレクションおよびオペレーション。,東京都江東区潮見2丁目4番18号,1992,38.0,25,"1,000万円",https://www.mut.co.jp/,代表取締役 島村 信彦,
2024-07-01,株式会社５,Webマーケティング（広告代理店・コンサルティング・制作）,5,■事業概要：・エージェンシー事業・ソリューションパートナー事業・デジタルマーケティング事業・マーケティング・運用ツール開発事業,東京都渋谷区千駄ヶ谷3-55-18,2007,,30,8百万円,https://www.5inc.jp/,,
2024-07-01,株式会社エス・ブイ・シー ホールディングス,SP代理店（イベント・販促提案など）,1,■事業内容：・イベントに関連する企画・制作および運営・イベントに関連する事務局・コールセンターの開設・運営・セールスプロモーションに関連する企画・制作および運営・セールスプロモーションに関連する各種リサーチおよびマーケティングの実施・ロゴ、パンフレット、チラシなどの制作・Ｗｅｂサイト、通販サイトの企画、制作、モバイルサイトの企画、制作・テレビ、ラジオCM、新聞広告など各種広告媒体の代理業務・ワーケーション施設（簡易宿所）の運営 面接、採用、社員定着支援・キャリア支援 社員定着、社内コミュニケーション活性化支援・採用関係制作物ディレクション オーダーメイド教育／研修,宮城県仙台市青葉区中央4-6-1住友生命仙台中央ビル9F,2005,32.0,17,10百万円,https://sv-c.jp,,
